idx,ID,NAME,TEXT,Joie,Peur,Surprise,Tristesse,Admiration,Embarras,Jalousie,Autre,Colere,Degout,Culpabilite,Fierte,Comportementale,Designee,Montree,Suggeree,Base,Complexe,elongation,ironie,insulte,mépris / haine,argot,abréviation,interjection,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,marker_type,marker_value,source_file
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,word,choisi,CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,word,d'être,CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,word,comme,CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,word,ça,CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
224,231,Paul-Victime,Mais il vous faut quoi pour vous faire comprendre que j'ai pas choisi d'être comme ça !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEG,punctuation,!,CyberAdoAgg_gold_global_total_latest.xlsx
225,232,Selena,brandon tg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,word,brandon,CyberAdoAgg_gold_global_total_latest.xlsx
225,232,Selena,brandon tg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,word,tg,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,word,j'avoue,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,word,pas,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,word,ouf,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,word,le,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,word,blaze,CyberAdoAgg_gold_global_total_latest.xlsx
226,233,brice,j'avoue pas ouf le blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
227,234,julien,degeulasse meme,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,bully_support,OAG,victim,DNG,AIN,ATK,NEG,word,degeulasse,CyberAdoAgg_gold_global_total_latest.xlsx
227,234,julien,degeulasse meme,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,bully_support,OAG,victim,DNG,AIN,ATK,NEG,word,meme,CyberAdoAgg_gold_global_total_latest.xlsx
228,235,brice,si si t'as choisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,word,si,CyberAdoAgg_gold_global_total_latest.xlsx
228,235,brice,si si t'as choisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,word,si,CyberAdoAgg_gold_global_total_latest.xlsx
228,235,brice,si si t'as choisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,word,t'as,CyberAdoAgg_gold_global_total_latest.xlsx
228,235,brice,si si t'as choisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,word,choisis,CyberAdoAgg_gold_global_total_latest.xlsx
228,235,brice,si si t'as choisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,paul,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,tkt,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,on,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,t'accepte,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,comme,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,tu,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,word,es,CyberAdoAgg_gold_global_total_latest.xlsx
229,236,pierre83,paul tkt on t'accepte comme tu es,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,conciliator,NAG,,,EMP,DFN,POS,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,tkt,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,paul,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,on,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,est,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,tous,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,beau,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,a,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,notre,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,maniere,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,a,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,pars,CyberAdoAgg_gold_global_total_latest.xlsx
230,237,Selena,tkt paul on est tous beau a notre maniere a pars brice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,EMP,DFN,NEG,word,brice,CyberAdoAgg_gold_global_total_latest.xlsx
231,238,Josiane-concilia,alors Julien on se calme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,AIN,NEU,word,alors,CyberAdoAgg_gold_global_total_latest.xlsx
231,238,Josiane-concilia,alors Julien on se calme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,AIN,NEU,word,julien,CyberAdoAgg_gold_global_total_latest.xlsx
231,238,Josiane-concilia,alors Julien on se calme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,AIN,NEU,word,on,CyberAdoAgg_gold_global_total_latest.xlsx
231,238,Josiane-concilia,alors Julien on se calme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,AIN,NEU,word,se,CyberAdoAgg_gold_global_total_latest.xlsx
231,238,Josiane-concilia,alors Julien on se calme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,AIN,NEU,word,calme,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,c,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,toi,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,qui,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,mange,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,ftour,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,en,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,une,CyberAdoAgg_gold_global_total_latest.xlsx
232,239,julien,c toi qui mange 4 ftour en une soiréé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,word,soiréé,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,c,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,juste,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,eux,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,ils,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,ont,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,une,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,malformation,CyberAdoAgg_gold_global_total_latest.xlsx
233,240,pierre83,c juste eux ils ont une malformation cervicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,cervicale,CyberAdoAgg_gold_global_total_latest.xlsx
234,241,Selena,qui soirée samedi soir?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,word,qui,CyberAdoAgg_gold_global_total_latest.xlsx
234,241,Selena,qui soirée samedi soir?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,word,soirée,CyberAdoAgg_gold_global_total_latest.xlsx
234,241,Selena,qui soirée samedi soir?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,word,samedi,CyberAdoAgg_gold_global_total_latest.xlsx
234,241,Selena,qui soirée samedi soir?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,word,soir,CyberAdoAgg_gold_global_total_latest.xlsx
234,241,Selena,qui soirée samedi soir?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,punctuation,?,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,qui,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,donc,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,leur,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,empeche,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,de,CyberAdoAgg_gold_global_total_latest.xlsx
235,242,pierre83,qui donc leur empeche de reflechir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,reflechir,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,pk,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,tu,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,parle,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,de,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,ton,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,frrr,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,word,pierre,CyberAdoAgg_gold_global_total_latest.xlsx
236,243,julien,pk tu parle de ton frrr pierre ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,punctuation,?,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,venant,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,de,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,toi,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,selena,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,j'oserai,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,pas,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,dire,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,word,ça,CyberAdoAgg_gold_global_total_latest.xlsx
237,244,brice,venant de toi selena j'oserai pas dire ça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bully,CAG,victim_support,OTH,ATK,OTH,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,et,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,d'arreter,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,de,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,penser,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,comme,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,des,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,word,chiebn,CyberAdoAgg_gold_global_total_latest.xlsx
238,245,pierre83,et d'arreter de penser comme des chiebn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,conciliator,OAG,bully/bully_support,OTH,DFN,,NEG,punctuation,',CyberAdoAgg_gold_global_total_latest.xlsx
239,246,Josiane-concilia,mais stop zeubi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,conciliator,OAG,bully,NCG,DFN,ATK,NEG,word,mais,CyberAdoAgg_gold_global_total_latest.xlsx
239,246,Josiane-concilia,mais stop zeubi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,conciliator,OAG,bully,NCG,DFN,ATK,NEG,word,stop,CyberAdoAgg_gold_global_total_latest.xlsx
239,246,Josiane-concilia,mais stop zeubi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,conciliator,OAG,bully,NCG,DFN,ATK,NEG,word,zeubi,CyberAdoAgg_gold_global_total_latest.xlsx
240,247,Selena,tg brice de nice,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,word,tg,CyberAdoAgg_gold_global_total_latest.xlsx
