marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
loup,word,2,1,0,3,6,0.33,0.17,0.00,0.50,1.46,0.73
certaines,word,2,1,0,3,6,0.33,0.17,0.00,0.50,1.46,0.73
plutôt,lemma,1,3,0,2,6,0.17,0.50,0.00,0.33,1.46,0.73
résultat,lemma,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
faute,lemma,0,3,1,2,6,0.00,0.50,0.17,0.33,1.46,0.73
zone,lemma,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
voiture,word,3,0,1,2,6,0.50,0.00,0.17,0.33,1.46,0.73
plutôt,word,1,3,0,2,6,0.17,0.50,0.00,0.33,1.46,0.73
compte,word,3,0,1,2,6,0.50,0.00,0.17,0.33,1.46,0.73
compte,lemma,3,0,1,2,6,0.50,0.00,0.17,0.33,1.46,0.73
américaine,word,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
lieu,lemma,3,0,1,2,6,0.50,0.00,0.17,0.33,1.46,0.73
noirs,word,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
ancien,word,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
différent,lemma,3,1,0,2,6,0.50,0.17,0.00,0.33,1.46,0.73
coupable,lemma,1,3,0,2,6,0.17,0.50,0.00,0.33,1.46,0.73
petit,lemma,8,6,2,28,44,0.18,0.14,0.05,0.64,1.46,0.73
droit,lemma,5,1,1,10,17,0.29,0.06,0.06,0.59,1.45,0.73
particulièrement,lemma,1,3,0,3,7,0.14,0.43,0.00,0.43,1.45,0.72
comment,lemma,0,1,3,3,7,0.00,0.14,0.43,0.43,1.45,0.72
persécution,lemma,1,3,0,3,7,0.14,0.43,0.00,0.43,1.45,0.72
comment,word,0,1,3,3,7,0.00,0.14,0.43,0.43,1.45,0.72
persécutions,word,1,3,0,3,7,0.14,0.43,0.00,0.43,1.45,0.72
particulièrement,word,1,3,0,3,7,0.14,0.43,0.00,0.43,1.45,0.72
feu,word,3,1,0,3,7,0.43,0.14,0.00,0.43,1.45,0.72
laisse,lemma,0,1,3,3,7,0.00,0.14,0.43,0.43,1.45,0.72
feu,lemma,3,1,0,3,7,0.43,0.14,0.00,0.43,1.45,0.72
regarde,word,3,0,3,1,7,0.43,0.00,0.43,0.14,1.45,0.72
mère,lemma,1,0,3,3,7,0.14,0.00,0.43,0.43,1.45,0.72
territoire,word,3,1,0,3,7,0.43,0.14,0.00,0.43,1.45,0.72
lutter,lemma,3,1,0,3,7,0.43,0.14,0.00,0.43,1.45,0.72
demander,word,3,0,1,3,7,0.43,0.00,0.14,0.43,1.45,0.72
assez,word,3,19,1,17,40,0.07,0.47,0.03,0.42,1.45,0.72
assez,lemma,3,19,1,17,40,0.07,0.47,0.03,0.42,1.45,0.72
travail,word,10,4,1,22,37,0.27,0.11,0.03,0.59,1.44,0.72
bon,lemma,1,6,14,30,51,0.02,0.12,0.27,0.59,1.44,0.72
peuple,lemma,2,2,0,5,9,0.22,0.22,0.00,0.56,1.44,0.72
jusqu,word,2,0,5,2,9,0.22,0.00,0.56,0.22,1.44,0.72
mourir,word,0,3,2,6,11,0.00,0.27,0.18,0.55,1.44,0.72
chose,lemma,9,5,4,35,53,0.17,0.09,0.08,0.66,1.43,0.72
véritable,lemma,0,5,2,7,14,0.00,0.36,0.14,0.50,1.43,0.72
président,word,19,6,0,10,35,0.54,0.17,0.00,0.29,1.43,0.72
jeune,lemma,2,1,2,10,15,0.13,0.07,0.13,0.67,1.43,0.71
états-unis,word,4,2,0,7,13,0.31,0.15,0.00,0.54,1.42,0.71
penser,lemma,3,0,3,8,14,0.21,0.00,0.21,0.57,1.41,0.71
travail,lemma,10,4,1,24,39,0.26,0.10,0.03,0.62,1.41,0.70
premier,lemma,5,3,3,23,34,0.15,0.09,0.09,0.68,1.41,0.70
quelle,word,1,0,4,3,8,0.12,0.00,0.50,0.38,1.41,0.70
remettre,lemma,4,1,0,3,8,0.50,0.12,0.00,0.38,1.41,0.70
qu'il,word,0,1,4,3,8,0.00,0.12,0.50,0.38,1.41,0.70
photo,lemma,3,0,4,1,8,0.38,0.00,0.50,0.12,1.41,0.70
train,lemma,3,1,0,4,8,0.38,0.12,0.00,0.50,1.41,0.70
emporter,lemma,4,1,0,3,8,0.50,0.12,0.00,0.38,1.41,0.70
honneur,lemma,3,4,0,1,8,0.38,0.50,0.00,0.12,1.41,0.70
femme,lemma,4,4,0,11,19,0.21,0.21,0.00,0.58,1.40,0.70
(,punctuation,10,4,0,16,30,0.33,0.13,0.00,0.53,1.40,0.70
immense,lemma,8,2,0,5,15,0.53,0.13,0.00,0.33,1.40,0.70
première,word,2,3,2,15,22,0.09,0.14,0.09,0.68,1.40,0.70
voir,lemma,1,8,14,38,61,0.02,0.13,0.23,0.62,1.39,0.70
nombreux,lemma,14,4,0,17,35,0.40,0.11,0.00,0.49,1.39,0.70
ancien,lemma,4,1,0,4,9,0.44,0.11,0.00,0.44,1.39,0.70
main,lemma,4,0,1,4,9,0.44,0.00,0.11,0.44,1.39,0.70
quel,lemma,1,0,4,4,9,0.11,0.00,0.44,0.44,1.39,0.70
subissent,word,1,4,0,4,9,0.11,0.44,0.00,0.44,1.39,0.70
dix,word,4,0,1,4,9,0.44,0.00,0.11,0.44,1.39,0.70
dix,lemma,4,0,1,4,9,0.44,0.00,0.11,0.44,1.39,0.70
territoire,lemma,4,1,0,4,9,0.44,0.11,0.00,0.44,1.39,0.70
mettre,lemma,26,2,4,7,39,0.67,0.05,0.10,0.18,1.39,0.70
conflit,word,7,2,0,3,12,0.58,0.17,0.00,0.25,1.38,0.69
finir,lemma,0,2,3,7,12,0.00,0.17,0.25,0.58,1.38,0.69
bonne,word,0,4,3,10,17,0.00,0.24,0.18,0.59,1.38,0.69
français,word,4,2,0,8,14,0.29,0.14,0.00,0.57,1.38,0.69
bonbon,lemma,0,1,2,4,7,0.00,0.14,0.29,0.57,1.38,0.69
porter,word,4,0,1,2,7,0.57,0.00,0.14,0.29,1.38,0.69
bonbons,word,0,1,2,4,7,0.00,0.14,0.29,0.57,1.38,0.69
gouverner,lemma,2,1,0,4,7,0.29,0.14,0.00,0.57,1.38,0.69
père,word,1,4,0,2,7,0.14,0.57,0.00,0.29,1.38,0.69
père,lemma,1,4,0,2,7,0.14,0.57,0.00,0.29,1.38,0.69
train,word,2,1,0,4,7,0.29,0.14,0.00,0.57,1.38,0.69
passe,word,0,1,4,2,7,0.00,0.14,0.57,0.29,1.38,0.69
épidémie,lemma,2,1,0,4,7,0.29,0.14,0.00,0.57,1.38,0.69
avance,word,4,0,1,2,7,0.57,0.00,0.14,0.29,1.38,0.69
appeler,lemma,8,0,2,4,14,0.57,0.00,0.14,0.29,1.38,0.69
toucher,lemma,1,2,0,4,7,0.14,0.29,0.00,0.57,1.38,0.69
fêter,word,2,0,1,4,7,0.29,0.00,0.14,0.57,1.38,0.69
fêter,lemma,2,0,1,4,7,0.29,0.00,0.14,0.57,1.38,0.69
bâtiments,word,2,1,0,4,7,0.29,0.14,0.00,0.57,1.38,0.69
bâtiment,lemma,2,1,0,4,7,0.29,0.14,0.00,0.57,1.38,0.69
installer,lemma,1,2,0,4,7,0.14,0.29,0.00,0.57,1.38,0.69
honneur,word,2,4,0,1,7,0.29,0.57,0.00,0.14,1.38,0.69
vrai,lemma,1,0,2,4,7,0.14,0.00,0.29,0.57,1.38,0.69
français,lemma,6,3,0,12,21,0.29,0.14,0.00,0.57,1.38,0.69
pu,word,1,2,2,11,16,0.06,0.12,0.12,0.69,1.37,0.69
facilement,lemma,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
facilement,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
aime,word,1,0,1,3,5,0.20,0.00,0.20,0.60,1.37,0.69
planète,word,0,3,1,1,5,0.00,0.60,0.20,0.20,1.37,0.69
affaires,word,1,0,3,1,5,0.20,0.00,0.60,0.20,1.37,0.69
affaire,lemma,1,0,3,1,5,0.20,0.00,0.60,0.20,1.37,0.69
planète,lemma,0,3,1,1,5,0.00,0.60,0.20,0.20,1.37,0.69
public,lemma,3,1,0,1,5,0.60,0.20,0.00,0.20,1.37,0.69
croire,word,0,1,1,3,5,0.00,0.20,0.20,0.60,1.37,0.69
épidémie,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
racisme,lemma,3,1,0,1,5,0.60,0.20,0.00,0.20,1.37,0.69
national,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
revendiquer,lemma,3,1,0,1,5,0.60,0.20,0.00,0.20,1.37,0.69
centaines,word,1,0,1,3,5,0.20,0.00,0.20,0.60,1.37,0.69
langue,lemma,1,0,1,3,5,0.20,0.00,0.20,0.60,1.37,0.69
joyeux,word,1,3,0,1,5,0.20,0.60,0.00,0.20,1.37,0.69
langue,word,1,0,1,3,5,0.20,0.00,0.20,0.60,1.37,0.69
liberté,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
embête,word,1,3,0,1,5,0.20,0.60,0.00,0.20,1.37,0.69
bonnes,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
homophobe,lemma,1,3,0,1,5,0.20,0.60,0.00,0.20,1.37,0.69
île,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
humanitaire,lemma,0,1,1,3,5,0.00,0.20,0.20,0.60,1.37,0.69
faute,word,0,3,1,1,5,0.00,0.60,0.20,0.20,1.37,0.69
autour,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
lutter,word,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
autour,lemma,1,1,0,3,5,0.20,0.20,0.00,0.60,1.37,0.69
rien,lemma,4,0,19,16,39,0.10,0.00,0.49,0.41,1.37,0.68
rien,word,4,0,19,16,39,0.10,0.00,0.49,0.41,1.37,0.68
conflit,lemma,9,2,0,5,16,0.56,0.12,0.00,0.31,1.37,0.68
famille,lemma,6,1,1,13,21,0.29,0.05,0.05,0.62,1.36,0.68
pourquoi,word,1,0,5,4,10,0.10,0.00,0.50,0.40,1.36,0.68
hausse,word,4,1,0,5,10,0.40,0.10,0.00,0.50,1.36,0.68
pourquoi,lemma,1,0,5,4,10,0.10,0.00,0.50,0.40,1.36,0.68
noir,word,4,0,1,5,10,0.40,0.00,0.10,0.50,1.36,0.68
parle,word,1,0,4,5,10,0.10,0.00,0.40,0.50,1.36,0.68
mentir,lemma,4,0,1,5,10,0.40,0.00,0.10,0.50,1.36,0.68
hausse,lemma,4,1,0,5,10,0.40,0.10,0.00,0.50,1.36,0.68
responsables,word,4,1,0,5,10,0.40,0.10,0.00,0.50,1.36,0.68
violence,lemma,8,4,2,29,43,0.19,0.09,0.05,0.67,1.36,0.68
arriver,lemma,2,2,2,14,20,0.10,0.10,0.10,0.70,1.36,0.68
problèmes,word,2,1,1,9,13,0.15,0.08,0.08,0.69,1.35,0.68
blesser,lemma,1,3,0,5,9,0.11,0.33,0.00,0.56,1.35,0.68
carburant,word,1,3,0,5,9,0.11,0.33,0.00,0.56,1.35,0.68
changement,lemma,5,1,0,3,9,0.56,0.11,0.00,0.33,1.35,0.68
journalistes,word,5,1,0,3,9,0.56,0.11,0.00,0.33,1.35,0.68
jouer,word,0,1,5,3,9,0.00,0.11,0.56,0.33,1.35,0.68
soutenir,lemma,5,1,0,3,9,0.56,0.11,0.00,0.33,1.35,0.68
dictature,word,5,1,0,5,11,0.45,0.09,0.00,0.45,1.35,0.67
protéger,lemma,12,3,0,16,31,0.39,0.10,0.00,0.52,1.35,0.67
attentat,lemma,4,3,0,11,18,0.22,0.17,0.00,0.61,1.35,0.67
nombreuses,word,14,3,0,7,24,0.58,0.12,0.00,0.29,1.35,0.67
contre,lemma,53,12,0,24,89,0.60,0.13,0.00,0.27,1.34,0.67
contre,word,53,12,0,24,89,0.60,0.13,0.00,0.27,1.34,0.67
insulter,lemma,9,11,2,0,22,0.41,0.50,0.09,0.00,1.34,0.67
génial,lemma,0,9,4,2,15,0.00,0.60,0.27,0.13,1.34,0.67
génial,word,0,9,4,2,15,0.00,0.60,0.27,0.13,1.34,0.67
hommes,word,3,2,0,8,13,0.23,0.15,0.00,0.62,1.33,0.67
mort,word,6,4,0,16,26,0.23,0.15,0.00,0.62,1.33,0.67
mauvais,lemma,5,6,0,18,29,0.17,0.21,0.00,0.62,1.33,0.67
voiture,lemma,6,0,1,5,12,0.50,0.00,0.08,0.42,1.33,0.66
maisons,word,5,1,0,6,12,0.42,0.08,0.00,0.50,1.33,0.66
dictature,lemma,6,1,0,5,12,0.50,0.08,0.00,0.42,1.33,0.66
trouver,word,6,1,0,5,12,0.50,0.08,0.00,0.42,1.33,0.66
france,word,6,3,0,14,23,0.26,0.13,0.00,0.61,1.32,0.66
france,lemma,6,3,0,14,23,0.26,0.13,0.00,0.61,1.32,0.66
gagner,word,1,3,1,11,16,0.06,0.19,0.06,0.69,1.32,0.66
responsable,lemma,4,1,0,6,11,0.36,0.09,0.00,0.55,1.32,0.66
village,lemma,4,1,0,6,11,0.36,0.09,0.00,0.55,1.32,0.66
immense,word,6,1,0,4,11,0.55,0.09,0.00,0.36,1.32,0.66
journaliste,lemma,6,1,0,4,11,0.55,0.09,0.00,0.36,1.32,0.66
travailler,lemma,12,2,0,7,21,0.57,0.10,0.00,0.33,1.31,0.66
terroriste,lemma,2,5,0,11,18,0.11,0.28,0.00,0.61,1.30,0.65
acteur,lemma,2,1,0,5,8,0.25,0.12,0.00,0.62,1.30,0.65
augmentation,lemma,1,2,0,5,8,0.12,0.25,0.00,0.62,1.30,0.65
augmentation,word,1,2,0,5,8,0.12,0.25,0.00,0.62,1.30,0.65
riche,lemma,2,1,0,5,8,0.25,0.12,0.00,0.62,1.30,0.65
lois,word,2,1,0,5,8,0.25,0.12,0.00,0.62,1.30,0.65
sacrer,lemma,0,1,2,5,8,0.00,0.12,0.25,0.62,1.30,0.65
devant,lemma,5,1,0,2,8,0.62,0.12,0.00,0.25,1.30,0.65
moment,word,1,0,2,5,8,0.12,0.00,0.25,0.62,1.30,0.65
grands,word,2,0,1,5,8,0.25,0.00,0.12,0.62,1.30,0.65
devant,word,5,1,0,2,8,0.62,0.12,0.00,0.25,1.30,0.65
etats-unis,word,4,2,0,10,16,0.25,0.12,0.00,0.62,1.30,0.65
espionner,lemma,2,1,0,5,8,0.25,0.12,0.00,0.62,1.30,0.65
plein,lemma,1,2,0,5,8,0.12,0.25,0.00,0.62,1.30,0.65
plein,word,1,2,0,5,8,0.12,0.25,0.00,0.62,1.30,0.65
prendre,word,7,1,0,6,14,0.50,0.07,0.00,0.43,1.30,0.65
politique,word,7,1,0,5,13,0.54,0.08,0.00,0.38,1.30,0.65
jouer,lemma,0,1,5,7,13,0.00,0.08,0.38,0.54,1.30,0.65
battre,lemma,7,0,1,5,13,0.54,0.00,0.08,0.38,1.30,0.65
ferme,lemma,1,0,6,3,10,0.10,0.00,0.60,0.30,1.30,0.65
punir,lemma,3,1,0,6,10,0.30,0.10,0.00,0.60,1.30,0.65
attaques,word,3,1,0,6,10,0.30,0.10,0.00,0.60,1.30,0.65
mot,lemma,3,0,1,6,10,0.30,0.00,0.10,0.60,1.30,0.65
soit,word,1,6,0,3,10,0.10,0.60,0.00,0.30,1.30,0.65
guerre,word,15,5,0,30,50,0.30,0.10,0.00,0.60,1.30,0.65
regarder,lemma,6,0,3,1,10,0.60,0.00,0.30,0.10,1.30,0.65
ferme,word,1,0,6,3,10,0.10,0.00,0.60,0.30,1.30,0.65
travailler,word,12,2,0,6,20,0.60,0.10,0.00,0.30,1.30,0.65
politique,lemma,19,3,0,10,32,0.59,0.09,0.00,0.31,1.29,0.65
carburant,lemma,2,3,0,9,14,0.14,0.21,0.00,0.64,1.29,0.64
cour,word,1,0,4,7,12,0.08,0.00,0.33,0.58,1.28,0.64
attaque,lemma,4,1,0,7,12,0.33,0.08,0.00,0.58,1.28,0.64
cour,lemma,1,0,4,7,12,0.08,0.00,0.33,0.58,1.28,0.64
civil,lemma,4,1,0,7,12,0.33,0.08,0.00,0.58,1.28,0.64
jour,lemma,1,2,3,15,21,0.05,0.10,0.14,0.71,1.28,0.64
politiques,word,12,2,0,5,19,0.63,0.11,0.00,0.26,1.27,0.63
aimer,lemma,2,0,5,12,19,0.11,0.00,0.26,0.63,1.27,0.63
histoire,lemma,0,2,4,11,17,0.00,0.12,0.24,0.65,1.26,0.63
prendre,lemma,16,1,1,23,41,0.39,0.02,0.02,0.56,1.26,0.63
drôle,word,0,19,3,26,48,0.00,0.40,0.06,0.54,1.26,0.63
argent,word,6,2,2,25,35,0.17,0.06,0.06,0.71,1.25,0.63
argent,lemma,6,2,2,25,35,0.17,0.06,0.06,0.71,1.25,0.63
police,word,9,1,0,7,17,0.53,0.06,0.00,0.41,1.25,0.63
police,lemma,9,1,0,7,17,0.53,0.06,0.00,0.41,1.25,0.63
prison,word,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
chambre,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
trouvé,word,1,0,1,4,6,0.17,0.00,0.17,0.67,1.25,0.63
joyeux,lemma,1,4,0,1,6,0.17,0.67,0.00,0.17,1.25,0.63
événement,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
pd,word,0,1,4,1,6,0.00,0.17,0.67,0.17,1.25,0.63
prison,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
blague,lemma,1,4,0,1,6,0.17,0.67,0.00,0.17,1.25,0.63
membres,word,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
éclaté,word,4,1,0,1,6,0.67,0.17,0.00,0.17,1.25,0.63
habitation,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
habitations,word,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
image,word,1,0,1,4,6,0.17,0.00,0.17,0.67,1.25,0.63
pd,lemma,0,1,4,1,6,0.00,0.17,0.67,0.17,1.25,0.63
choisir,lemma,0,1,1,4,6,0.00,0.17,0.17,0.67,1.25,0.63
aucun,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
activité,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
européen,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
moqueries,word,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
dirigeant,lemma,8,2,0,2,12,0.67,0.17,0.00,0.17,1.25,0.63
subir,lemma,1,9,0,8,18,0.06,0.50,0.00,0.44,1.25,0.63
racisme,word,4,1,0,1,6,0.67,0.17,0.00,0.17,1.25,0.63
moquerie,lemma,1,1,0,4,6,0.17,0.17,0.00,0.67,1.25,0.63
guerre,lemma,18,5,0,37,60,0.30,0.08,0.00,0.62,1.25,0.62
condition,lemma,6,2,0,14,22,0.27,0.09,0.00,0.64,1.24,0.62
parfois,word,3,0,1,7,11,0.27,0.00,0.09,0.64,1.24,0.62
droit,word,3,0,1,7,11,0.27,0.00,0.09,0.64,1.24,0.62
mauvaises,word,3,1,0,7,11,0.27,0.09,0.00,0.64,1.24,0.62
conditions,word,6,2,0,14,22,0.27,0.09,0.00,0.64,1.24,0.62
parfois,lemma,3,0,1,7,11,0.27,0.00,0.09,0.64,1.24,0.62
menacé,word,3,7,0,1,11,0.27,0.64,0.00,0.09,1.24,0.62
drôle,lemma,0,21,3,29,53,0.00,0.40,0.06,0.55,1.24,0.62
nouvelle,word,4,1,0,8,13,0.31,0.08,0.00,0.62,1.24,0.62
insulte,lemma,9,17,0,2,28,0.32,0.61,0.00,0.07,1.24,0.62
casser,lemma,1,0,9,5,15,0.07,0.00,0.60,0.33,1.23,0.62
sentir,lemma,3,3,1,19,26,0.12,0.12,0.04,0.73,1.23,0.62
nouveau,lemma,10,3,0,23,36,0.28,0.08,0.00,0.64,1.23,0.61
musulman,lemma,2,1,0,6,9,0.22,0.11,0.00,0.67,1.22,0.61
prend,word,2,0,1,6,9,0.22,0.00,0.11,0.67,1.22,0.61
premier,word,2,0,1,6,9,0.22,0.00,0.11,0.67,1.22,0.61
hors,lemma,1,2,0,6,9,0.11,0.22,0.00,0.67,1.22,0.61
sou,lemma,0,1,6,2,9,0.00,0.11,0.67,0.22,1.22,0.61
hors,word,1,2,0,6,9,0.11,0.22,0.00,0.67,1.22,0.61
mort,lemma,7,4,0,23,34,0.21,0.12,0.00,0.68,1.21,0.61
personnes,word,7,3,1,28,39,0.18,0.08,0.03,0.72,1.21,0.60
graves,word,1,1,1,9,12,0.08,0.08,0.08,0.75,1.21,0.60
américain,lemma,8,1,0,12,21,0.38,0.05,0.00,0.57,1.20,0.60
faut,word,0,1,8,12,21,0.00,0.05,0.38,0.57,1.20,0.60
attaquer,lemma,9,2,0,19,30,0.30,0.07,0.00,0.63,1.20,0.60
idée,word,1,0,5,10,16,0.06,0.00,0.31,0.62,1.20,0.60
amusant,lemma,2,9,2,0,13,0.15,0.69,0.15,0.00,1.20,0.60
nouveau,word,4,1,0,9,14,0.29,0.07,0.00,0.64,1.20,0.60
place,lemma,9,0,1,4,14,0.64,0.00,0.07,0.29,1.20,0.60
rue,word,8,0,1,3,12,0.67,0.00,0.08,0.25,1.19,0.59
lettre,word,1,0,3,8,12,0.08,0.00,0.25,0.67,1.19,0.59
lettre,lemma,1,0,3,8,12,0.08,0.00,0.25,0.67,1.19,0.59
bon,word,0,1,11,14,26,0.00,0.04,0.42,0.54,1.19,0.59
juste,lemma,2,0,23,12,37,0.05,0.00,0.62,0.32,1.18,0.59
violences,word,6,3,0,20,29,0.21,0.10,0.00,0.69,1.18,0.59
protéger,word,12,1,0,15,28,0.43,0.04,0.00,0.54,1.18,0.59
juste,word,2,0,23,11,36,0.06,0.00,0.64,0.31,1.17,0.58
c'est,word,0,2,17,6,25,0.00,0.08,0.68,0.24,1.16,0.58
an,lemma,1,4,3,24,32,0.03,0.12,0.09,0.75,1.16,0.58
ans,word,1,4,3,24,32,0.03,0.12,0.09,0.75,1.16,0.58
rester,lemma,4,0,1,10,15,0.27,0.00,0.07,0.67,1.16,0.58
famille,word,4,1,0,10,15,0.27,0.07,0.00,0.67,1.16,0.58
certains,word,2,0,1,7,10,0.20,0.00,0.10,0.70,1.16,0.58
opposer,lemma,7,1,0,2,10,0.70,0.10,0.00,0.20,1.16,0.58
jours,word,1,0,2,7,10,0.10,0.00,0.20,0.70,1.16,0.58
insultes,word,4,14,0,2,20,0.20,0.70,0.00,0.10,1.16,0.58
tenir,lemma,1,0,2,7,10,0.10,0.00,0.20,0.70,1.16,0.58
civile,word,2,1,0,7,10,0.20,0.10,0.00,0.70,1.16,0.58
humain,lemma,1,2,0,7,10,0.10,0.20,0.00,0.70,1.16,0.58
animaux,word,1,3,1,15,20,0.05,0.15,0.05,0.75,1.15,0.58
falloir,lemma,0,1,11,17,29,0.00,0.03,0.38,0.59,1.15,0.57
général,word,5,1,0,1,7,0.71,0.14,0.00,0.14,1.15,0.57
écrire,lemma,1,0,1,5,7,0.14,0.00,0.14,0.71,1.15,0.57
temps,lemma,2,0,2,10,14,0.14,0.00,0.14,0.71,1.15,0.57
événement,word,1,1,0,5,7,0.14,0.14,0.00,0.71,1.15,0.57
temps,word,2,0,2,10,14,0.14,0.00,0.14,0.71,1.15,0.57
centaine,lemma,1,0,1,5,7,0.14,0.00,0.14,0.71,1.15,0.57
moquer,lemma,1,1,0,5,7,0.14,0.14,0.00,0.71,1.15,0.57
apprendre,word,0,1,1,5,7,0.00,0.14,0.14,0.71,1.15,0.57
apprendre,lemma,0,1,1,5,7,0.00,0.14,0.14,0.71,1.15,0.57
éclater,lemma,5,1,0,1,7,0.71,0.14,0.00,0.14,1.15,0.57
membre,lemma,1,1,0,5,7,0.14,0.14,0.00,0.71,1.15,0.57
espèce,lemma,1,0,1,5,7,0.14,0.00,0.14,0.71,1.15,0.57
agression,lemma,2,2,0,10,14,0.14,0.14,0.00,0.71,1.15,0.57
écrit,word,1,0,1,5,7,0.14,0.00,0.14,0.71,1.15,0.57
pauvre,lemma,1,0,3,9,13,0.08,0.00,0.23,0.69,1.14,0.57
place,word,9,0,1,3,13,0.69,0.00,0.08,0.23,1.14,0.57
dur,word,1,0,3,9,13,0.08,0.00,0.23,0.69,1.14,0.57
terroristes,word,2,2,0,11,15,0.13,0.13,0.00,0.73,1.10,0.55
macron,word,8,2,0,1,11,0.73,0.18,0.00,0.09,1.10,0.55
new,lemma,2,0,1,8,11,0.18,0.00,0.09,0.73,1.10,0.55
emmanuel,lemma,8,2,0,1,11,0.73,0.18,0.00,0.09,1.10,0.55
emmanuel,word,8,2,0,1,11,0.73,0.18,0.00,0.09,1.10,0.55
année,lemma,1,2,0,8,11,0.09,0.18,0.00,0.73,1.10,0.55
énorme,lemma,0,8,1,2,11,0.00,0.73,0.09,0.18,1.10,0.55
jour,word,0,2,1,8,11,0.00,0.18,0.09,0.73,1.10,0.55
macron,lemma,8,2,0,1,11,0.73,0.18,0.00,0.09,1.10,0.55
incroyable,lemma,0,8,1,2,11,0.00,0.73,0.09,0.18,1.10,0.55
animal,lemma,1,4,1,19,25,0.04,0.16,0.04,0.76,1.10,0.55
respecter,lemma,3,1,0,10,14,0.21,0.07,0.00,0.71,1.09,0.55
frrrintek,lemma,1,0,12,4,17,0.06,0.00,0.71,0.24,1.09,0.54
frrrintek,word,1,0,12,4,17,0.06,0.00,0.71,0.24,1.09,0.54
fête,word,20,0,1,9,30,0.67,0.00,0.03,0.30,1.07,0.54
mouvement,word,6,1,0,1,8,0.75,0.12,0.00,0.12,1.06,0.53
longtemps,lemma,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
longtemps,word,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
mariage,lemma,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
cause,word,2,2,0,12,16,0.12,0.12,0.00,0.75,1.06,0.53
cause,lemma,2,2,0,12,16,0.12,0.12,0.00,0.75,1.06,0.53
suffisamment,lemma,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
national,lemma,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
musulmans,word,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
suffisamment,word,1,1,0,6,8,0.12,0.12,0.00,0.75,1.06,0.53
maison,lemma,11,1,0,24,36,0.31,0.03,0.00,0.67,1.06,0.53
attentats,word,3,1,0,11,15,0.20,0.07,0.00,0.73,1.05,0.53
histoire,word,0,1,3,11,15,0.00,0.07,0.20,0.73,1.05,0.53
avant,word,2,5,0,20,27,0.07,0.19,0.00,0.74,1.05,0.52
avant,lemma,2,5,0,20,27,0.07,0.19,0.00,0.74,1.05,0.52
fête,lemma,22,0,1,9,32,0.69,0.00,0.03,0.28,1.04,0.52
sourire,word,9,1,0,2,12,0.75,0.08,0.00,0.17,1.04,0.52
rir,lemma,13,2,0,2,17,0.76,0.12,0.00,0.12,1.02,0.51
horrible,lemma,0,13,2,2,17,0.00,0.76,0.12,0.12,1.02,0.51
grave,lemma,1,5,4,38,48,0.02,0.10,0.08,0.79,1.02,0.51
crier,lemma,14,0,1,4,19,0.74,0.00,0.05,0.21,1.02,0.51
dur,lemma,1,0,3,12,16,0.06,0.00,0.19,0.75,1.01,0.51
jamais,lemma,1,2,6,33,42,0.02,0.05,0.14,0.79,1.01,0.51
changements,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
amazonienne,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
