marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
consterné,1,1,2,1,consterner,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
crains,1,1,2,1,crainte,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
craintes,1,1,2,1,crainte,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
craintes,1,1,2,2,craintif,peur,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
dramatiques,1,1,2,1,dramatique,tristesse,inflected_or_extended_marker,high,0.9524,1,10,0.9524
découragés,1,1,2,1,décourager,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
dégoutée,1,1,2,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoutée,1,1,2,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoutée,1,1,2,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
dégoûtantes,1,1,2,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9,2,9,0.9
dégoûtantes,1,1,2,2,dégoût,degout,inflected_or_extended_marker,medium,0.7059,5,6,0.7059
dégoûtants,1,1,2,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9474,1,9,0.9474
dégoûtants,1,1,2,2,dégoût,degout,inflected_or_extended_marker,medium,0.75,4,6,0.75
démoralisé,1,1,2,1,démoraliser,tristesse,truncated_prefix_marker,high,0.9524,1,10,0.9524
démoralisés,1,1,2,1,démoraliser,tristesse,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
embêtées,1,1,2,1,embêter,deplaisir,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
ennuie,1,1,2,1,ennui,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ennuie,1,1,2,2,ennuyé,tristesse,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
entraîne,1,1,2,1,entrain,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
entraîner,1,1,2,1,entrain,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
exaspérés,1,1,2,1,exaspérer,colere,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
faut,1,1,2,1,faute,culpabilite,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fierter,2,0,2,1,fierté,fierte,inflected_or_extended_marker,high,0.9231,1,6,0.9231
furieuses,1,1,2,1,furie,colere,inflected_or_extended_marker,medium,0.7143,4,5,0.7143
hilares,1,1,2,1,hilare,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
humiliées,1,1,2,1,humilié,embarras,inflected_or_extended_marker,high,0.875,2,7,0.875
humiliées,1,1,2,2,humilier,embarras,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
humiliés,1,1,2,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliés,1,1,2,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
hurle,1,1,2,1,hurler,comportement,truncated_prefix_marker,high,0.9091,1,5,0.9091
hurle,1,1,2,2,hurlement,comportement,truncated_prefix_marker,medium,0.7143,4,5,0.7143
important,1,1,2,1,importun,colere,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
inquiétanter,2,0,2,1,inquiétant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
inquiétanter,2,0,2,2,inquiet,peur,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
isolées,1,1,2,1,isolé,tristesse,inflected_or_extended_marker,high,0.8333,2,5,0.8333
isolées,1,1,2,2,isoler,tristesse,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
jalousies,1,1,2,1,jalousie,jalousie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
jalousies,1,1,2,2,jalouser,jalousie,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
joviales,1,1,2,1,jovial,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
joyeuse,1,1,2,1,joyeuseté,joie,truncated_prefix_marker,high,0.875,2,7,0.875
joyeuse,1,1,2,2,joyeusement,joie,truncated_prefix_marker,medium,0.7778,4,7,0.7778
joyeuse,1,1,2,3,joyeux,joie,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
malheureuses,1,1,2,1,malheur,tristesse,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
mauvaises,1,1,2,1,mauvaiseté,inhumanite,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
menacées,1,1,2,1,menace,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacées,1,1,2,2,menacé,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacées,1,1,2,3,menacer,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
menaçants,1,1,2,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
mécontentes,1,1,2,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
mécontentes,1,1,2,2,mécontent,colere,inflected_or_extended_marker,high,0.9,2,9,0.9
méfiantes,1,1,2,1,méfiant,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
méfiantes,1,1,2,2,méfiance,peur,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
méfiants,1,1,2,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiants,1,1,2,2,méfiance,peur,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
nerveuse,1,1,2,1,nerveux,comportement,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
nerveuse,1,1,2,2,nerveusement,comportement,truncated_prefix_marker,medium,0.8,4,8,0.8
peines,1,1,2,1,peine,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
peines,1,1,2,2,peiner,tristesse,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
provoque,1,1,2,1,provoquer,non_specifiee,truncated_prefix_marker,high,0.9412,1,8,0.9412
préoccupants,1,1,2,1,préoccupant,peur,inflected_or_extended_marker,high,0.9565,1,11,0.9565
redouté,1,1,2,1,redouter,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
remord,0,2,2,1,remords,culpabilite,truncated_prefix_marker,high,0.9231,1,6,0.9231
respectent,1,1,2,1,respecter,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
respectent,1,1,2,2,respect,admiration,inflected_or_extended_marker,high,0.8235,3,7,0.8235
rigolos,1,1,2,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
rigolos,1,1,2,2,rigoler,joie,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
rigolotes,1,1,2,1,rigolo,joie,inflected_or_extended_marker,medium,0.8,3,6,0.8
réjouissent,1,1,2,1,réjouissant,joie,same_prefix_fuzzy,medium,0.9091,1,8,0.9091
satisfaites,1,1,2,1,satisfait,joie,inflected_or_extended_marker,high,0.9,2,9,0.9
satisfaites,1,1,2,2,satisfaire,joie,shared_long_stem_edit_distance,high,0.8571,2,8,0.8571
satisfaits,1,1,2,1,satisfait,joie,inflected_or_extended_marker,high,0.9474,1,9,0.9474
satisfaits,1,1,2,2,satisfaire,joie,shared_long_stem_edit_distance,medium,0.8,2,8,0.8
sensibles,1,1,2,1,sensible,non_specifiee,inflected_or_extended_marker,high,0.9412,1,8,0.9412
sidéré,1,1,2,1,sidérer,surprise,truncated_prefix_marker,high,0.9231,1,6,0.9231
sidérés,1,1,2,1,sidérer,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
soucis,1,1,2,1,souci,peur,inflected_or_extended_marker,high,0.9091,1,5,0.9091
soucis,1,1,2,2,soucier,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
surprenants,1,1,2,1,surprenant,surprise,inflected_or_extended_marker,high,0.9524,1,10,0.9524
surprend,1,1,2,1,surprendre,surprise,truncated_prefix_marker,high,0.8889,2,8,0.8889
sympas,1,1,2,1,sympa,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
terre,1,1,2,1,terreur,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
terres,1,1,2,1,terreur,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
terrifiants,1,1,2,1,terrifiant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
timides,1,1,2,1,timide,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
affligé,0,1,1,1,affliger,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
affligé,0,1,1,2,affligeant,tristesse,truncated_prefix_marker,high,0.8235,3,7,0.8235
angoissante,1,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
crain,1,0,1,1,crainte,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
crain,1,0,1,2,craindre,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
crain,1,0,1,3,craintif,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
craintife,0,1,1,1,craintif,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
craintife,0,1,1,2,crainte,peur,shared_long_stem_edit_distance,high,0.875,2,6,0.875
découragé,0,1,1,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
découragé,0,1,1,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
découragé,0,1,1,3,découragement,tristesse,truncated_prefix_marker,medium,0.8182,4,9,0.8182
dégouteee,1,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.875,2,7,0.875
dégouteee,1,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
dégouteee,1,0,1,3,dégoût,degout,inflected_or_extended_marker,medium,0.8,3,6,0.8
délic,1,0,1,1,délice,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
délic,1,0,1,2,délicieux,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
délic,1,0,1,3,délicieusement,joie,truncated_prefix_marker,medium,0.5263,9,5,0.5263
désespérémer,1,0,1,1,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
désespérémer,1,0,1,2,désespéré,tristesse,inflected_or_extended_marker,high,0.8571,3,9,0.8571
effrai,1,0,1,1,effroi,peur,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
exaspéré,0,1,1,1,exaspérer,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
furieur,0,1,1,1,furieux,colere,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
furieur,0,1,1,2,furie,colere,inflected_or_extended_marker,high,0.8333,2,5,0.8333
humiliée,0,1,1,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliée,0,1,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
joviale,0,1,1,1,jovial,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
joviale,0,1,1,2,jovialité,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
joviale,0,1,1,3,jovialement,joie,truncated_prefix_marker,medium,0.7778,4,7,0.7778
mécontentemer,1,0,1,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9167,2,10,0.9167
mécontentemer,1,0,1,2,mécontentement,colere,shared_long_stem_edit_distance,high,0.8889,2,12,0.8889
mécontentemer,1,0,1,3,mécontent,colere,inflected_or_extended_marker,medium,0.8182,4,9,0.8182
méfiante,0,1,1,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiante,0,1,1,2,méfiance,peur,shared_long_stem_edit_distance,high,0.875,1,6,0.875
rigolot,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
rigolot,0,1,1,2,rigoler,joie,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
épouvant,1,0,1,1,épouvante,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
épouvant,1,0,1,2,épouvanter,peur,truncated_prefix_marker,high,0.8889,2,8,0.8889
épouvant,1,0,1,3,épouvantail,peur,truncated_prefix_marker,high,0.8421,3,8,0.8421
épouvant,1,0,1,4,épouvantable,peur,truncated_prefix_marker,medium,0.8,4,8,0.8
épouvant,1,0,1,5,épouvantement,peur,truncated_prefix_marker,medium,0.7619,5,8,0.7619
