marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
obliger,3,2,5,obliger,no_match,,,False,,,,
partie,2,3,5,partie,no_match,,,False,,,,
renvoyer,3,2,5,renvoyer,no_match,,,False,,,,
sortir,2,3,5,sortir,no_match,,,False,,,,
tendre,5,0,5,tendre,exact,tendre,amour,True,,,,
terroriser,3,2,5,terroriser,exact,terroriser,peur,True,,,,
élire,1,4,5,elire,no_match,,,False,,,,
étonn,5,0,5,etonn,repaired_high,,,False,étonné,surprise,high,truncated_prefix_marker
"""",2,2,4,"""",no_match,,,False,,,,
.,2,2,4,.,no_match,,,False,,,,
abasourdi,2,2,4,abasourdi,no_match,,,False,,,,
abattus,2,2,4,abattus,repaired_high,,,False,abattu,tristesse,high,inflected_or_extended_marker
aborder,2,2,4,aborder,no_match,,,False,,,,
abusivement,2,2,4,abusivement,no_match,,,False,,,,
accablés,2,2,4,accables,repaired_high,,,False,accabler,tristesse,high,shared_long_stem_edit_distance
accepter,2,2,4,accepter,no_match,,,False,,,,
accord,2,2,4,accord,no_match,,,False,,,,
actuel,2,2,4,actuel,no_match,,,False,,,,
adultes,2,2,4,adultes,no_match,,,False,,,,
adversaire,2,2,4,adversaire,no_match,,,False,,,,
affolé,2,2,4,affole,exact,affolé,peur,True,,,,
affront,2,2,4,affront,exact,affront,embarras,True,,,,
afin,2,2,4,afin,no_match,,,False,,,,
agace,2,2,4,agace,no_match,,,False,,,,
agacer,2,2,4,agacer,no_match,,,False,,,,
agaçant,2,2,4,agacant,no_match,,,False,,,,
agir,2,2,4,agir,no_match,,,False,,,,
agressif,2,2,4,agressif,no_match,,,False,,,,
agung,2,2,4,agung,no_match,,,False,,,,
air,2,2,4,air,no_match,,,False,,,,
ait,2,2,4,ait,no_match,,,False,,,,
ajouter,2,2,4,ajouter,no_match,,,False,,,,
alerte,2,2,4,alerte,exact,alerte,peur,True,,,,
alimentaire,2,2,4,alimentaire,no_match,,,False,,,,
amusantes,2,2,4,amusantes,repaired_high,,,False,amusant,joie,high,inflected_or_extended_marker
ancien,2,2,4,ancien,no_match,,,False,,,,
angoisses,2,2,4,angoisses,repaired_high,,,False,angoisse,peur,high,inflected_or_extended_marker
année,2,2,4,annee,no_match,,,False,,,,
années,2,2,4,annees,no_match,,,False,,,,
anonymement,2,2,4,anonymement,no_match,,,False,,,,
anéanti,2,2,4,aneanti,no_match,,,False,,,,
anéantis,2,2,4,aneantis,no_match,,,False,,,,
apparition,2,2,4,apparition,no_match,,,False,,,,
apprendre,2,2,4,apprendre,no_match,,,False,,,,
apprécier,2,2,4,apprecier,no_match,,,False,,,,
apprécié,2,2,4,apprecie,no_match,,,False,,,,
après,2,2,4,apres,no_match,,,False,,,,
arbre,2,2,4,arbre,no_match,,,False,,,,
arme,2,2,4,arme,no_match,,,False,,,,
arriver,2,2,4,arriver,no_match,,,False,,,,
attaquent,2,2,4,attaquent,no_match,,,False,,,,
attaquer,2,2,4,attaquer,no_match,,,False,,,,
atterrés,2,2,4,atterres,no_match,,,False,,,,
autour,2,2,4,autour,no_match,,,False,,,,
avenir,2,2,4,avenir,no_match,,,False,,,,
avril,2,2,4,avril,no_match,,,False,,,,
baigner,2,2,4,baigner,no_match,,,False,,,,
banal,2,2,4,banal,no_match,,,False,,,,
bd,2,2,4,bd,no_match,,,False,,,,
beauté,2,2,4,beaute,no_match,,,False,,,,
boire,2,2,4,boire,no_match,,,False,,,,
brexit,2,2,4,brexit,no_match,,,False,,,,
bégayer,2,2,4,begayer,no_match,,,False,,,,
c'est,2,2,4,c'est,no_match,,,False,,,,
cas,2,2,4,cas,no_match,,,False,,,,
challenger,2,2,4,challenger,no_match,,,False,,,,
chambre,2,2,4,chambre,no_match,,,False,,,,
chanceux,2,2,4,chanceux,no_match,,,False,,,,
changement,2,2,4,changement,no_match,,,False,,,,
chapeau,2,2,4,chapeau,no_match,,,False,,,,
chercher,2,2,4,chercher,no_match,,,False,,,,
chien,2,2,4,chien,no_match,,,False,,,,
chirac,2,2,4,chirac,no_match,,,False,,,,
choquées,2,2,4,choquees,no_match,,,False,,,,
chouette,2,2,4,chouette,no_match,,,False,,,,
clinton,2,2,4,clinton,no_match,,,False,,,,
coeur,2,2,4,coeur,no_match,,,False,,,,
colonie,2,2,4,colonie,no_match,,,False,,,,
colérique,2,2,4,colerique,exact,colérique,colere,True,,,,
comment,2,2,4,comment,no_match,,,False,,,,
commun,2,2,4,commun,no_match,,,False,,,,
complot,2,2,4,complot,no_match,,,False,,,,
condition,2,2,4,condition,no_match,,,False,,,,
conditions,2,2,4,conditions,no_match,,,False,,,,
consoler,2,2,4,consoler,exact,consoler,apaisement,True,,,,
consternée,2,2,4,consternee,repaired_high,,,False,consterner,tristesse,high,shared_long_stem_edit_distance
contentes,2,2,4,contentes,repaired_high,,,False,contenter,joie,high,shared_long_stem_edit_distance
contradiction,2,2,4,contradiction,no_match,,,False,,,,
contrecœur,2,2,4,contrecœur,no_match,,,False,,,,
conversation,2,2,4,conversation,no_match,,,False,,,,
coqueluche,2,2,4,coqueluche,no_match,,,False,,,,
couvert,2,2,4,couvert,no_match,,,False,,,,
coût,2,2,4,cout,no_match,,,False,,,,
crainte,1,3,4,crainte,exact,crainte,peur,True,,,,
croiser,2,2,4,croiser,no_match,,,False,,,,
cyclone,2,2,4,cyclone,no_match,,,False,,,,
cérémonie,2,2,4,ceremonie,no_match,,,False,,,,
dangers,2,2,4,dangers,repaired_high,,,False,danger,peur,high,inflected_or_extended_marker
decu,2,2,4,decu,exact,déçu,deplaisir,True,,,,
dernier,2,2,4,dernier,no_match,,,False,,,,
derrière,2,2,4,derriere,no_match,,,False,,,,
desole,2,2,4,desole,no_match,,,False,,,,
dessin,2,2,4,dessin,no_match,,,False,,,,
deuil,2,2,4,deuil,exact,deuil,tristesse,True,,,,
deuxième,2,2,4,deuxieme,no_match,,,False,,,,
devant,2,2,4,devant,no_match,,,False,,,,
deçu,2,2,4,decu,exact,déçu,deplaisir,True,,,,
dictature,2,2,4,dictature,no_match,,,False,,,,
divertissement,2,2,4,divertissement,exact,divertissement,joie,True,,,,
doigt,2,2,4,doigt,no_match,,,False,,,,
doigts,2,2,4,doigts,no_match,,,False,,,,
dommage,2,2,4,dommage,no_match,,,False,,,,
drôles,2,2,4,droles,repaired_high,,,False,drôle,joie,high,inflected_or_extended_marker
déception,2,2,4,deception,exact,déception,deplaisir,True,,,,
déclenchement,2,2,4,declenchement,no_match,,,False,,,,
déforestation,2,2,4,deforestation,no_match,,,False,,,,
dégoute,2,2,4,degoute,exact,dégoûté,degout,True,,,,
dégoût,2,2,4,degout,exact,dégoût,degout,True,,,,
déguster,2,2,4,deguster,no_match,,,False,,,,
dépenser,2,2,4,depenser,no_match,,,False,,,,
dépressif,2,2,4,depressif,no_match,,,False,,,,
déprime,2,2,4,deprime,exact,déprime,tristesse,True,,,,
déprimer,2,2,4,deprimer,exact,déprimer,tristesse,True,,,,
désespérés,2,2,4,desesperes,repaired_high,,,False,désespéré,tristesse,high,inflected_or_extended_marker
déshonorant,2,2,4,deshonorant,exact,déshonorant,embarras,True,,,,
développement,2,2,4,developpement,no_match,,,False,,,,
effrayée,2,2,4,effrayee,repaired_high,,,False,effrayer,peur,high,shared_long_stem_edit_distance
effrayés,2,2,4,effrayes,repaired_high,,,False,effrayer,peur,high,shared_long_stem_edit_distance
elizabeth,2,2,4,elizabeth,no_match,,,False,,,,
embarrassée,2,2,4,embarrassee,no_match,,,False,,,,
encourageant,2,2,4,encourageant,no_match,,,False,,,,
endeuillée,2,2,4,endeuillee,repaired_high,,,False,endeuiller,tristesse,high,shared_long_stem_edit_distance
endroit,2,2,4,endroit,no_match,,,False,,,,
enfants,2,2,4,enfants,no_match,,,False,,,,
ennui,2,2,4,ennui,exact,ennui,tristesse,True,,,,
ennuis,2,2,4,ennuis,repaired_high,,,False,ennui,tristesse,high,inflected_or_extended_marker
ensuite,2,2,4,ensuite,no_match,,,False,,,,
enthousiasmante,2,2,4,enthousiasmante,repaired_high,,,False,enthousiasmant,joie,high,inflected_or_extended_marker
er,2,2,4,er,no_match,,,False,,,,
etats-unis,2,2,4,etats-unis,no_match,,,False,,,,
exaspération,2,2,4,exasperation,exact,exaspération,colere,True,,,,
exceptionnels,2,2,4,exceptionnels,no_match,,,False,,,,
excitant,2,2,4,excitant,exact,excitant,comportement,True,,,,
exemple,2,2,4,exemple,no_match,,,False,,,,
exister,2,2,4,exister,no_match,,,False,,,,
exploitation,2,2,4,exploitation,no_match,,,False,,,,
exploiter,2,2,4,exploiter,no_match,,,False,,,,
exploits,2,2,4,exploits,no_match,,,False,,,,
expulsion,2,2,4,expulsion,no_match,,,False,,,,
extension,2,2,4,extension,no_match,,,False,,,,
facilement,2,2,4,facilement,no_match,,,False,,,,
faisant,2,2,4,faisant,no_match,,,False,,,,
famille,2,2,4,famille,no_match,,,False,,,,
fans,2,2,4,fans,no_match,,,False,,,,
festival,2,2,4,festival,no_match,,,False,,,,
feu,2,2,4,feu,no_match,,,False,,,,
fi,2,2,4,fi,no_match,,,False,,,,
fiere,2,2,4,fiere,no_match,,,False,fierté,fierte,medium,same_prefix_fuzzy
fiers,2,2,4,fiers,no_match,,,False,fier,fierte,medium,same_prefix_fuzzy
film,2,2,4,film,no_match,,,False,,,,
forme,2,2,4,forme,no_match,,,False,,,,
frayeur,2,2,4,frayeur,exact,frayeur,peur,True,,,,
frein,2,2,4,frein,no_match,,,False,,,,
froid,2,2,4,froid,no_match,,,False,,,,
fuir,2,2,4,fuir,no_match,,,False,,,,
fureur,2,2,4,fureur,exact,fureur,colere,True,,,,
féliciter,2,2,4,feliciter,repaired_high,,,False,félicité,joie,high,inflected_or_extended_marker
gaie,2,2,4,gaie,no_match,,,False,,,,
gaîment,2,2,4,gaiment,no_match,,,False,,,,
genre,2,2,4,genre,no_match,,,False,,,,
glace,2,2,4,glace,no_match,,,False,,,,
globalement,2,2,4,globalement,no_match,,,False,,,,
godzilla,2,2,4,godzilla,no_match,,,False,,,,
gouvernement,2,2,4,gouvernement,no_match,,,False,,,,
grognon,2,2,4,grognon,exact,grognon,colere,True,,,,
génia,2,2,4,genia,no_match,,,False,,,,
général,2,2,4,general,no_match,,,False,,,,
habitant,2,2,4,habitant,no_match,,,False,,,,
habitants,2,2,4,habitants,no_match,,,False,,,,
hallucinant,2,2,4,hallucinant,no_match,,,False,,,,
hantise,2,2,4,hantise,no_match,,,False,,,,
happy,2,2,4,happy,no_match,,,False,,,,
harry,2,2,4,harry,no_match,,,False,,,,
hasard,2,2,4,hasard,no_match,,,False,,,,
hassan,2,2,4,hassan,no_match,,,False,,,,
hausse,2,2,4,hausse,no_match,,,False,,,,
haut,2,2,4,haut,no_match,,,False,,,,
hillary,2,2,4,hillary,no_match,,,False,,,,
hommes,2,2,4,hommes,no_match,,,False,,,,
homophobes,2,2,4,homophobes,no_match,,,False,,,,
honorer,2,2,4,honorer,exact,honorer,fierte,True,,,,
honteux,2,2,4,honteux,exact,honteux,embarras,True,,,,
horribles,2,2,4,horribles,repaired_high,,,False,horrible,peur,high,inflected_or_extended_marker
humanitaire,2,2,4,humanitaire,no_match,,,False,,,,
humiliation,2,2,4,humiliation,exact,humiliation,embarras,True,,,,
humiliations,2,2,4,humiliations,repaired_high,,,False,humiliation,embarras,high,inflected_or_extended_marker
héros,2,2,4,heros,no_match,,,False,,,,
identité,2,2,4,identite,no_match,,,False,,,,
idée,2,2,4,idee,no_match,,,False,,,,
idées,2,2,4,idees,no_match,,,False,,,,
ii,2,2,4,ii,no_match,,,False,,,,
imaginer,2,2,4,imaginer,no_match,,,False,,,,
impressionnante,2,2,4,impressionnante,no_match,,,False,,,,
impressionnés,2,2,4,impressionnes,no_match,,,False,,,,
inconfortable,2,2,4,inconfortable,no_match,,,False,,,,
infâme,2,2,4,infame,exact,infâme,dégoût,True,,,,
inquiété,2,2,4,inquiete,repaired_high,,,False,inquiéter,peur,high,truncated_prefix_marker
insolites,2,2,4,insolites,no_match,,,False,,,,
insécurité,2,2,4,insecurite,exact,insécurité,peur,True,,,,
intimider,2,2,4,intimider,exact,intimider,peur,True,,,,
intrigant,2,2,4,intrigant,no_match,,,False,,,,
intrigué,1,3,4,intrigue,no_match,,,False,,,,
intérieur,2,2,4,interieur,no_match,,,False,,,,
iran,2,2,4,iran,no_match,,,False,,,,
jacques,2,2,4,jacques,no_match,,,False,,,,
jalouse,2,2,4,jalouse,repaired_high,,,False,jalouser,jalousie,high,truncated_prefix_marker
jong-un,2,2,4,jong-un,no_match,,,False,,,,
jouer,2,2,4,jouer,no_match,,,False,,,,
joyeusement,2,2,4,joyeusement,exact,joyeusement,joie,True,,,,
jubile,2,2,4,jubile,repaired_high,,,False,jubiler,joie,high,truncated_prefix_marker
jubiles,2,2,4,jubiles,repaired_high,,,False,jubiler,joie,high,shared_long_stem_edit_distance
juif,2,2,4,juif,no_match,,,False,,,,
juifs,2,2,4,juifs,no_match,,,False,,,,
kiffer,2,2,4,kiffer,no_match,,,False,,,,
longtemps,2,2,4,longtemps,no_match,,,False,,,,
lutter,2,2,4,lutter,no_match,,,False,,,,
maillot,2,2,4,maillot,no_match,,,False,,,,
maladies,2,2,4,maladies,no_match,,,False,,,,
manger,2,2,4,manger,no_match,,,False,,,,
mariage,2,2,4,mariage,no_match,,,False,,,,
markle,2,2,4,markle,no_match,,,False,,,,
mars,2,2,4,mars,no_match,,,False,,,,
maximum,2,2,4,maximum,no_match,,,False,,,,
mdrrrrrr,2,2,4,mdrrrrrr,no_match,,,False,,,,
mdrrrrrrrrrrrrrrrr,2,2,4,mdrrrrrrrrrrrrrrrr,no_match,,,False,,,,
meghan,2,2,4,meghan,no_match,,,False,,,,
mer,2,2,4,mer,no_match,,,False,,,,
merci,2,2,4,merci,no_match,,,False,,,,
milieu,2,2,4,milieu,no_match,,,False,,,,
militaire,2,2,4,militaire,no_match,,,False,,,,
militaires,2,2,4,militaires,no_match,,,False,,,,
moche,2,2,4,moche,no_match,,,False,,,,
mont,2,2,4,mont,no_match,,,False,,,,
montée,2,2,4,montee,no_match,,,False,,,,
mortalité,2,2,4,mortalite,no_match,,,False,,,,
mouvement,2,2,4,mouvement,no_match,,,False,,,,
mskn,2,2,4,mskn,no_match,,,False,,,,
mystérieusement,2,2,4,mysterieusement,no_match,,,False,,,,
mélancolie,2,2,4,melancolie,exact,mélancolie,tristesse,True,,,,
métier,2,2,4,metier,no_match,,,False,,,,
nap,2,2,4,nap,no_match,,,False,,,,
napoléon,2,2,4,napoleon,no_match,,,False,,,,
national,2,2,4,national,no_match,,,False,,,,
noir,2,2,4,noir,no_match,,,False,,,,
nom,2,2,4,nom,no_match,,,False,,,,
nombre,2,2,4,nombre,no_match,,,False,,,,
nostalgie,2,2,4,nostalgie,exact,nostalgie,tristesse,True,,,,
notamment,2,2,4,notamment,no_match,,,False,,,,
nt,2,2,4,nt,no_match,,,False,,,,
objectif,2,2,4,objectif,no_match,,,False,,,,
objet,2,2,4,objet,no_match,,,False,,,,
objets,2,2,4,objets,no_match,,,False,,,,
obligés,2,2,4,obliges,no_match,,,False,,,,
obéir,2,2,4,obeir,no_match,,,False,,,,
occasion,2,2,4,occasion,no_match,,,False,,,,
oncle,2,2,4,oncle,no_match,,,False,,,,
optimiste,2,2,4,optimiste,exact,optimiste,joie,True,,,,
oscar,2,2,4,oscar,no_match,,,False,,,,
oscars,2,2,4,oscars,no_match,,,False,,,,
ours,2,2,4,ours,no_match,,,False,,,,
paix,2,2,4,paix,exact,paix,apaisement,True,,,,
paranoïa,2,2,4,paranoia,no_match,,,False,,,,
paraître,2,2,4,paraitre,no_match,,,False,,,,
pardon,2,2,4,pardon,no_match,,,False,,,,
parmi,2,2,4,parmi,no_match,,,False,,,,
particularité,2,2,4,particularite,no_match,,,False,,,,
pavoise,2,2,4,pavoise,no_match,,,False,,,,
pavoises,2,2,4,pavoises,no_match,,,False,,,,
pd,2,2,4,pd,no_match,,,False,,,,
pen,2,2,4,pen,no_match,,,False,,,,
pension,2,2,4,pension,no_match,,,False,,,,
persécutées,2,2,4,persecutees,no_match,,,False,,,,
pestilentielle,2,2,4,pestilentielle,no_match,,,False,,,,
plaisanterie,2,2,4,plaisanterie,no_match,,,False,plaisant,amour,medium,inflected_or_extended_marker
pleurer,2,2,4,pleurer,repaired_high,,,False,pleureur,comportement,high,shared_long_stem_edit_distance
pokémon,2,2,4,pokemon,no_match,,,False,,,,
police,2,2,4,police,no_match,,,False,,,,
politiques,2,2,4,politiques,no_match,,,False,,,,
polémique,2,2,4,polemique,no_match,,,False,,,,
portable,2,2,4,portable,no_match,,,False,,,,
porter,2,2,4,porter,no_match,,,False,,,,
porterait,2,2,4,porterait,no_match,,,False,,,,
pourrait,2,2,4,pourrait,no_match,,,False,,,,
poussin,2,2,4,poussin,no_match,,,False,,,,
prendre,2,2,4,prendre,no_match,,,False,,,,
prestigieuse,2,2,4,prestigieuse,no_match,,,False,,,,
prison,2,2,4,prison,no_match,,,False,,,,
produire,2,2,4,produire,no_match,,,False,,,,
produit,2,2,4,produit,no_match,,,False,,,,
produits,2,2,4,produits,no_match,,,False,,,,
profiter,2,2,4,profiter,no_match,,,False,,,,
projet,2,2,4,projet,no_match,,,False,,,,
provoquer,2,2,4,provoquer,exact,provoquer,non_specifiee,True,,,,
près,2,2,4,pres,no_match,,,False,,,,
présent,2,2,4,present,no_match,,,False,,,,
psychose,2,2,4,psychose,no_match,,,False,,,,
pu,2,2,4,pu,no_match,,,False,,,,
public,2,2,4,public,no_match,,,False,,,,
puissent,2,2,4,puissent,no_match,,,False,,,,
punition,2,2,4,punition,no_match,,,False,,,,
rabaisser,2,2,4,rabaisser,no_match,,,False,,,,
racisme,2,2,4,racisme,no_match,,,False,,,,
rage,2,2,4,rage,exact,rage,colere,True,,,,
ranger,2,2,4,ranger,no_match,,,False,,,,
rapportent,2,2,4,rapportent,no_match,,,False,,,,
rapporter,2,2,4,rapporter,no_match,,,False,,,,
rapprochement,2,2,4,rapprochement,no_match,,,False,,,,
ravis,2,2,4,ravis,no_match,,,False,ravi,joie,medium,same_prefix_fuzzy
regret,2,2,4,regret,exact,regret,culpabilite,True,,,,
regrettable,2,2,4,regrettable,exact,regrettable,culpabilite,True,,,,
regrettaient,2,2,4,regrettaient,no_match,,,False,regret,culpabilite,medium,inflected_or_extended_marker
reine,2,2,4,reine,no_match,,,False,,,,
relais,2,2,4,relais,no_match,,,False,,,,
rencontrer,2,2,4,rencontrer,no_match,,,False,,,,
retrouver,2,2,4,retrouver,no_match,,,False,,,,
revenir,2,2,4,revenir,no_match,,,False,,,,
riche,2,2,4,riche,no_match,,,False,,,,
rohani,2,2,4,rohani,no_match,,,False,,,,
ronchonner,2,2,4,ronchonner,exact,ronchonner,colere,True,,,,
royal,2,2,4,royal,no_match,,,False,,,,
réalisable,2,2,4,realisable,no_match,,,False,,,,
réaliser,2,2,4,realiser,no_match,,,False,,,,
réclamer,2,2,4,reclamer,no_match,,,False,,,,
récréation,2,2,4,recreation,no_match,,,False,,,,
région,2,2,4,region,no_match,,,False,,,,
réjouit,2,2,4,rejouit,repaired_high,,,False,réjouir,joie,high,shared_long_stem_edit_distance
répression,2,2,4,repression,no_match,,,False,,,,
réunir,2,2,4,reunir,no_match,,,False,,,,
réussir,2,2,4,reussir,no_match,,,False,,,,
réveiller,2,2,4,reveiller,no_match,,,False,,,,
révolte,2,2,4,revolte,exact,révolte,colere,True,,,,
révolté,2,2,4,revolte,exact,révolte,colere,True,,,,
rêve,2,2,4,reve,no_match,,,False,,,,
s'étonner,2,2,4,s'etonner,no_match,,,False,,,,
salle,2,2,4,salle,no_match,,,False,,,,
salles,2,2,4,salles,no_match,,,False,,,,
saucisson,2,2,4,saucisson,no_match,,,False,,,,
second,2,2,4,second,no_match,,,False,,,,
seize,2,2,4,seize,no_match,,,False,,,,
sens,2,2,4,sens,no_match,,,False,,,,
sentiment,2,2,4,sentiment,exact,sentiment,non_specifiee,True,,,,
service,2,2,4,service,no_match,,,False,,,,
servir,2,2,4,servir,no_match,,,False,,,,
seul,2,2,4,seul,no_match,,,False,,,,
situation,2,2,4,situation,no_match,,,False,,,,
slip,2,2,4,slip,no_match,,,False,,,,
somme,2,2,4,somme,no_match,,,False,,,,
souffle,2,2,4,souffle,no_match,,,False,,,,
sourire,2,2,4,sourire,exact,sourire,comportement,True,,,,
stresse,2,2,4,stresse,exact,stressé,peur,True,,,,
stresser,4,0,4,stresser,exact,stresser,peur,True,,,,
stupeur,2,2,4,stupeur,no_match,,,False,,,,
stupéfaite,2,2,4,stupefaite,no_match,,,False,,,,
stupéfaits,2,2,4,stupefaits,no_match,,,False,,,,
submersion,2,2,4,submersion,no_match,,,False,,,,
succulent,2,2,4,succulent,no_match,,,False,,,,
sud,2,2,4,sud,no_match,,,False,,,,
suffisamment,2,2,4,suffisamment,no_match,,,False,,,,
suite,2,2,4,suite,no_match,,,False,,,,
sujet,2,2,4,sujet,no_match,,,False,,,,
surveillance,2,2,4,surveillance,no_match,,,False,,,,
susceptible,2,2,4,susceptible,exact,susceptible,orgueil,True,,,,
système,2,2,4,systeme,no_match,,,False,,,,
sécurité,2,2,4,securite,no_match,,,False,,,,
sérieusement,2,2,4,serieusement,no_match,,,False,,,,
sévère,2,2,4,severe,no_match,,,False,,,,
sévères,2,2,4,severes,no_match,,,False,,,,
t'inquiète,2,2,4,t'inquiete,no_match,,,False,,,,
technologie,2,2,4,technologie,no_match,,,False,,,,
terrassés,2,2,4,terrasses,no_match,,,False,,,,
terreur,2,2,4,terreur,exact,terreur,peur,True,,,,
terribles,2,2,4,terribles,repaired_high,,,False,terrible,peur,high,inflected_or_extended_marker
territoire,2,2,4,territoire,no_match,,,False,,,,
terroristes,2,2,4,terroristes,repaired_high,,,False,terroriser,peur,high,shared_long_stem_edit_distance
top,2,2,4,top,no_match,,,False,,,,
tort,2,2,4,tort,no_match,,,False,,,,
totalement,2,2,4,totalement,no_match,,,False,,,,
toucher,2,2,4,toucher,no_match,,,False,,,,
tour,2,2,4,tour,no_match,,,False,,,,
trac,2,2,4,trac,exact,trac,peur,True,,,,
train,2,2,4,train,no_match,,,False,,,,
tranche,2,2,4,tranche,no_match,,,False,,,,
transformer,2,2,4,transformer,no_match,,,False,,,,
troublé,1,3,4,trouble,exact,trouble,surprise,True,,,,
trouver,2,2,4,trouver,no_match,,,False,,,,
truc,2,2,4,truc,no_match,,,False,,,,
trône,2,2,4,trone,no_match,,,False,,,,
tsunami,2,2,4,tsunami,no_match,,,False,,,,
tuer,2,2,4,tuer,no_match,,,False,,,,
téléphone,2,2,4,telephone,no_match,,,False,,,,
télévision,2,2,4,television,no_match,,,False,,,,
ue,2,2,4,ue,no_match,,,False,,,,
urgent,2,2,4,urgent,no_match,,,False,,,,
utilisation,2,2,4,utilisation,no_match,,,False,,,,
vaccin,2,2,4,vaccin,no_match,,,False,,,,
vague,2,2,4,vague,no_match,,,False,,,,
vaincre,2,2,4,vaincre,no_match,,,False,,,,
ventre,2,2,4,ventre,no_match,,,False,,,,
verre,2,2,4,verre,no_match,,,False,,,,
victimes,2,2,4,victimes,no_match,,,False,,,,
village,2,2,4,village,no_match,,,False,,,,
voie,2,2,4,voie,no_match,,,False,,,,
volcan,2,2,4,volcan,no_match,,,False,,,,
vote,2,2,4,vote,no_match,,,False,,,,
vrai,0,4,4,vrai,no_match,,,False,,,,
vénère,2,2,4,venere,repaired_high,,,False,vénérer,amour,high,truncated_prefix_marker
vénérer,2,2,4,venerer,exact,vénérer,amour,True,,,,
william,2,2,4,william,no_match,,,False,,,,
yeux,2,2,4,yeux,no_match,,,False,,,,
ébahie,2,2,4,ebahie,repaired_high,,,False,ébahi,surprise,high,inflected_or_extended_marker
économie,2,2,4,economie,no_match,,,False,,,,
égard,2,2,4,egard,exact,égard,admiration,True,,,,
égayer,2,2,4,egayer,exact,égayer,joie,True,,,,
électoral,2,2,4,electoral,no_match,,,False,,,,
électorale,2,2,4,electorale,no_match,,,False,,,,
électrique,2,2,4,electrique,no_match,,,False,,,,
éliminer,2,2,4,eliminer,no_match,,,False,,,,
épanouir,2,2,4,epanouir,no_match,,,False,,,,
épanouissant,2,2,4,epanouissant,no_match,,,False,,,,
épaté,2,2,4,epate,no_match,,,False,,,,
épatés,2,2,4,epates,no_match,,,False,,,,
épidémie,2,2,4,epidemie,no_match,,,False,,,,
équipage,2,2,4,equipage,no_match,,,False,,,,
états-unis,2,2,4,etats-unis,no_match,,,False,,,,
étouffé,2,2,4,etouffe,no_match,,,False,,,,
étranger,2,2,4,etranger,no_match,,,False,,,,
étudier,2,2,4,etudier,no_match,,,False,,,,
événement,2,2,4,evenement,no_match,,,False,,,,
île,2,2,4,ile,no_match,,,False,,,,
actrice,1,2,3,actrice,no_match,,,False,,,,
admire,2,1,3,admire,repaired_high,,,False,admirer,admiration,high,truncated_prefix_marker
admirent,2,1,3,admirent,no_match,,,False,admirer,admiration,medium,shared_long_stem_edit_distance
admiré,2,1,3,admire,repaired_high,,,False,admirer,admiration,high,truncated_prefix_marker
admirée,1,2,3,admiree,repaired_high,,,False,admirer,admiration,high,shared_long_stem_edit_distance
amusée,1,2,3,amusee,repaired_high,,,False,amuser,joie,high,shared_long_stem_edit_distance
animé,1,2,3,anime,no_match,,,False,,,,
attristant,1,2,3,attristant,exact,attristant,tristesse,True,,,,
attristé,1,2,3,attriste,repaired_high,,,False,attrister,tristesse,high,truncated_prefix_marker
blesser,3,0,3,blesser,no_match,,,False,,,,
bolos,2,1,3,bolos,no_match,,,False,,,,
boudeuse,1,2,3,boudeuse,no_match,,,False,boudeur,colere,medium,shared_long_stem_edit_distance
calédoniens,1,2,3,caledoniens,no_match,,,False,,,,
centrale,2,1,3,centrale,no_match,,,False,,,,
certaine,2,1,3,certaine,no_match,,,False,,,,
choquent,1,2,3,choquent,no_match,,,False,,,,
comblé,1,2,3,comble,no_match,,,False,,,,
contrarie,2,1,3,contrarie,exact,contrarié,deplaisir,True,,,,
croie,1,2,3,croie,no_match,,,False,,,,
culpabilisé,1,2,3,culpabilise,repaired_high,,,False,culpabiliser,culpabilite,high,truncated_prefix_marker
curieuse,1,2,3,curieuse,no_match,,,False,curieux,desir,medium,shared_long_stem_edit_distance
célébré,2,1,3,celebre,no_match,,,False,,,,
degoutez,1,2,3,degoutez,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
degoutée,1,2,3,degoutee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
décontenancée,1,2,3,decontenancee,exact,décontenancée,surprise,True,,,,
dégeulasse,1,2,3,degeulasse,no_match,,,False,,,,
dégouteeee,1,2,3,degouteeee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
dégoûter,3,0,3,degouter,exact,dégoûter,degout,True,,,,
dégoûtée,1,2,3,degoutee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
délice,1,2,3,delice,exact,délice,joie,True,,,,
dérangera,1,2,3,derangera,no_match,,,False,,,,
désapprouvent,2,1,3,desapprouvent,no_match,,,False,,,,
désespérément,1,2,3,desesperement,no_match,,,False,désespéré,tristesse,medium,inflected_or_extended_marker
effraie,1,2,3,effraie,no_match,,,False,effrayer,peur,medium,shared_long_stem_edit_distance
effrayante,1,2,3,effrayante,repaired_high,,,False,effrayant,peur,high,inflected_or_extended_marker
enthousiasm,3,0,3,enthousiasm,repaired_high,,,False,enthousiasme,joie,high,truncated_prefix_marker
excuse,1,2,3,excuse,no_match,,,False,,,,
finisse,1,2,3,finisse,no_match,,,False,,,,
