marker_value,marker_type,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
rare,word,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.125,0.125,0.375,0.0,0.25,0.0,0.0,0.125,0.0,2.1556390622295662,0.6231194311274442
sœur,word,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.375,0.25,0.0,0.125,0.125,0.0,0.0,0.125,0.0,2.1556390622295662,0.6231194311274442
bas,lemma,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.125,0.125,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,2.1556390622295662,0.6231194311274442
quelle,word,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.125,0.0,0.375,0.125,0.0,0.0,0.25,0.0,0.125,0.0,0.0,2.1556390622295662,0.6231194311274442
pied,lemma,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.25,0.375,0.125,0.0,0.125,0.0,0.0,0.125,0.0,2.1556390622295662,0.6231194311274442
record,lemma,0.0,0.0,6.0,0.0,5.0,1.0,7.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.24,0.0,0.2,0.04,0.28,0.0,0.0,0.24,0.0,2.152629192274968,0.6222493835917788
bon,word,5.0,0.0,13.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,26.0,0.19230769230769232,0.0,0.5,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,2.143891859970535,0.6197237281467163
parents,word,1.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.07692307692307693,0.0,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,2.1416195253341384,0.6190668761297101
puissant,lemma,1.0,0.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,13.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,2.1416195253341384,0.6190668761297101
parent,lemma,1.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.07692307692307693,0.0,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,2.1416195253341384,0.6190668761297101
aurait,word,5.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,13.0,0.38461538461538464,0.0,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,2.1339375660949167,0.6168462919164435
parler,lemma,13.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,27.0,0.48148148148148145,0.0,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.14814814814814814,0.0,0.0,0.1111111111111111,0.0,0.0,2.13042069334874,0.6158296877068878
danseuse,word,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.1280852788913944,0.6151546015323949
souvent,lemma,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
souvent,word,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
malade,word,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
surtout,lemma,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.1280852788913944,0.6151546015323949
marier,lemma,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.1280852788913944,0.6151546015323949
surtout,word,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.1280852788913944,0.6151546015323949
imposer,lemma,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,2.1280852788913944,0.6151546015323949
manger,word,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
nom,lemma,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
long,lemma,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,2.128085278891394,0.6151546015323948
jours,word,1.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.4,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,2.1219280948873624,0.6133747762076621
occasion,word,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.4,0.2,0.0,0.1,0.0,0.0,0.1,0.2,0.0,2.1219280948873624,0.6133747762076621
occasion,lemma,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.4,0.2,0.0,0.1,0.0,0.0,0.1,0.2,0.0,2.1219280948873624,0.6133747762076621
regarder,lemma,4.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.4,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,2.121928094887362,0.613374776207662
chien,lemma,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,0.4,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,2.121928094887362,0.613374776207662
millions,word,2.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,0.18181818181818182,0.0,0.09090909090909091,0.36363636363636365,0.0,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0,2.1180782093497093,0.6122619097133766
manger,lemma,4.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.1180782093497093,0.6122619097133766
immense,word,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.36363636363636365,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,2.1180782093497093,0.6122619097133766
lettre,word,2.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,2.117492461184755,0.6120925905218082
lettre,lemma,2.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,2.117492461184755,0.6120925905218082
mètres,word,0.0,0.0,10.0,1.0,9.0,0.0,8.0,0.0,0.0,10.0,0.0,38.0,0.0,0.0,0.2631578947368421,0.02631578947368421,0.23684210526315788,0.0,0.21052631578947367,0.0,0.0,0.2631578947368421,0.0,2.1171936473717943,0.6120062139588632
mètre,lemma,0.0,0.0,10.0,1.0,9.0,0.0,8.0,0.0,0.0,10.0,0.0,38.0,0.0,0.0,0.2631578947368421,0.02631578947368421,0.23684210526315788,0.0,0.21052631578947367,0.0,0.0,0.2631578947368421,0.0,2.1171936473717943,0.6120062139588632
gros,lemma,25.0,18.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,56.0,0.44642857142857145,0.32142857142857145,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.017857142857142856,0.0,2.116911533224449,0.611924664681859
parler,word,8.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,17.0,0.47058823529411764,0.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,2.116299605701696,0.6117477779587753
fort,word,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,2.113283334294875,0.610875879988435
:,punctuation,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,2.113283334294875,0.610875879988435
billes,word,1.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,18.0,0.05555555555555555,0.0,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.0,2.1054105870684143,0.6086001456787735
nombreux,lemma,17.0,0.0,2.0,9.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,35.0,0.4857142857142857,0.0,0.05714285714285714,0.2571428571428571,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.0,0.0,0.05714285714285714,0.0,2.1002489222524927,0.607108089935248
frrrintek,word,0.0,0.0,6.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,2.0948567835487384,0.6055494122973653
frrrintek,lemma,0.0,0.0,6.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,2.0948567835487384,0.6055494122973653
aimer,lemma,7.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,19.0,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.0,0.0,0.3157894736842105,0.0,0.0,0.10526315789473684,0.0,0.0,2.0815454366683137,0.6017015701233182
chasser,lemma,3.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,0.23076923076923078,0.07692307692307693,0.0,0.38461538461538464,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.0,2.075869296697727,0.6000607977085644
ami,lemma,3.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,14.0,0.21428571428571427,0.0,0.2857142857142857,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,2.0670314951575843,0.5975061001413312
gens,word,10.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,25.0,0.4,0.04,0.0,0.2,0.0,0.28,0.0,0.0,0.04,0.04,0.0,2.064639954666178,0.5968147899045505
gens,lemma,10.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,25.0,0.4,0.04,0.0,0.2,0.0,0.28,0.0,0.0,0.04,0.04,0.0,2.064639954666178,0.5968147899045505
?,punctuation,44.0,2.0,3.0,19.0,40.0,6.0,1.0,0.0,0.0,1.0,0.0,116.0,0.3793103448275862,0.017241379310344827,0.02586206896551724,0.16379310344827586,0.3448275862068966,0.05172413793103448,0.008620689655172414,0.0,0.0,0.008620689655172414,0.0,2.0642965099771056,0.5967155121251541
croire,lemma,4.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,2.063458298648303,0.5964732147129761
important,lemma,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,2.0588138903312014,0.5951306796294438
silence,lemma,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,2.0588138903312014,0.5951306796294438
malade,lemma,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,2.0588138903312014,0.5951306796294438
silence,word,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,2.0588138903312014,0.5951306796294438
film,lemma,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2.058813890331201,0.5951306796294437
vivre,word,5.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,0.4166666666666667,0.0,0.16666666666666666,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,2.054585169337799,0.5939083051299391
recevoir,lemma,1.0,0.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,26.0,0.038461538461538464,0.0,0.4230769230769231,0.11538461538461539,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.3076923076923077,0.0,2.0539537447882563,0.5937257825021927
est-ce,word,1.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.1,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,2.046439344671015,0.5915536337374192
mauvaises,word,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,2.0403733936884962,0.5898001806702046
travail,lemma,18.0,0.0,6.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,39.0,0.46153846153846156,0.0,0.15384615384615385,0.1794871794871795,0.0,0.1282051282051282,0.0,0.0,0.0,0.07692307692307693,0.0,2.0396474121624517,0.5895903249464686
bille,lemma,1.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,20.0,0.05,0.0,0.4,0.05,0.05,0.1,0.0,0.0,0.0,0.35,0.0,2.039353872167201,0.589505472858724
travail,word,17.0,0.0,6.0,7.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,37.0,0.4594594594594595,0.0,0.16216216216216217,0.1891891891891892,0.0,0.10810810810810811,0.0,0.0,0.0,0.08108108108108109,0.0,2.036398899084371,0.5886512940777617
porter,lemma,7.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.4375,0.0,0.125,0.125,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,2.021782221599798,0.584426126739339
personnes,word,6.0,0.0,2.0,20.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,39.0,0.15384615384615385,0.0,0.05128205128205128,0.5128205128205128,0.10256410256410256,0.15384615384615385,0.0,0.0,0.0,0.02564102564102564,0.0,2.017245503313502,0.5831147210558577
juste,word,16.0,1.0,3.0,2.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,36.0,0.4444444444444444,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.3333333333333333,0.027777777777777776,0.0,0.0,0.0,0.0,2.009523959475164,0.5808826943273225
ville,lemma,8.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.125,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,2.002705481927944,0.578911712299383
envie,word,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
connues,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
rôle,word,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
rôle,lemma,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
épreuve,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
affronter,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
carrémer,lemma,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
carrément,word,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
connu,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
blanc,lemma,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.5,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.0,2.0,0.5781296526357758
papier,lemma,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
machine,word,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,2.0,0.5781296526357758
e,lemma,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
atteindre,lemma,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,2.0,0.5781296526357758
terrain,lemma,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
terrain,word,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
suivie,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
inventer,lemma,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
conduite,word,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.0,0.5781296526357758
pa,word,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
conduite,lemma,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.0,0.5781296526357758
suivie,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
papier,word,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
copine,lemma,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
auxquelles,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
mondiale,word,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
longueur,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
nu,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
vitesse,lemma,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
oublier,word,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
nus,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
sentir,word,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
châtelet,lemma,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
châtelet,word,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
participe,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
vitesse,word,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
aimerais,word,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
rat,lemma,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
devenu,word,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
vache,word,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
participe,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
mains,word,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
lors,lemma,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
