marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
tomber,word,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,1.4591479170272448,0.42178833920758835
voit,word,3.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.4591479170272448,0.42178833920758835
mérite,word,6.0,0.0,2.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,12.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
montre,word,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
devoir,lemma,3.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.4591479170272446,0.4217883392075883
t'ai,word,3.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
cu,lemma,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
dans,lemma,3.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
montrer,lemma,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
cu,word,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
dans,word,3.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
en,word,20.0,6.0,3.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,31.0,0.6451612903225806,0.1935483870967742,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,1.447640684443725,0.4184620030194337
et,word,57.0,17.0,2.0,2.0,0.0,4.0,0,0.0,0.0,2.0,0.0,84.0,0.6785714285714286,0.20238095238095238,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0,0.023809523809523808,0.0,1.4403936238663073,0.4163671327123072
et,lemma,57.0,17.0,2.0,2.0,0.0,4.0,0,0.0,0.0,2.0,0.0,84.0,0.6785714285714286,0.20238095238095238,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0,0.023809523809523808,0.0,1.4403936238663073,0.4163671327123072
en,lemma,31.0,10.0,3.0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.0,47.0,0.6595744680851063,0.2127659574468085,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.02127659574468085,0.0,1.436413233102526,0.41521654174749745
arrêter,word,6.0,3.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.4353713907745331,0.41491538177590553
ou,lemma,8.0,2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.4182958340544896,0.40997943893834493
va,word,22.0,5.0,2.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,33.0,0.6666666666666666,0.15151515151515152,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,1.4166021167991398,0.4094898448540956
je,word,40.0,4.0,0.0,2.0,0.0,6.0,0,1.0,0.0,2.0,0.0,55.0,0.7272727272727273,0.07272727272727272,0.0,0.03636363636363636,0.0,0.10909090909090909,0.0,0.01818181818181818,0.0,0.03636363636363636,0.0,1.410688826255179,0.40778052055003844
dit,word,4.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4056390622295665,0.40632081138902837
que,word,34.0,11.0,3.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,51.0,0.6666666666666666,0.21568627450980393,0.058823529411764705,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0196078431372549,0.0,1.4021827555070783,0.405321714686591
rien,lemma,22.0,2.0,0.0,2.0,0.0,9.0,0,0.0,0.0,0.0,0.0,35.0,0.6285714285714286,0.05714285714285714,0.0,0.05714285714285714,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.3968024277163564,0.4037664511682327
rien,word,22.0,2.0,0.0,2.0,0.0,9.0,0,0.0,0.0,0.0,0.0,35.0,0.6285714285714286,0.05714285714285714,0.0,0.05714285714285714,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.3968024277163564,0.4037664511682327
frr,word,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.3921472236645345,0.4024207954175184
frr,lemma,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.3921472236645345,0.4024207954175184
pouvoir,lemma,4.0,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.3921472236645345,0.4024207954175184
l,word,4.0,4.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921472236645345,0.4024207954175184
à,lemma,23.0,7.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,34.0,0.6764705882352942,0.20588235294117646,0.058823529411764705,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,1.3905978576116769,0.4019729281885463
la,word,98.0,28.0,6.0,3.0,0.0,6.0,0,0.0,1.0,0.0,0.0,142.0,0.6901408450704225,0.19718309859154928,0.04225352112676056,0.02112676056338028,0.0,0.04225352112676056,0.0,0.0,0.007042253521126761,0.0,0.0,1.3848038797038327,0.40029809297092567
le,lemma,192.0,77.0,11.0,5.0,0.0,8.0,0,0.0,1.0,0.0,1.0,295.0,0.6508474576271186,0.26101694915254237,0.03728813559322034,0.01694915254237288,0.0,0.02711864406779661,0.0,0.0,0.003389830508474576,0.0,0.003389830508474576,1.382473679668131,0.3996245141023196
qu'il,word,4.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
ici,lemma,4.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
ici,word,4.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
trop,lemma,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.3787834934861753,0.39855781107455196
arrêter,lemma,8.0,4.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,14.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
trop,word,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.3787834934861753,0.39855781107455196
ca,word,14.0,2.0,0.0,0.0,0.0,4.0,0,0.0,1.0,0.0,0.0,21.0,0.6666666666666666,0.09523809523809523,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,1.3778903318832147,0.39829962947091835
toi,lemma,132.0,41.0,6.0,5.0,0.0,6.0,0,0.0,1.0,0.0,1.0,192.0,0.6875,0.21354166666666666,0.03125,0.026041666666666668,0.0,0.03125,0.0,0.0,0.005208333333333333,0.0,0.005208333333333333,1.3758539255766356,0.39771097603559435
leo,lemma,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
leo,word,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
on,lemma,52.0,15.0,3.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,75.0,0.6933333333333334,0.2,0.04,0.013333333333333334,0.0,0.04,0.0,0.0,0.0,0.013333333333333334,0.0,1.368338700071994,0.3955385886803554
le,word,26.0,15.0,3.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,0.5777777777777777,0.3333333333333333,0.06666666666666667,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3680824494861272,0.39546451564925794
ça,lemma,32.0,5.0,0.0,0.0,1.0,7.0,0,0.0,1.0,0.0,0.0,46.0,0.6956521739130435,0.10869565217391304,0.0,0.0,0.021739130434782608,0.15217391304347827,0.0,0.0,0.021739130434782608,0.0,0.0,1.3657114141257076,0.3947791327246047
ils,word,5.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,1.0,10.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,1.3609640474436813,0.3934068359991974
fou,word,5.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,9.0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.3516441151533922,0.39071277139041055
à,word,16.0,3.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,22.0,0.7272727272727273,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.3342094594480487,0.3856730256670332
il,word,12.0,8.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,22.0,0.5454545454545454,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.3221793455166666,0.3821955428728739
vas,word,7.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.6363636363636364,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.3092966682370037,0.3784716140025187
même,word,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.2987949406953985,0.3754359339546668
mdr,word,5.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
mdr,lemma,5.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
jamais,lemma,5.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
jamais,word,5.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
tes,word,6.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295461844238322,0.3744724530062012
si,lemma,23.0,1.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,31.0,0.7419354838709677,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,1.2912382460759644,0.3732515593369628
si,word,23.0,1.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,31.0,0.7419354838709677,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,1.2912382460759644,0.3732515593369628
gros,word,13.0,15.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,30.0,0.43333333333333335,0.5,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.2832547532764529,0.3709438123774619
photos,word,7.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,12.0,0.5833333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.2806721295208872,0.3701972666901148
eux,lemma,7.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,1.2806721295208872,0.3701972666901148
tous,word,8.0,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.5,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271782221599798,0.36762750700092317
c,word,23.0,9.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,0.6388888888888888,0.25,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2651680569341983,0.3657155846406237
c,lemma,23.0,9.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,0.6388888888888888,0.25,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2651680569341983,0.3657155846406237
photo,lemma,8.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,14.0,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.2638091738835462,0.3653227793476006
ça,word,18.0,3.0,0.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,25.0,0.72,0.12,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,1.2611191885631823,0.36454519920817197
.,punctuation,15.0,2.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,25.0,0.6,0.08,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.2597218324096136,0.3641412726943364
faut,word,4.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.2516291673878228,0.36180196788536356
quand,word,8.0,2.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,12.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.2516291673878228,0.36180196788536356
quand,lemma,8.0,2.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,12.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.2516291673878228,0.36180196788536356
j,lemma,4.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.2516291673878228,0.36180196788536356
j,word,4.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.2516291673878228,0.36180196788536356
on,word,42.0,13.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,60.0,0.7,0.21666666666666667,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.2512583356967586,0.3616947734869929
elle,word,24.0,4.0,1.0,0.0,2.0,0.0,0,0.0,1.0,0.0,0.0,32.0,0.75,0.125,0.03125,0.0,0.0625,0.0,0.0,0.0,0.03125,0.0,0.0,1.248778124459133,0.360977831656357
vouloir,lemma,20.0,9.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,31.0,0.6451612903225806,0.2903225806451613,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,1.2455547971375829,0.36004608110398745
vie,word,17.0,6.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,25.0,0.68,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.2439904575514165,0.35959388555321004
vie,lemma,17.0,6.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,25.0,0.68,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.2439904575514165,0.35959388555321004
qu'on,word,10.0,2.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,15.0,0.6666666666666666,0.13333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2419460322060458,0.35900291409583057
fou,lemma,7.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,11.0,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.2406705316766884,0.3586342117568435
pour,lemma,22.0,4.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,30.0,0.7333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.2366407419411674,0.35746934128684754
pour,word,22.0,4.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,30.0,0.7333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.2366407419411674,0.35746934128684754
sur,lemma,6.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224394445405986,0.35392936770586797
sur,word,6.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224394445405986,0.35392936770586797
insulte,lemma,6.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.0,0.0,0.0,9.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,1.224394445405986,0.35392936770586797
julien,word,13.0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215533232382473,0.35136790270226037
gros,lemma,23.0,21.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,46.0,0.5,0.45652173913043476,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.2131143284990724,0.3506686826713255
!,punctuation,22.0,4.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,32.0,0.6875,0.125,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.1994602933016414,0.3467217813584418
veut,word,10.0,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,16.0,0.625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,1.198192411043098,0.3463552811935844
s'en,word,9.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,14.0,0.6428571428571429,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.1981174211304033,0.3463336042474957
fatima,lemma,8.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.188721875540867,0.3436176824934946
au,word,8.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188721875540867,0.3436176824934946
fatima,word,8.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.188721875540867,0.3436176824934946
faire,lemma,40.0,8.0,2.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,53.0,0.7547169811320755,0.1509433962264151,0.03773584905660377,0.018867924528301886,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,1.1830690621953786,0.34198365298557354
brice,word,19.0,2.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,25.0,0.76,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.1754312795575996,0.33977583867393024
brice,lemma,19.0,2.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,25.0,0.76,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.1754312795575996,0.33977583867393024
ta,word,34.0,5.0,2.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,44.0,0.7727272727272727,0.11363636363636363,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,1.1734457759793804,0.33920189942693874
julien,lemma,12.0,2.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,0.7058823529411765,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1595547523787308,0.3351864931024393
fait,word,7.0,0.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,10.0,0.7,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.1567796494470395,0.3343843084554757
falloir,lemma,5.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.1488348542809166,0.33208774762064913
te,word,31.0,9.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,43.0,0.7209302325581395,0.20930232558139536,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,1.1446505538887504,0.33087821355452574
faire,word,21.0,6.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,0.7241379310344828,0.20689655172413793,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1425175164144374,0.33026162744748394
savoir,lemma,12.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.134969974603941,0.32807989858490577
qui,word,12.0,4.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086312840741288,0.3140148326357718
qui,lemma,12.0,4.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086312840741288,0.3140148326357718
les,word,44.0,19.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,65.0,0.676923076923077,0.2923076923076923,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,1.0850506749443127,0.31364998489888474
toi,word,32.0,10.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.0,0.7272727272727273,0.22727272727272727,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068084324344715,0.3087456097095636
blague,lemma,6.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061278124459133,0.30677817672175306
blague,word,6.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061278124459133,0.30677817672175306
croire,lemma,6.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.75,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061278124459133,0.30677817672175306
casse,lemma,9.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,12.0,0.75,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0408520829727552,0.3008737265871313
casse,word,9.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,12.0,0.75,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0408520829727552,0.3008737265871313
