corpus,file_id,unit_id,start_idx,end_idx,text_span,remarque
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_amuse,a1_1631196438962,1894,1902,se moque,mépris
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_gagne,a1_1627656156099,767,776,a séduits,amour
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_gagne,a1_1631196816536,2019,2035,ont beaucoup plu,amour
PtitLibe,7-12_PtitLibe17-Donald_Trump_description,a1_1627460878692,359,366,détesté,haine
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1627886340855,1359,1386,espéraient davantage d’aide,espoir
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1631200853564,871,875,veut,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1631200857946,886,946,profiter de l’absence des Etats-Unis en Syrie pour s’imposer,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1631200877482,1400,1409,voulaient,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1631200881525,1420,1512,que les Etats-Unis interviennent en Syrie après une attaque dont on a beaucoup parlé en 2013,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201354781,992,1078,veulent que des règles sévères inspirées de l’islam gèrent la vie quotidienne des gens,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201396796,1173,1238,veulent se débarrasser de Bachar al-Assad pour prendre le pouvoir,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201402611,1268,1330,veulent imposer l’islam dans le monde en utilisant la violence,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201433771,2353,2387,veulent s’installer dans leur zone,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1627889103067,1544,1572,aimerait retourner à l’école,espoir
PtitLibe,7-12_PtitLibe19-election_presidentielle_Delphine,a1_1621579826848,960,969,aime bien,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_Delphine,a1_1631216098995,266,281,un grand moment,indéterminée
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1621579826959,3044,3048,aime,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1627972211838,3053,3106,qu’on dise que le Front national est d’extrême droite,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216522129,892,912,veulent lui succéder,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216553702,1773,1781,aimerait,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216557683,1792,1827,qu’il y ait moins de fonctionnaires,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216594540,2361,2369,aimerait,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216598834,2380,2405,créer un revenu universel,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216624065,3121,3216,"veut se différencier de son père, qui a une mauvaise image auprès d’une partie de la population",envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216636139,3300,3308,souhaite,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216639903,3319,3398,que les Français aient plus de droits que les étrangers qui vivent dans le pays,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216690960,4525,4533,voudrait,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216695197,4544,4595,supprimer la fonction de président de la République,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216704488,4600,4720,"voudrait que les lois ne soient pas votées que par les députés élus à l’Assemblée nationale, mais aussi par des citoyens",envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1627932778977,2123,2156,envie de voter pour leur candidat,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216005112,1545,1568,envie de voter pour lui,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216041504,2556,2572,voudraient voter,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216049564,2760,2807,veut absolument changer les menus de la cantine,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216279198,870,918,veulent que ce candidat se présente à l’élection,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216295739,1221,1230,préfèrent,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216333280,1684,1708,souhaite pour la société,envie
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1631087250774,4650,4766,voudrait remplacer toutes ses voitures à essence par des voitures électriques rechargées grâce aux panneaux solaires,envie
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621922534481,1520,1597,espère qu’un jour son environnement sera à l’abri des catastrophes naturelles,espoir
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1621923133081,87,92,enfin,soulagement
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1621923164187,36,46,si longues,ennui
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087420632,506,510,veut,envie
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087425224,519,532,se développer,envie
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087484417,1092,1129,très envie qu’on arrête de l’utiliser,envie
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087497778,1532,1607,préfèrent s’occuper de problèmes dont on peut voir tout de suite les effets,envie
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621919840938,2759,2776,aime la fraîcheur,amour
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1631087018280,1268,1285,aiment la chaleur,amour
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1631087023577,1376,1391,aiment le froid,amour
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216820073,1163,1185,voulaient quitter l’UE,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216832860,1488,1493,envie,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216838537,1503,1521,de voter comme eux,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216849903,1548,1555,veulent,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216859181,1560,1566,partir,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216870673,1608,1615,veulent,envie
PtitLibe,7-12_PtitLibe20-Brexit_Brexit,a1_1631216879448,1621,1670,que l’Union européenne leur impose certaines lois,envie
PtitLibe,7-12_PtitLibe20-Brexit_Que_peut_changer_Brexit,a1_1631217042496,213,261,vont vouloir régler une question très rapidement,envie
PtitLibe,7-12_PtitLibe20-Brexit_Que_peut_changer_Brexit,a1_1631217054195,649,673,voudrait venir en France,envie
PtitLibe,7-12_PtitLibe20-Brexit_Que_peut_changer_Brexit,a1_1631217083669,1462,1511,veut acheter des produits à d’autres pays de l’UE,envie
PtitLibe,7-12_PtitLibe20-Brexit_Royaume-Uni,a1_1631545450544,86,87,a,envie
PtitLibe,7-12_PtitLibe20-Brexit_Royaume-Uni,a1_1631545459091,92,143,"voulu utiliser l’euro, la monnaie unique européenne",envie
PtitLibe,7-12_PtitLibe20-Brexit_Thomas,a1_1627973708587,1185,1202,aimaient l’Europe,amour
PtitLibe,7-12_PtitLibe20-Brexit_Thomas,a1_1631545543564,409,454,voulaient sortir de l’Union européenne ou pas,envie
PtitLibe,7-12_PtitLibe20-Brexit_Thomas,a1_1631545551317,586,663,voulaient rester dans l’Union européenne (on dit «l’UE» pour aller plus vite),envie
PtitLibe,7-12_PtitLibe20-Brexit_Thomas,a1_1631545586113,1457,1462,envie,envie
PtitLibe,7-12_PtitLibe20-Brexit_description,a1_1631216967165,213,222,voulaient,envie
PtitLibe,7-12_PtitLibe20-Brexit_description,a1_1631216976188,227,277,quitter ce groupe qui réunit plusieurs pays ou pas,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1621579827169,100,131,aimeraient bien en faire partie,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1627973150168,268,274,aiment,amour
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1627973159688,279,283,l’UE,amour
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1627973228008,953,961,souhaite,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1627973233668,972,1043,que la France arrête d’utiliser l’euro et se serve de sa propre monnaie,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1631217142989,287,352,voudraient qu’elle se mêle un peu moins des affaires de leur pays,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1631217157116,568,625,voudraient que leur pays la quitte purement et simplement,envie
PtitLibe,7-12_PtitLibe20-Brexit_quitter_UE,a1_1631217172900,895,946,veulent rester dans l’Union européenne ou en sortir,envie
PtitLibe,7-12_PtitLibe21-dessous_cinema_Comment_fait_film,a1_1621579827264,1255,1264,aime bien,amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_Comment_finance_film,a1_1621579827285,2193,2200,passion,amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_D_ou_vient_cinema,a1_1621579827306,787,831,aime beaucoup l’invention des frères Lumière,amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_D_ou_vient_cinema,a1_1631546352276,885,890,rêver,espoir
PtitLibe,7-12_PtitLibe21-dessous_cinema_Mahe,a1_1631546650943,1241,1246,a plu,amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_star_cinema,a1_1621579827356,903,909,plaira,amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_star_cinema,a1_1631546728122,340,374,"aiment Kev Adams, Louane ou Norman",amour
PtitLibe,7-12_PtitLibe21-dessous_cinema_star_cinema,a1_1631546741334,811,816,rêver,espoir
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Assemblee,a1_1621579827380,2165,2210,des grands discours qui ont marqué l’histoire,indéterminée
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Assemblee,a1_1628060371660,2127,2148,des moments d’émotion,indéterminée
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1621579827436,1397,1400,Ouf,soulagement
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1628066037856,1402,1442,notre texte sur les bonbons a été retenu,soulagement
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1628066053938,1443,1444,!,soulagement
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1631547117899,462,474,veut changer,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1631547124357,677,754,veut obliger les enseignants à distribuer des bonbons aux élèves chaque matin,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi,a1_1631547147185,1696,1712,voudrait changer,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Elsa,a1_1628070561056,147,155,souhaite,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Elsa,a1_1628070566507,165,180,devenir députée,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Qui_sont_deputes,a1_1628088661468,334,345,le souhaite,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Qui_sont_deputes,a1_1631547452184,1440,1451,le souhaite,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_Qui_sont_deputes,a1_1631547512301,2119,2140,veulent que ça change,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_elections_legislatives,a1_1621579827452,1905,1911,l’aime,amour
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_elections_legislatives,a1_1628070453939,1916,1924,beaucoup,amour
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_elections_legislatives,a1_1631547307568,1756,1792,veut gouverner sans être trop embêté,envie
PtitLibe,7-12_PtitLibe22-Assemblee_nationale_elections_legislatives,a1_1631547324033,2397,2408,le souhaite,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_10_plus_grands_tubes,a1_1621579827537,1020,1025,plaît,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_10_plus_grands_tubes,a1_1628089015223,1333,1338,amour,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_10_plus_grands_tubes,a1_1628089025802,1400,1414,aimer un homme,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_10_plus_grands_tubes,a1_1631547550598,182,190,plaisent,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_10_plus_grands_tubes,a1_1631547627176,1507,1537,voulait de cette chanson disco,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_D_ou_viennent_tubes_ete,a1_1621579827583,618,637,aime bien fredonner,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_D_ou_viennent_tubes_ete,a1_1621579827585,644,649,plaît,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_D_ou_viennent_tubes_ete,a1_1628090245075,927,1018,"aimaient beaucoup le disco, une musique sur laquelle on pouvait danser de manière énergique",amour
PtitLibe,7-12_PtitLibe23-tubes_ete_D_ou_viennent_tubes_ete,a1_1631547872658,1305,1341,voulait transformer en tube de l’été,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_Erza,a1_1621579827597,398,413,l’aime beaucoup,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_Erza,a1_1621579827607,1732,1751,aime bien ce métier,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_Erza,a1_1628142074697,456,471,envie de danser,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_Erza,a1_1631548117840,1503,1513,se reposer,soulagement
PtitLibe,7-12_PtitLibe23-tubes_ete_Erza,a1_1631548123744,1644,1719,souhaite «toujours chanter tout en faisant des études pour devenir dentiste,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_description,a1_1621579827558,15,91,"aime écouter en boucle la même chanson, la chanter à tue-tête, danser dessus",amour
PtitLibe,7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube,a1_1621579827613,96,104,les aime,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube,a1_1628142563514,313,322,les aimer,amour
PtitLibe,7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube,a1_1631548237694,466,491,veulent vendre un produit,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube,a1_1631548343439,2032,2077,veulent toujours trouver une nouvelle chanson,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube,a1_1631548360407,2807,2815,souhaite,envie
PtitLibe,7-12_PtitLibe23-tubes_ete_tube_cet_ete,a1_1621579827654,2437,2445,ridicule,mépris
PtitLibe,7-12_PtitLibe23-tubes_ete_tube_cet_ete,a1_1631548489859,2638,2693,envie de chanter à la gloire des claquettes-chaussettes,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Comment_Paris_obtenu_Jeux,a1_1631548587319,1039,1083,envie de recevoir ce grand événement sportif,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre,a1_1628171383014,52,60,souhaite,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre,a1_1628171387050,65,103,accueillir les Jeux olympiques à Paris,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_pour,a1_1621579827749,2169,2184,un peu d’espoir,espoir
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_pour,a1_1628172154646,90,149,souhaitent que les Jeux olympiques soient organisés à Paris,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_pour,a1_1628172179012,474,490,l’envie de venir,envie
PtitLibe,7-12_PtitLibe24-JO_Paris_Pourquoi_certains_pour,a1_1628172567779,1983,2051,espère que les Jeux olympiques vont redonner le sourire aux Français,espoir
PtitLibe,7-12_PtitLibe24-JO_Paris_Regiane,a1_1628173137999,879,933,une passion que je me suis découverte pendant les Jeux,amour
PtitLibe,7-12_PtitLibe24-JO_Paris_Regiane,a1_1628173147925,936,944,Son rêve,espoir
PtitLibe,7-12_PtitLibe24-JO_Paris_Regiane,a1_1628173123221,836,933,"préfère aller à mes leçons de volley-ball, une passion que je me suis découverte pendant les Jeux",amour
PtitLibe,7-12_PtitLibe25-Ouragans_Tashania,a1_1628232643198,1412,1490,aimerait avoir «une maison plus solide» pour être protégée des futurs ouragans,espoir
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Kehkashan,a1_1621579827964,1601,1607,espoir,espoir
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Kehkashan,a1_1628245145411,1115,1146,ai décidé que ça devait changer,détermination
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Pourquoi_resultat_ne_plait_pas_toujours,a1_1621579828006,24,29,plaît,amour
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Pourquoi_resultat_ne_plait_pas_toujours,a1_1631606819022,309,373,avoir voulu aider les peuples du Moyen-Orient à mieux s’entendre,envie
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Pourquoi_resultat_ne_plait_pas_toujours,a1_1631606852274,1013,1068,la fraternité pour laquelle ils avaient été récompensés,amour
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Qui_a_gagne,a1_1621579828065,1431,1444,aimerait bien,envie
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_Qui_a_gagne,a1_1628263403099,118,164,veulent que les armes nucléaires disparaissent,envie
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1621579827990,553,560,un rêve,espoir
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1621579827991,596,674,rêve d’un monde où toutes les femmes et les hommes sont égaux et se respectent,espoir
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1628245624016,2496,2497,a,amour
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1628245633318,2502,2505,plu,amour
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1631606603918,1277,1287,le racisme,haine
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_personnalites,a1_1631606641028,2232,2236,veut,envie
PtitLibe,7-12_PtitLibe26-prix_Nobel_paix_prix_Nobel_de_paix,a1_1621579828048,1650,1689,espérer gagner le prix Nobel de la paix,espoir
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Que_se_passe_Espagne,a1_1631607410283,294,298,veut,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Que_se_passe_Espagne,a1_1631607411183,307,409,reprendre le dialogue avec le gouvernement espagnol qui n’est pas du tout d’accord avec cette décision,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Uma,a1_1628265609408,875,925,voulaient que la Catalogne s’en aille de l’Espagne,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Uma,a1_1628265786477,1379,1434,veulent que la région ne fasse plus partie de l’Espagne,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Uma,a1_1628265823529,1507,1516,préférées,amour
PtitLibe,7-12_PtitLibe27-independance_Catalogne_Uma,a1_1621579828172,1538,1703,"aime beaucoup la «Festa Major», une fête de village où les hommes, les femmes et les enfants forment des pyramides impressionnantes en montant les uns sur les autres",amour
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1628264425308,169,196,souhaitent plus d’autonomie,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1628264458878,705,740,veulent continuer à en faire partie,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1628264504232,1270,1323,souhaitent plus d’autonomie plutôt que l’indépendance,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1628264544160,1497,1503,calmer,soulagement
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1628264578826,2089,2131,veulent que leur région soit plus autonome,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_demander_plus_pouvoirs,a1_1631631834949,537,582,veut leur poser une nouvelle fois la question,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_description,a1_1631607205442,152,156,veut,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_description,a1_1631607206124,162,185,faire partie de ce pays,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_description,a1_1631607224558,244,248,veut,envie
PtitLibe,7-12_PtitLibe27-independance_Catalogne_description,a1_1631607225111,254,273,être un pays à part,envie
PtitLibe,7-12_PtitLibe28-Weinstein_harcelement_sexuel_Que_faire_en_cas_d_agression,a1_1631608309791,217,221,veux,envie
PtitLibe,7-12_PtitLibe28-Weinstein_harcelement_sexuel_consequences_revelation,a1_1628266996480,855,864,encouragé,courage
PtitLibe,7-12_PtitLibe28-Weinstein_harcelement_sexuel_consequences_revelation,a1_1631607532209,80,91,a encouragé,courage
PtitLibe,7-12_PtitLibe28-Weinstein_harcelement_sexuel_consequences_revelation,a1_1631607656168,1770,1788,préfèrent se taire,amour
PtitLibe,7-12_PtitLibe29-dangers_glyphosate_Pourquoi_glyphosate,a1_1628580848397,607,645,souhaite qu’on empêche son utilisation,envie
PtitLibe,7-12_PtitLibe29-dangers_glyphosate_vraiment_dangereux,a1_1628581473874,744,768,voudront plus en acheter,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_13_novembre,a1_1631087645287,315,350,espèrent faire peur à tout le monde,espoir
PtitLibe,7-12_PtitLibe3-attentats_Paris_13_novembre,a1_1631087759839,1360,1411,voulaient surprendre les personnes qui dormaient là,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088207934,102,164,veulent posséder un bout de pays déjà occupé par d’autres gens,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088214332,175,263,souhaitent forcer tout le monde à suivre leur religion ou à avoir les mêmes idées qu’eux,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088269179,1173,1187,aiment la paix,amour
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088282806,1345,1394,veulent que les femmes soient entièrement voilées,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088288710,1403,1410,veulent,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_Pourquoi_terroristes,a1_1631088301758,1415,1473,que les gens boivent de l’alcool ou écoutent de la musique,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_change_quotidien,a1_1622021800367,240,293,envie d’être ensemble et de partager ce qu’on ressent,envie
PtitLibe,7-12_PtitLibe3-attentats_Paris_change_quotidien,a1_1622022686649,1165,1175,solidaires,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1621579828478,1800,1810,a bien plu,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628587510227,104,113,préfèrent,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628587539167,511,518,voulait,envie
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628587543092,528,535,voulait,envie
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628587569045,789,813,a donné envie de le lire,envie
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628587587417,855,865,avoir aimé,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628589753100,1336,1344,préférés,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628589771280,1608,1620,aimer à lire,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Alessandro,a1_1628589778185,1721,1727,aimait,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Comment_choisit_gagnants,a1_1628608984800,862,870,plaisent,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Comment_choisit_gagnants,a1_1628609066412,1018,1026,préférés,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Comment_choisit_gagnants,a1_1628609077138,1282,1300,préfèrent vraiment,amour
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Comment_fait_livre,a1_1628609233950,533,556,aurais aimé lire enfant,envie
PtitLibe,7-12_PtitLibe30-grands_prix_litteraires_Comment_fait_livre,a1_1628609285035,1479,1498,ai voulu adoucir ça,envie
PtitLibe,7-12_PtitLibe31-harcelement_ecole_Mael,a1_1628624517528,680,687,voulais,envie
PtitLibe,7-12_PtitLibe31-harcelement_ecole_Pourquoi_grave,a1_1628625307378,1245,1258,les moqueries,mépris
PtitLibe,7-12_PtitLibe31-harcelement_ecole_Que_faire_en_cas_harcelement,a1_1628626543489,1171,1189,envie de continuer,envie
PtitLibe,7-12_PtitLibe31-harcelement_ecole_description,a1_1621579828567,49,58,moqueries,mépris
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1621579828603,182,195,ces moqueries,mépris
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1628614930155,1048,1054,aimait,amour
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1628614937530,1059,1065,le rap,amour
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1628614941469,1069,1099,préférait la musique classique,amour
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1628615004997,1251,1276,se moquer de leur victime,mépris
PtitLibe,7-12_PtitLibe31-harcelement_ecole_harcelement_ecole_,a1_1628614802942,632,655,se moquer d’un camarade,mépris
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_Pourquoi_ce_numero_philosophes,a1_1628673344298,601,608,l’amour,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_Pourquoi_ce_numero_philosophes,a1_1628673348444,612,620,l’amitié,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_Pourquoi_nature_dangereuse,a1_1628683106425,3012,3019,l’aimer,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_Pourquoi_nature_dangereuse,a1_1628683381900,3272,3280,apaisant,soulagement
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_description,a1_1628626656606,183,188,aimer,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_description,a1_1628626666046,248,267,amour de la sagesse,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_description,a1_1628626675596,273,288,amour du savoir,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_oblige_travailler_pour_avoir_argent,a1_1621579828776,1776,1780,aime,amour
PtitLibe,7-12_PtitLibe32-P_tit_Libe_philosophes_oblige_travailler_pour_avoir_argent,a1_1628626788656,441,459,veut gagner sa vie,envie
