corpus,file_id,unit_id,type,start_idx,end_idx,text_span,source_unit_ids,segments,is_discontinuous,discontinuous_group_id,mode,categorie1,categorie2,nature,declencheur,remarque
Albert_dataset,Albert18_18_juin_1815_la_bataille_de_Waterloo,a2_1621440075987,SitEmo,674,699,Cela ne plaît pas du tout,"[""a2_1621440075987""]","[[674, 699]]",False,,Suggeree,Colere,Aucune,Proposition,ne plaît pas,
Albert_dataset,Albert18_18_juin_1815_la_bataille_de_Waterloo,a2_1621440117677,SitEmo,933,943,humiliante,"[""a2_1621440117677""]","[[933, 943]]",False,,Designee,Embarras,Aucune,SAdj,humiliante,
Albert_dataset,Albert18_18_juin_1815_la_bataille_de_Waterloo,a2_1621440190537,SitEmo,1726,1736,humiliante,"[""a2_1621440190537""]","[[1726, 1736]]",False,,Designee,Embarras,Aucune,SAdj,humiliante,
Albert_dataset,Albert18_Australie,a2_1615999510394,SitEmo,732,745,très inquiète,"[""a2_1615999510394""]","[[732, 745]]",False,,Designee,Peur,Aucune,SAdj,inquiète,
Albert_dataset,Albert18_Australie,a2_1619442001324,SitEmo,319,326,admirée,"[""a2_1619442001324""]","[[319, 326]]",False,,Designee,Admiration,Aucune,Proposition,admirée,
Albert_dataset,Albert18_Climat_l_Amerique_seule_contre_tous,a2_1616060774259,SitEmo,249,267,inquiète fortement,"[""a2_1616060774259""]","[[249, 267]]",False,,Designee,Peur,Aucune,Proposition,inquiète,
Albert_dataset,Albert18_Climat_l_Amerique_seule_contre_tous,a2_1616061182361,SitEmo,3297,3304,injuste,"[""a2_1616061182361""]","[[3297, 3304]]",False,,Montree,Colere,Aucune,Proposition,injuste,
Albert_dataset,Albert18_Climat_l_Amerique_seule_contre_tous,a2_1616061305618,SitEmo,4174,4187,désapprouvent,"[""a2_1616061305618""]","[[4174, 4187]]",False,,Suggeree,Colere,Aucune,Proposition,désapprouvent,
Albert_dataset,Albert18_Climat_l_Amerique_seule_contre_tous,a2_1619442189258,SitEmo,1678,1685,injuste,"[""a2_1619442189258""]","[[1678, 1685]]",False,,Montree,Colere,Aucune,Proposition,injuste,
Albert_dataset,Albert18_L_excuse_du_jour,a2_1616061500002,SitEmo,280,281,!,"[""a2_1616061500002""]","[[280, 281]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096076580,SitEmo,197,213,fuient leur pays,"[""a2_1617096076580""]","[[197, 213]]",False,,Comportementale,Peur,Aucune,Proposition,fuient,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096167724,SitEmo,231,240,en danger,"[""a2_1617096167724""]","[[231, 240]]",False,,Suggeree,Peur,Aucune,SPrep,en danger,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096247220,SitEmo,259,269,attristant,"[""a2_1617096247220""]","[[259, 269]]",False,,Designee,Tristesse,Aucune,SAdj,attristant,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096347564,SitEmo,668,710,tente de trouver refuge dans un autre pays,"[""a2_1617096347564""]","[[668, 710]]",False,,Comportementale,Peur,Aucune,Proposition,trouver refuge,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096361331,SitEmo,720,782,"est en danger de mort pour des raisons politiques, religieuses","[""a2_1617096361331""]","[[720, 782]]",False,,Suggeree,Peur,Aucune,Proposition,danger de mort; persécutée,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096759637,SitEmo,2383,2402,quitter leur maison,"[""a2_1617096759637""]","[[2383, 2402]]",False,,Comportementale,Peur,Aucune,Proposition,quitter,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1617096808683,SitEmo,2420,2429,en danger,"[""a2_1617096808683""]","[[2420, 2429]]",False,,Designee,Peur,Aucune,SPrep,danger,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1619445754190,SitEmo,1582,1601,la guerre fait rage,"[""a2_1619445754190""]","[[1582, 1601]]",False,,Suggeree,Peur,Aucune,Proposition,guerre; rage,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1619445804422,SitEmo,1633,1642,la menace,"[""a2_1619445804422""]","[[1633, 1642]]",False,,Designee,Peur,Aucune,SN,menace,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1619774455767,SitEmo,801,860,appartient à une communauté persécutée dans son propre pays,"[""a2_1619774455767""]","[[801, 860]]",False,,Suggeree,Peur,Aucune,Proposition,persécutée,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1620742426163,SitEmo,1662,1675,le terrorisme,"[""a2_1620742426163""]","[[1662, 1675]]",False,,Suggeree,Peur,Aucune,SN,terrorisme,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1620742470390,SitEmo,1707,1734,subit une sévère sécheresse,"[""a2_1620742470390""]","[[1707, 1734]]",False,,Suggeree,Peur,Aucune,Proposition,sécheresse,
Albert_dataset,Albert18_Les_refugies_de_plus_en_plus_nombreux,a2_1620742473680,SitEmo,1743,1754,des famines,"[""a2_1620742473680""]","[[1743, 1754]]",False,,Suggeree,Peur,Aucune,SN,famines,
Albert_dataset,Albert18_Mieux_vaut_tard,a2_1616062415144,SitEmo,139,142,...,"[""a2_1616062415144""]","[[139, 142]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert18_Mieux_vaut_tard,a2_1616062436792,SitEmo,159,160,!,"[""a2_1616062436792""]","[[159, 160]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert18_Mieux_vaut_tard,a2_1619774687560,SitEmo,58,66,chanceux,"[""a2_1619774687560""]","[[58, 66]]",False,,Designee,Joie,Aucune,SAdj,chanceux,
Albert_dataset,Albert18_Mieux_vaut_tard,a2_1619774761967,SitEmo,82,118,vient de recevoir une lettre d’amour,"[""a2_1619774761967""]","[[82, 118]]",False,,Suggeree,Joie,Aucune,Proposition,lettre d'amour,
Albert_dataset,Albert18_Pesquet_elastique,a2_1616062542822,SitEmo,217,228,la surprise,"[""a2_1616062542822""]","[[217, 228]]",False,,Designee,Surprise,Aucune,SN,surprise,
Albert_dataset,Albert18_Pesquet_elastique,a2_1619446139850,SitEmo,281,282,!,"[""a2_1619446139850""]","[[281, 282]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert18_Sri_Lanka,a2_1616062692912,SitEmo,544,569,ont dû fuir leurs maisons,"[""a2_1616062692912""]","[[544, 569]]",False,,Designee,Peur,Aucune,Proposition,fuir,
Albert_dataset,Albert18_Sri_Lanka,a2_1619446354676,SitEmo,556,599,"leurs maisons, ravagées par les inondations","[""a2_1619446354676""]","[[556, 599]]",False,,Suggeree,Tristesse,Aucune,Proposition,ravagées,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617021789527,SitEmo,82,101,aux mécontentements,"[""a2_1617021789527""]","[[82, 101]]",False,,Designee,Colere,Aucune,SN,mécontentements,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617021883754,SitEmo,756,766,se soulève,"[""a2_1617021883754""]","[[756, 766]]",False,,Comportementale,Colere,Aucune,Proposition,se soulève,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617021975302,SitEmo,898,913,très mécontents,"[""a2_1617021975302""]","[[898, 913]]",False,,Designee,Colere,Aucune,SAdj,mécontents,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617022053468,SitEmo,971,983,se soulèvent,"[""a2_1617022053468""]","[[971, 983]]",False,,Comportementale,Colere,Aucune,Proposition,se soulève,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617022123600,SitEmo,1000,1027,des manifestations éclatent,"[""a2_1617022123600""]","[[1000, 1027]]",False,,Comportementale,Colere,Aucune,Proposition,manifestations,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617022128455,SitEmo,1029,1054,des péages sont incendiés,"[""a2_1617022128455""]","[[1029, 1054]]",False,,Comportementale,Colere,Aucune,Proposition,incendiés,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617022162064,SitEmo,1058,1093,les réserves de grains sont pillées,"[""a2_1617022162064""]","[[1058, 1093]]",False,,Comportementale,Colere,Aucune,Proposition,pillées,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1617022307048,SitEmo,1127,1198,mettent en place des tranchées et des barricades dans les rues de Paris,"[""a2_1617022307048""]","[[1127, 1198]]",False,,Comportementale,Colere,Aucune,Proposition,mettent en place des trachées et des barricades dans les rues de Paris,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1619446946697,SitEmo,632,663,craint que le peuple se révolte,"[""a2_1619446946697""]","[[632, 663]]",False,,Designee,Peur,Aucune,Proposition,craint,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1619537057011,SitEmo,653,663,se révolte,"[""a2_1619537057011""]","[[653, 663]]",False,,Comportementale,Colere,Aucune,Proposition,révolte,
Albert_dataset,Albert19_14_juillet_1789_la_prise_de_la_Bastille,a2_1619537081409,SitEmo,643,663,le peuple se révolte,"[""a2_1619537081409""]","[[643, 663]]",False,,Suggeree,Peur,Aucune,Proposition,révolte,
Albert_dataset,Albert19_Cyclisme_c_est_reparti_pour_un_tour,a2_1619776006364,SitEmo,38,39,!,"[""a2_1619776006364""]","[[38, 39]]",False,,Montree,Joie,Aucune,Point d'exclamation,!,
Albert_dataset,Albert19_Malin_comme_un_singe,a2_1616071230291,SitEmo,177,180,...,"[""a2_1616071230291""]","[[177, 180]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert19_Malin_comme_un_singe,a2_1619447916419,SitEmo,471,472,!,"[""a2_1619447916419""]","[[471, 472]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert19_Malin_comme_un_singe,a2_1619776140767,SitEmo,287,294,s’amuse,"[""a2_1619776140767""]","[[287, 294]]",False,,Comportementale,Joie,Aucune,Proposition,s'amuse,
Albert_dataset,Albert19_Porto_Rico,a2_1619448018197,SitEmo,692,702,s’y oppose,"[""a2_1619448018197""]","[[692, 702]]",False,,Comportementale,Colere,Aucune,Proposition,oppose,
Albert_dataset,Albert19_Retour_vers_un_PV,a2_1619448163109,SitEmo,85,94,grand fan,"[""a2_1619448163109""]","[[85, 94]]",False,,Designee,Admiration,Aucune,SN,fan,
Albert_dataset,Albert19_Retour_vers_un_PV,a2_1619448229805,SitEmo,128,141,Tellement fan,"[""a2_1619448229805""]","[[128, 141]]",False,,Designee,Admiration,Aucune,SAdj,fan,
Albert_dataset,Albert19_Retour_vers_un_PV,a2_1619776335114,SitEmo,11,14,...,"[""a2_1619776335114""]","[[11, 14]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert19_SOS_Fantomes,a2_1616072656692,SitEmo,336,339,...,"[""a2_1616072656692""]","[[336, 339]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert19_SOS_Fantomes,a2_1616072710608,SitEmo,351,352,!,"[""a2_1616072710608""]","[[351, 352]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert19_SOS_Fantomes,a2_1616073015204,SitEmo,311,350,la belle et grande maison... est hantée,"[""a2_1616073015204""]","[[311, 350]]",False,,Suggeree,Peur,Aucune,Proposition,hantée,
Albert_dataset,Albert19_SOS_Fantomes,discontinuous:a2_1616072789298+a2_1619448391845,SitEmo,263,287,ont quitté le poste,"[""a2_1616072789298"", ""a2_1619448391845""]","[[263, 266], [272, 287]]",True,discontinuous:a2_1616072789298+a2_1619448391845,Comportementale,Peur,Aucune,Proposition,quitté,
Albert_dataset,Albert19_Tchin,a2_1616073377540,SitEmo,93,102,étonnante,"[""a2_1616073377540""]","[[93, 102]]",False,,Designee,Surprise,Aucune,SAdj,étonnante,
Albert_dataset,Albert19__Royaume-Uni,a2_1616063901738,SitEmo,156,159,...,"[""a2_1616063901738""]","[[156, 159]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert19__Royaume-Uni,a2_1619446714406,SitEmo,18,38,une drôle de voiture,"[""a2_1619446714406""]","[[18, 38]]",False,,Suggeree,Surprise,Aucune,SN,drôle,
Albert_dataset,Albert2-100_ans_retard,a2_1619002658937,SitEmo,426,450,Sa mère venait de mourir,"[""a2_1619002658937""]","[[426, 450]]",False,,Suggeree,Tristesse,Aucune,Proposition,mourir,
Albert_dataset,Albert2-50_ans,a2_1614850327798,SitEmo,244,245,!,"[""a2_1614850327798""]","[[244, 245]]",False,,Montree,Joie,Surprise,Point d'exclamation,!,
Albert_dataset,Albert2-50_ans,a2_1614850371752,SitEmo,272,276,même,"[""a2_1614850371752""]","[[272, 276]]",False,,Montree,Surprise,Aucune,SAdv,même,
Albert_dataset,Albert2-50_ans,discontinuous:a2_1614849910488+a2_1619002300135,SitEmo,137,243,"a offert un gâteau géant, composé de ses fruits et légumes préférés : pastèque, kiwi et potiron","[""a2_1614849910488"", ""a2_1619002300135""]","[[137, 145], [157, 243]]",True,discontinuous:a2_1614849910488+a2_1619002300135,Suggeree,Joie,Aucune,Proposition,offert; préférés,
Albert_dataset,Albert2-Coree_du_Nord,a2_1614680878280,SitEmo,726,732,fâchés,"[""a2_1614680878280""]","[[726, 732]]",False,,Designee,Colere,Aucune,SAdj,fâchés,
Albert_dataset,Albert2-Coree_du_Nord,a2_1614681162615,SitEmo,344,354,inquiétude,"[""a2_1614681162615""]","[[344, 354]]",False,,Designee,Peur,Aucune,SN,inquiétude,
Albert_dataset,Albert2-Coree_du_Nord,a2_1619003074045,SitEmo,182,189,menacer,"[""a2_1619003074045""]","[[182, 189]]",False,,Suggeree,Peur,Aucune,Proposition,menacer,
Albert_dataset,Albert2-Coree_du_Nord,a2_1619003209706,SitEmo,366,375,désaccord,"[""a2_1619003209706""]","[[366, 375]]",False,,Suggeree,Colere,Aucune,SN,désaccord,
Albert_dataset,Albert2-Coree_du_Nord,a2_1619003396887,SitEmo,639,652,très inquiète,"[""a2_1619003396887""]","[[639, 652]]",False,,Designee,Peur,Aucune,SAdj,inquiète,
Albert_dataset,Albert2-Coree_du_Nord,discontinuous:a2_1619003279927+a2_1619003284997,SitEmo,469,509,ont menacé de sanctions,"[""a2_1619003279927"", ""a2_1619003284997""]","[[469, 479], [497, 509]]",True,discontinuous:a2_1619003279927+a2_1619003284997,Comportementale,Colere,Aucune,Proposition,menacé; sanctions,
Albert_dataset,Albert2-Pays-Bas,a2_1619006925668,SitEmo,677,699,Cette drôle de méthode,"[""a2_1619006925668""]","[[677, 699]]",False,,Suggeree,Surprise,Aucune,SN,drôle,
Albert_dataset,Albert2-Pays-Bas,a2_1620741537276,SitEmo,29,38,s’amusent,"[""a2_1620741537276""]","[[29, 38]]",False,,Comportementale,Joie,Aucune,Proposition,s'amusent,
Albert_dataset,Albert2-Syrie,a2_1615215542503,SitEmo,399,401,Or,"[""a2_1615215542503""]","[[399, 401]]",False,,Montree,Colere,Aucune,Conj. de coordination,or,
Albert_dataset,Albert2-Syrie,a2_1615216210241,SitEmo,509,513,même,"[""a2_1615216210241""]","[[509, 513]]",False,,Suggeree,Tristesse,Aucune,Proposition,même,
Albert_dataset,Albert2-Syrie,a2_1615216261399,SitEmo,629,662,tué des travailleurs humanitaires,"[""a2_1615216261399""]","[[629, 662]]",False,,Suggeree,Peur,Aucune,Proposition,tué,
Albert_dataset,Albert2-Syrie,a2_1615546121529,SitEmo,691,754,accusent les Russes d’avoir largué ces bombes et rompu la trêve,"[""a2_1615546121529""]","[[691, 754]]",False,,Comportementale,Colere,Aucune,Proposition,accusent,
Albert_dataset,Albert2-Syrie,a2_1619011940001,SitEmo,713,754,avoir largué ces bombes et rompu la trêve,"[""a2_1619011940001""]","[[713, 754]]",False,,Suggeree,Colere,Aucune,Proposition,largué; rompu,
Albert_dataset,Albert2-Syrie,discontinuous:a2_1619181856754+a2_1619181863541,SitEmo,505,625,"ont touché des camions qui apportaient de l’aide humanitaire aux populations (de la nourriture, des médicaments...)","[""a2_1619181856754"", ""a2_1619181863541""]","[[505, 508], [514, 625]]",True,discontinuous:a2_1619181856754+a2_1619181863541,Suggeree,Peur,Aucune,Proposition,touché des camions qui apportaient de l’aide humanitaire,
Albert_dataset,Albert2-art_odeur,a2_1614678597659,Autre,82,94,la curiosité,"[""a2_1614678597659""]","[[82, 94]]",False,,,,,,,curiosité
Albert_dataset,Albert2-art_odeur,a2_1614678847365,SitEmo,214,215,!,"[""a2_1614678847365""]","[[214, 215]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert2-art_odeur,a2_1614851344113,SitEmo,182,185,...,"[""a2_1614851344113""]","[[182, 185]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert2-hommes_femmes_egalite,a2_1614861261073,SitEmo,1913,1916,...,"[""a2_1614861261073""]","[[1913, 1916]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert2-hommes_femmes_egalite,a2_1614852092916,SitEmo,1106,1127,victimes d’injustices,"[""a2_1614852092916""]","[[1106, 1127]]",False,,Suggeree,Colere,Aucune,SN,victimes; injustices,
Albert_dataset,Albert2-hommes_femmes_egalite,a2_1619006627331,SitEmo,1201,1217,ces humiliations,"[""a2_1619006627331""]","[[1201, 1217]]",False,,Designee,Embarras,Aucune,SN,humiliations,
Albert_dataset,Albert2-hommes_femmes_egalite,discontinuous:a2_1619006518336+a2_1619006551392,SitEmo,1106,1145,victimes d’humiliations,"[""a2_1619006518336"", ""a2_1619006551392""]","[[1106, 1114], [1131, 1145]]",True,discontinuous:a2_1619006518336+a2_1619006551392,Designee,Embarras,Aucune,SN,humiliations,
Albert_dataset,Albert2-science_dinosaures,a2_1614852533272,SitEmo,70,139,vient de révéler que certains dinosaures ne ressemblaient pas du tout,"[""a2_1614852533272""]","[[70, 139]]",False,,Montree,Surprise,Aucune,SAdv,pas du tout,
Albert_dataset,Albert2-science_dinosaures,a2_1614852624882,SitEmo,246,289,qui n’a rien des grands méchants dinosaures,"[""a2_1614852624882""]","[[246, 289]]",False,,Montree,Surprise,Aucune,Proposition,qui n'a rien des,
Albert_dataset,Albert2-science_dinosaures,a2_1619007178223,SitEmo,1821,1831,un exploit,"[""a2_1619007178223""]","[[1821, 1831]]",False,,Suggeree,Admiration,Aucune,SN,exploit,
Albert_dataset,Albert2-science_dinosaures,a2_1619008707146,SitEmo,2618,2630,pourchassent,"[""a2_1619008707146""]","[[2618, 2630]]",False,,Suggeree,Peur,Aucune,Proposition,pourchassent,
Albert_dataset,Albert2-science_dinosaures,a2_1619182135908,SitEmo,922,937,il se trouve qu,"[""a2_1619182135908""]","[[922, 937]]",False,,Montree,Surprise,Aucune,Proposition,il se trouve qu,
Albert_dataset,Albert2-science_dinosaures,a2_1619182309062,SitEmo,949,986,pas aussi impressionnant que Godzilla,"[""a2_1619182309062""]","[[949, 986]]",False,,Designee,Surprise,Aucune,SAdj,impressionant,
Albert_dataset,Albert2-science_dinosaures,a2_1621509003515,SitEmo,140,174,à l’image que nous nous en faisons,"[""a2_1621509003515""]","[[140, 174]]",False,,Montree,Surprise,Aucune,SN,l'image que nous nous en faisons,
Albert_dataset,Albert2-science_dinosaures,a2_1621509093647,SitEmo,515,589,des scientifiques viennent de découvrir que ce n’était pas toujours le cas,"[""a2_1621509093647""]","[[515, 589]]",False,,Suggeree,Surprise,Aucune,Proposition,ce n'est pas toujours le cas,
Albert_dataset,Albert2-science_dinosaures,a2_1621509162153,SitEmo,1275,1281,loin d,"[""a2_1621509162153""]","[[1275, 1281]]",False,,Montree,Surprise,Aucune,SAdj,loin d,
Albert_dataset,Albert2-science_dinosaures,a2_1620303524667,SitEmo,987,988,!,"[""a2_1620303524667""]","[[987, 988]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert2-science_dinosaures,a2_1620303442432,SitEmo,949,986,pas aussi impressionnant que Godzilla,"[""a2_1620303442432""]","[[949, 986]]",False,,Montree,Surprise,Aucune,Proposition,pas aussi que,
Albert_dataset,Albert2-sosie,a2_1614764461282,SitEmo,118,125,a surgi,"[""a2_1614764461282""]","[[118, 125]]",False,,Suggeree,Surprise,Aucune,Proposition,surgi,
Albert_dataset,Albert2-sosie,a2_1615202176609,SitEmo,95,117,un drôle de personnage,"[""a2_1615202176609""]","[[95, 117]]",False,,Suggeree,Surprise,Aucune,SN,drôle,
Albert_dataset,Albert2-sosie,a2_1619008833546,SitEmo,287,292,idole,"[""a2_1619008833546""]","[[287, 292]]",False,,Suggeree,Admiration,Aucune,SN,idole,
Albert_dataset,Albert2-sosie,a2_1619009012372,SitEmo,371,379,expulser,"[""a2_1619009012372""]","[[371, 379]]",False,,Comportementale,Colere,Aucune,Proposition,expulser,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011137585,SitEmo,2931,2956,a remporté trois épreuves,"[""a2_1619011137585""]","[[2931, 2956]]",False,,Suggeree,Joie,Fierte,Proposition,remporté,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011145503,SitEmo,3154,3182,a remporté une médaille d’or,"[""a2_1619011145503""]","[[3154, 3182]]",False,,Suggeree,Joie,Fierte,Proposition,remporté; médaille d'or,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011150969,SitEmo,3260,3301,a remporté des médailles d’or par équipes,"[""a2_1619011150969""]","[[3260, 3301]]",False,,Suggeree,Joie,Fierte,Proposition,remporté; médailles d'or,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011336428,SitEmo,3653,3675,de véritables exploits,"[""a2_1619011336428""]","[[3653, 3675]]",False,,Suggeree,Fierte,Joie,SN,exploits,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011466926,SitEmo,3653,3675,de véritables exploits,"[""a2_1619011466926""]","[[3653, 3675]]",False,,Suggeree,Admiration,Aucune,SN,exploits,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011627866,SitEmo,3800,3850,explosé les records de vitesse sur le 1.500 mètres,"[""a2_1619011627866""]","[[3800, 3850]]",False,,Montree,Admiration,Aucune,Proposition,explosé,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011590243,SitEmo,3796,3850,ont explosé les records de vitesse sur le 1.500 mètres,"[""a2_1619011590243""]","[[3796, 3850]]",False,,Suggeree,Joie,Fierte,Proposition,explosé; records,
Albert_dataset,Albert2-succes_Jeux_paralympiques,a2_1619011749874,SitEmo,3929,3971,a battu le record du monde de la catégorie,"[""a2_1619011749874""]","[[3929, 3971]]",False,,Suggeree,Joie,Fierte,Proposition,battu le record du monde,
Albert_dataset,Albert20_De_la_grece_antique_a_Pierre_de_Coubertin,a2_1621440320369,SitEmo,975,1001,considérés comme des héros,"[""a2_1621440320369""]","[[975, 1001]]",False,,Suggeree,Admiration,Aucune,Proposition,héros,
Albert_dataset,Albert20_Electricite_vers_la_fin_du_nucleaire,a2_1616427005122,SitEmo,4654,4684,Après l’accident de Tchernobyl,"[""a2_1616427005122""]","[[4654, 4684]]",False,,Suggeree,Peur,Aucune,SAdv,accident,
Albert_dataset,Albert20_Electricite_vers_la_fin_du_nucleaire,a2_1616427026168,SitEmo,4704,4708,vote,"[""a2_1616427026168""]","[[4704, 4708]]",False,,Comportementale,Peur,Aucune,SPrep,vote,
Albert_dataset,Albert20_Electricite_vers_la_fin_du_nucleaire,a2_1616427030628,SitEmo,4719,4748,la fermeture de ses centrales,"[""a2_1616427030628""]","[[4719, 4748]]",False,,Comportementale,Peur,Aucune,SN,fermeture,
Albert_dataset,Albert20_Electricite_vers_la_fin_du_nucleaire,a2_1616427040032,SitEmo,4759,4782,l’accident de Fukushima,"[""a2_1616427040032""]","[[4759, 4782]]",False,,Suggeree,Peur,Aucune,SN,accident,
Albert_dataset,Albert20_Electricite_vers_la_fin_du_nucleaire,a2_1619515384041,SitEmo,3951,3960,un danger,"[""a2_1619515384041""]","[[3951, 3960]]",False,,Designee,Peur,Aucune,SN,danger,
Albert_dataset,Albert20_Ils_vecurent_heureux,a2_1616074286027,SitEmo,131,134,...,"[""a2_1616074286027""]","[[131, 134]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert20_Ils_vecurent_heureux,a2_1616074319907,SitEmo,162,163,!,"[""a2_1616074319907""]","[[162, 163]]",False,,Suggeree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert20_Ils_vecurent_heureux,a2_1616427400242,SitEmo,13,20,heureux,"[""a2_1616427400242""]","[[13, 20]]",False,,Designee,Joie,Aucune,SAdj,heureux,
Albert_dataset,Albert20_Irak,a2_1616075021376,SitEmo,266,280,avaient soumis,"[""a2_1616075021376""]","[[266, 280]]",False,,Suggeree,Peur,Aucune,Proposition,soumis,
Albert_dataset,Albert20_Irak,a2_1616075143202,SitEmo,753,782,les maisons ont été détruites,"[""a2_1616075143202""]","[[753, 782]]",False,,Suggeree,Tristesse,Peur,Proposition,détruites,
Albert_dataset,Albert20_Japon,a2_1616075452466,SitEmo,339,350,se félicite,"[""a2_1616075452466""]","[[339, 350]]",False,,Designee,Joie,Aucune,Proposition,se félicite,
Albert_dataset,Albert20_Japon,a2_1616075596466,SitEmo,409,427,n’est pas d’accord,"[""a2_1616075596466""]","[[409, 427]]",False,,Suggeree,Colere,Aucune,Proposition,pas d'accord,
Albert_dataset,Albert20_Japon,a2_1616075665172,SitEmo,508,526,une discrimination,"[""a2_1616075665172""]","[[508, 526]]",False,,Suggeree,Colere,Aucune,Proposition,discrimination,
Albert_dataset,Albert20_Japon,a2_1619515610630,SitEmo,283,289,vénère,"[""a2_1619515610630""]","[[283, 289]]",False,,Designee,Admiration,Aucune,Proposition,vénère,
Albert_dataset,Albert20_La_vie_en_rose,a2_1616075812078,SitEmo,346,349,...,"[""a2_1616075812078""]","[[346, 349]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
Albert_dataset,Albert20_La_vie_en_rose,a2_1616075836658,SitEmo,398,399,!,"[""a2_1616075836658""]","[[398, 399]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
Albert_dataset,Albert20_La_vie_en_rose,a2_1616075935482,SitEmo,35,64,un incendie menaçait sa ferme,"[""a2_1616075935482""]","[[35, 64]]",False,,Suggeree,Peur,Aucune,Proposition,incendie; menaçait,
Albert_dataset,Albert20_Le_blob_la_mousse_qui_fascine_les_scientifiques,a2_1616086929248,SitEmo,2711,2721,la panique,"[""a2_1616086929248""]","[[2711, 2721]]",False,,Designee,Peur,Aucune,SN,panique,
Albert_dataset,Albert20_Le_blob_la_mousse_qui_fascine_les_scientifiques,a2_1619516024377,SitEmo,2784,2790,craint,"[""a2_1619516024377""]","[[2784, 2790]]",False,,Designee,Peur,Aucune,Proposition,craint,
Albert_dataset,Albert20_Le_vesuve_en_eruption_detruit_Pompei,a2_1619516127176,SitEmo,1558,1585,"a été découvert, par hasard","[""a2_1619516127176""]","[[1558, 1585]]",False,,Suggeree,Surprise,Aucune,Proposition,découvert; hasard,
Albert_dataset,Albert20_Le_vesuve_en_eruption_detruit_Pompei,a2_1619776965166,SitEmo,1939,1951,exceptionnel,"[""a2_1619776965166""]","[[1939, 1951]]",False,,Designee,Admiration,Aucune,SAdj,exceptionnel,
