marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
injuste,word,0,0,2,10,12,0.00,0.00,0.17,0.83,0.65,0.33
violentes,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
mauvaise,word,0,1,0,5,6,0.00,0.17,0.00,0.83,0.65,0.33
hors,word,0,1,0,5,6,0.00,0.17,0.00,0.83,0.65,0.33
mort,word,3,0,0,15,18,0.17,0.00,0.00,0.83,0.65,0.33
hausse,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
accusée,word,5,0,0,1,6,0.83,0.00,0.00,0.17,0.65,0.33
choqué,word,0,25,0,5,30,0.00,0.83,0.00,0.17,0.65,0.33
chose,word,0,0,2,10,12,0.00,0.00,0.17,0.83,0.65,0.33
attaques,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
blague,word,0,0,5,1,6,0.00,0.00,0.83,0.17,0.65,0.33
détruire,word,0,1,0,5,6,0.00,0.17,0.00,0.83,0.65,0.33
dictature,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
arrêté,word,5,0,0,1,6,0.83,0.00,0.00,0.17,0.65,0.33
?,punctuation,3,0,89,9,101,0.03,0.00,0.88,0.09,0.62,0.31
chance,word,0,0,2,11,13,0.00,0.00,0.15,0.85,0.62,0.31
déjà,word,0,0,17,3,20,0.00,0.00,0.85,0.15,0.61,0.30
manifestation,word,6,0,0,1,7,0.86,0.00,0.00,0.14,0.59,0.30
malheureusement,word,0,6,1,0,7,0.00,0.86,0.14,0.00,0.59,0.30
ans,word,0,0,1,6,7,0.00,0.00,0.14,0.86,0.59,0.30
aise,word,0,6,0,1,7,0.00,0.86,0.00,0.14,0.59,0.30
dormir,word,1,0,0,6,7,0.14,0.00,0.00,0.86,0.59,0.30
bonheur,word,0,12,0,2,14,0.00,0.86,0.00,0.14,0.59,0.30
confiance,word,0,0,1,6,7,0.00,0.00,0.14,0.86,0.59,0.30
maison,word,1,0,0,6,7,0.14,0.00,0.00,0.86,0.59,0.30
rare,word,0,0,1,6,7,0.00,0.00,0.14,0.86,0.59,0.30
rue,word,6,0,0,1,7,0.86,0.00,0.00,0.14,0.59,0.30
risques,word,0,6,0,1,7,0.00,0.86,0.00,0.14,0.59,0.30
cp,word,0,0,6,1,7,0.00,0.00,0.86,0.14,0.59,0.30
menacent,word,0,6,0,1,7,0.00,0.86,0.00,0.14,0.59,0.30
tranquille,word,0,0,6,1,7,0.00,0.00,0.86,0.14,0.59,0.30
menaces,word,1,6,0,0,7,0.14,0.86,0.00,0.00,0.59,0.30
cool,word,0,6,1,0,7,0.00,0.86,0.14,0.00,0.59,0.30
guerre,word,5,0,0,31,36,0.14,0.00,0.00,0.86,0.58,0.29
remporter,word,0,0,2,13,15,0.00,0.00,0.13,0.87,0.57,0.28
graves,word,0,0,1,7,8,0.00,0.00,0.12,0.88,0.54,0.27
critique,word,7,0,0,1,8,0.88,0.00,0.00,0.12,0.54,0.27
grande,word,1,0,0,7,8,0.12,0.00,0.00,0.88,0.54,0.27
sûr,word,0,0,7,1,8,0.00,0.00,0.88,0.12,0.54,0.27
fierté,word,1,7,0,0,8,0.12,0.88,0.00,0.00,0.54,0.27
plainte,word,7,0,0,1,8,0.88,0.00,0.00,0.12,0.54,0.27
marrant,word,0,7,1,0,8,0.00,0.88,0.12,0.00,0.54,0.27
mauvaises,word,1,0,0,7,8,0.12,0.00,0.00,0.88,0.54,0.27
jusqu,word,1,0,7,0,8,0.12,0.00,0.88,0.00,0.54,0.27
spectaculaire,word,0,7,0,1,8,0.00,0.88,0.00,0.12,0.54,0.27
accusé,word,21,0,0,3,24,0.88,0.00,0.00,0.12,0.54,0.27
t'es,word,0,0,7,1,8,0.00,0.00,0.88,0.12,0.54,0.27
danger,word,0,29,0,4,33,0.00,0.88,0.00,0.12,0.53,0.27
révolte,word,8,0,0,1,9,0.89,0.00,0.00,0.11,0.50,0.25
gueule,word,1,0,8,0,9,0.11,0.00,0.89,0.00,0.50,0.25
dérange,word,0,8,1,0,9,0.00,0.89,0.11,0.00,0.50,0.25
refuge,word,8,0,0,1,9,0.89,0.00,0.00,0.11,0.50,0.25
grave,word,0,0,3,26,29,0.00,0.00,0.10,0.90,0.48,0.24
problèmes,word,0,0,1,9,10,0.00,0.00,0.10,0.90,0.47,0.23
honte,word,0,9,1,0,10,0.00,0.90,0.10,0.00,0.47,0.23
t'as,word,0,0,9,1,10,0.00,0.00,0.90,0.10,0.47,0.23
cher,word,0,0,1,9,10,0.00,0.00,0.10,0.90,0.47,0.23
travailler,word,9,0,0,1,10,0.90,0.00,0.00,0.10,0.47,0.23
deux,word,0,0,1,10,11,0.00,0.00,0.09,0.91,0.44,0.22
exploit,word,0,2,0,20,22,0.00,0.09,0.00,0.91,0.44,0.22
désaccord,word,1,0,0,10,11,0.09,0.00,0.00,0.91,0.44,0.22
vs,word,0,0,10,1,11,0.00,0.00,0.91,0.09,0.44,0.22
bande,word,0,0,10,1,11,0.00,0.00,0.91,0.09,0.44,0.22
merci,word,0,1,10,0,11,0.00,0.09,0.91,0.00,0.44,0.22
pourtant,word,0,0,11,1,12,0.00,0.00,0.92,0.08,0.41,0.21
rêve,word,0,0,1,11,12,0.00,0.00,0.08,0.92,0.41,0.21
inquiète,word,0,22,0,2,24,0.00,0.92,0.00,0.08,0.41,0.21
coups,word,1,0,0,11,12,0.08,0.00,0.00,0.92,0.41,0.21
morts,word,1,0,0,11,12,0.08,0.00,0.00,0.92,0.41,0.21
malheur,word,0,14,1,0,15,0.00,0.93,0.07,0.00,0.35,0.18
beau,word,0,0,1,14,15,0.00,0.00,0.07,0.93,0.35,0.18
étonnant,word,0,14,1,0,15,0.00,0.93,0.07,0.00,0.35,0.18
grosse,word,0,0,15,1,16,0.00,0.00,0.94,0.06,0.34,0.17
monde,word,0,0,1,15,16,0.00,0.00,0.06,0.94,0.34,0.17
surprise,word,1,39,0,1,41,0.02,0.95,0.00,0.02,0.33,0.16
difficile,word,0,0,1,16,17,0.00,0.00,0.06,0.94,0.32,0.16
violences,word,1,0,0,17,18,0.06,0.00,0.00,0.94,0.31,0.15
harcèlement,word,0,0,1,18,19,0.00,0.00,0.05,0.95,0.30,0.15
craignent,word,1,18,0,0,19,0.05,0.95,0.00,0.00,0.30,0.15
pleurer,word,18,1,0,0,19,0.95,0.05,0.00,0.00,0.30,0.15
critiqué,word,19,0,0,1,20,0.95,0.00,0.00,0.05,0.29,0.14
victimes,word,1,0,0,20,21,0.05,0.00,0.00,0.95,0.28,0.14
triste,word,0,21,0,1,22,0.00,0.95,0.00,0.05,0.27,0.13
fuir,word,21,1,0,0,22,0.95,0.05,0.00,0.00,0.27,0.13
heureux,word,0,26,0,1,27,0.00,0.96,0.00,0.04,0.23,0.11
colère,word,2,52,0,0,54,0.04,0.96,0.00,0.00,0.23,0.11
hommage,word,30,0,0,1,31,0.97,0.00,0.00,0.03,0.21,0.10
peur,word,1,128,0,2,131,0.01,0.98,0.00,0.02,0.18,0.09
!,punctuation,0,0,696,13,709,0.00,0.00,0.98,0.02,0.13,0.07
dangereux,word,0,55,0,1,56,0.00,0.98,0.00,0.02,0.13,0.06
manifestations,word,62,0,1,0,63,0.98,0.00,0.02,0.00,0.12,0.06
…,punctuation,0,0,284,2,286,0.00,0.00,0.99,0.01,0.06,0.03
conséquences,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
content,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
contente,word,0,10,0,0,10,0.00,1.00,0.00,0.00,-0.00,-0.00
contents,word,0,16,0,0,16,0.00,1.00,0.00,0.00,-0.00,-0.00
corps,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
corruption,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
couilles,word,0,0,6,0,6,0.00,0.00,1.00,0.00,-0.00,-0.00
choquantes,word,0,14,0,0,14,0.00,1.00,0.00,0.00,-0.00,-0.00
réclamaient,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
réclamait,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
réclame,word,12,0,0,0,12,1.00,0.00,0.00,0.00,-0.00,-0.00
réclament,word,10,0,0,0,10,1.00,0.00,0.00,0.00,-0.00,-0.00
réclamé,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
récompense,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
réduites,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
réfugier,word,7,0,0,0,7,1.00,0.00,0.00,0.00,-0.00,-0.00
rétorque,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
réussi,word,0,0,0,14,14,0.00,0.00,0.00,1.00,-0.00,-0.00
réussir,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
respecté,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
responsables,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
revendications,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
revendique,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
reçu,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
ri,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
réclamer,word,14,0,0,0,14,1.00,0.00,0.00,0.00,-0.00,-0.00
stressé,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
stupide,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
s'inquiètent,word,0,7,0,0,7,0.00,1.00,0.00,0.00,-0.00,-0.00
s'étonne,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
santé,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
satisfaire,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
savoir,word,0,0,5,0,5,0.00,0.00,1.00,0.00,-0.00,-0.00
scandale,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
sent,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
sert,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
seul,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
sexuellement,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
sexuelles,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
rupture,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
choquée,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
choqués,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
cible,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
commettre,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
con,word,0,0,7,0,7,0.00,0.00,1.00,0.00,-0.00,-0.00
réussite,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
rêver,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
s'affrontent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
s'amuser,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
s'enfermer,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
s'enthousiasme,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
s'exclame,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
s'inquiète,word,0,10,0,0,10,0.00,1.00,0.00,0.00,-0.00,-0.00
riant,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
réussit,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
critiquée,word,12,0,0,0,12,1.00,0.00,0.00,0.00,-0.00,-0.00
critiqués,word,6,0,0,0,6,1.00,0.00,0.00,0.00,-0.00,-0.00
croisière,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
cul,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
raison,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
rate,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
ravi,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
ravie,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
record,word,0,0,0,18,18,0.00,0.00,0.00,1.00,-0.00,-0.00
records,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
redoute,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
redoutent,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
rigolé,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
refusé,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
puissants,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
putain,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
pute,word,0,0,15,0,15,0.00,0.00,1.00,0.00,-0.00,-0.00
pyjama,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
pénible,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
quelle,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
quelqu'un,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
quittent,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
d'or,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
dangereuse,word,0,13,0,0,13,0.00,1.00,0.00,0.00,-0.00,-0.00
dangereuses,word,0,11,0,0,11,0.00,1.00,0.00,0.00,-0.00,-0.00
danse,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
refuse,word,9,0,0,0,9,1.00,0.00,0.00,0.00,-0.00,-0.00
stop,word,0,0,7,0,7,0.00,0.00,1.00,0.00,-0.00,-0.00
risque,word,0,7,0,0,7,0.00,1.00,0.00,0.00,-0.00,-0.00
rit,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
routes,word,10,0,0,0,10,1.00,0.00,0.00,0.00,-0.00,-0.00
rues,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
coup,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
coupe,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
cour,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
craignaient,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
craindre,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
craint,word,0,8,0,0,8,0.00,1.00,0.00,0.00,-0.00,-0.00
crasseuse,word,0,0,7,0,7,0.00,0.00,1.00,0.00,-0.00,-0.00
crient,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
critiques,word,6,0,0,0,6,1.00,0.00,0.00,0.00,-0.00,-0.00
regrette,word,0,8,0,0,8,0.00,1.00,0.00,0.00,-0.00,-0.00
rejetés,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
remporte,word,0,0,0,17,17,0.00,0.00,0.00,1.00,-0.00,-0.00
remporté,word,0,0,0,24,24,0.00,0.00,0.00,1.00,-0.00,-0.00
remportée,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
renvoyé,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
reprochaient,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
reproche,word,11,0,0,0,11,1.00,0.00,0.00,0.00,-0.00,-0.00
reprochent,word,11,0,0,0,11,1.00,0.00,0.00,0.00,-0.00,-0.00
respecter,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
crise,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
critiquent,word,10,0,0,0,10,1.00,0.00,0.00,0.00,-0.00,-0.00
critiquer,word,8,0,0,0,8,1.00,0.00,0.00,0.00,-0.00,-0.00
conditions,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
agressés,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
ah,word,0,0,5,0,5,0.00,0.00,1.00,0.00,-0.00,-0.00
joyeux,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
appelé,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
applaudi,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
trésor,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tuer,word,0,0,0,13,13,0.00,0.00,0.00,1.00,-0.00,-0.00
tués,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
téléphone,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
unique,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
vache,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
venger,word,7,0,0,0,7,1.00,0.00,0.00,0.00,-0.00,-0.00
star,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
vexé,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
arme,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
armes,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
armé,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
attaque,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
attaquer,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
aucune,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
augmentation,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
avant,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
avouait,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
aïe,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
baise,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
baissant,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
vexe,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
inégalités,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
j'aimerais,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
lancé,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
larmes,word,7,0,0,0,7,1.00,0.00,0.00,0.00,-0.00,-0.00
lesbiennes,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
liberté,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
longtemps,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
lutte,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
lève,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
légende,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
magique,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
jaloux,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
jeux,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
agressées,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
vécue,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
volé,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
élue,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
émotion,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
émue,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
étonnante,word,0,10,0,0,10,0.00,1.00,0.00,0.00,-0.00,-0.00
étonnement,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
étonnés,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
"""",punctuation,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
victime,word,0,0,0,35,35,0.00,0.00,0.00,1.00,-0.00,-0.00
affrontements,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
affrontés,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
agressions,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
joué,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
succès,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
suicider,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
suivie,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
surprenant,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
surprenante,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
surpris,word,0,11,0,0,11,0.00,1.00,0.00,0.00,-0.00,-0.00
surprises,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
surtout,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
sympa,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
sécheresse,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
sécurité,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
catastrophe,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
catastrophes,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
battu,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
champion,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
championne,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
champs,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
chassés,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
chienne,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
chier,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
choc,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
soleil,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
souffrent,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
soupire,word,7,0,0,0,7,1.00,0.00,0.00,0.00,-0.00,-0.00
souriant,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
stage,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
danseur,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
cause,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
arabe,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
toit,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tomber,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
torturés,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
travers,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tribunal,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tristes,word,0,7,0,0,7,0.00,1.00,0.00,0.00,-0.00,-0.00
tristesse,word,0,10,0,0,10,0.00,1.00,0.00,0.00,-0.00,-0.00
trois,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tempête,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
tendue,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
terrorisme,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
terroristes,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
subissent,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
beaux,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
billes,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
bloquant,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
bloquent,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
bloquer,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
bloqué,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
bombardements,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
bombe,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
bombes,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
bouche,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
braconnage,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
bée,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
carrément,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
tg,word,0,0,22,0,22,0.00,0.00,1.00,0.00,-0.00,-0.00
graisse,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
grogné,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
grève,word,35,0,0,0,35,1.00,0.00,0.00,0.00,-0.00,-0.00
grèves,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
harcelé,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
hasard,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
hein,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
heureuse,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
heureuses,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
menacée,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
menacés,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
menaçante,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
danseurs,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
merde,word,0,0,16,0,16,0.00,0.00,1.00,0.00,-0.00,-0.00
mere,word,0,0,11,0,11,0.00,0.00,1.00,0.00,-0.00,-0.00
meurent,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
manifestent,word,15,0,0,0,15,1.00,0.00,0.00,0.00,-0.00,-0.00
héros,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
icône,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
important,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
impose,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
imposer,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
