marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
fâchée,0,0,1,1,fâché,colere,inflected_or_extended_marker,high,0.9091,1,5,0.9091
fâchée,0,0,1,2,fâcherie,colere,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
fâchée,0,0,1,3,fâcher,colere,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
fâchée,0,0,1,4,fâcheux,colere,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
félicitée,0,0,1,1,félicité,joie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
hilares,0,0,1,1,hilare,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
humiliées,0,0,1,1,humilié,embarras,inflected_or_extended_marker,high,0.875,2,7,0.875
humiliées,0,0,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
humiliés,0,0,1,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliés,0,0,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
hurle,0,0,1,1,hurler,comportement,truncated_prefix_marker,high,0.9091,1,5,0.9091
hurle,0,0,1,2,hurlement,comportement,truncated_prefix_marker,medium,0.7143,4,5,0.7143
important,0,0,1,1,importun,colere,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
inquiétée,0,0,1,1,inquiéter,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
inquiétée,0,0,1,2,inquiet,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
inquiétée,0,0,1,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8421,2,7,0.8421
isolées,0,0,1,1,isolé,tristesse,inflected_or_extended_marker,high,0.8333,2,5,0.8333
isolées,0,0,1,2,isoler,tristesse,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
jalousies,0,0,1,1,jalousie,jalousie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
jalousies,0,0,1,2,jalouser,jalousie,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
joviales,0,0,1,1,jovial,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
joyeuse,0,0,1,1,joyeuseté,joie,truncated_prefix_marker,high,0.875,2,7,0.875
joyeuse,0,0,1,2,joyeusement,joie,truncated_prefix_marker,medium,0.7778,4,7,0.7778
joyeuse,0,0,1,3,joyeux,joie,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
malheureuse,0,0,1,1,malheureux,tristesse,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
malheureuse,0,0,1,2,malheureusement,tristesse,truncated_prefix_marker,high,0.8462,4,11,0.8462
malheureuse,0,0,1,3,malheur,tristesse,inflected_or_extended_marker,medium,0.7778,4,7,0.7778
malheureuses,0,0,1,1,malheur,tristesse,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
mauvaises,0,0,1,1,mauvaiseté,inhumanite,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
menacées,0,0,1,1,menace,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacées,0,0,1,2,menacé,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacées,0,0,1,3,menacer,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
menaçaient,0,0,1,1,menaçant,peur,shared_long_stem_edit_distance,high,0.8889,2,6,0.8889
menaçants,0,0,1,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
mécontente,0,0,1,1,mécontenter,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
mécontente,0,0,1,2,mécontent,colere,inflected_or_extended_marker,high,0.9474,1,9,0.9474
mécontente,0,0,1,3,mécontentement,colere,truncated_prefix_marker,high,0.8333,4,10,0.8333
mécontentemer,0,0,1,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9167,2,10,0.9167
mécontentemer,0,0,1,2,mécontentement,colere,shared_long_stem_edit_distance,high,0.8889,2,12,0.8889
mécontentemer,0,0,1,3,mécontent,colere,inflected_or_extended_marker,medium,0.8182,4,9,0.8182
mécontentent,0,0,1,1,mécontentement,colere,shared_long_stem_edit_distance,high,0.9231,2,10,0.9231
mécontentent,0,0,1,2,mécontenter,colere,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
mécontentent,0,0,1,3,mécontent,colere,inflected_or_extended_marker,high,0.8571,3,9,0.8571
mécontentes,0,0,1,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
mécontentes,0,0,1,2,mécontent,colere,inflected_or_extended_marker,high,0.9,2,9,0.9
méfiantes,0,0,1,1,méfiant,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
méfiantes,0,0,1,2,méfiance,peur,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
méfiants,0,0,1,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiants,0,0,1,2,méfiance,peur,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
nerveuse,0,0,1,1,nerveux,comportement,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
nerveuse,0,0,1,2,nerveusement,comportement,truncated_prefix_marker,medium,0.8,4,8,0.8
peines,0,0,1,1,peine,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
peines,0,0,1,2,peiner,tristesse,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
plaisent,0,0,1,1,plaisant,amour,same_prefix_fuzzy,medium,0.875,1,5,0.875
provoque,0,0,1,1,provoquer,non_specifiee,truncated_prefix_marker,high,0.9412,1,8,0.9412
préoccupants,0,0,1,1,préoccupant,peur,inflected_or_extended_marker,high,0.9565,1,11,0.9565
redouté,0,0,1,1,redouter,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
respectent,0,0,1,1,respecter,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
respectent,0,0,1,2,respect,admiration,inflected_or_extended_marker,high,0.8235,3,7,0.8235
rigolos,0,0,1,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
rigolos,0,0,1,2,rigoler,joie,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
rigolote,0,0,1,1,rigolo,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
rigolotes,0,0,1,1,rigolo,joie,inflected_or_extended_marker,medium,0.8,3,6,0.8
réjouissent,0,0,1,1,réjouissant,joie,same_prefix_fuzzy,medium,0.9091,1,8,0.9091
révoltée,0,0,1,1,révolte,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,0,1,2,révolté,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,0,1,3,révolter,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
satisfaites,0,0,1,1,satisfait,joie,inflected_or_extended_marker,high,0.9,2,9,0.9
satisfaites,0,0,1,2,satisfaire,joie,shared_long_stem_edit_distance,high,0.8571,2,8,0.8571
satisfaits,0,0,1,1,satisfait,joie,inflected_or_extended_marker,high,0.9474,1,9,0.9474
satisfaits,0,0,1,2,satisfaire,joie,shared_long_stem_edit_distance,medium,0.8,2,8,0.8
sensibles,0,0,1,1,sensible,non_specifiee,inflected_or_extended_marker,high,0.9412,1,8,0.9412
sidéré,0,0,1,1,sidérer,surprise,truncated_prefix_marker,high,0.9231,1,6,0.9231
sidérés,0,0,1,1,sidérer,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
soucis,0,0,1,1,souci,peur,inflected_or_extended_marker,high,0.9091,1,5,0.9091
soucis,0,0,1,2,soucier,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
stressée,0,0,1,1,stressé,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
stressée,0,0,1,2,stresser,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
stressée,0,0,1,3,stress,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
surprenants,0,0,1,1,surprenant,surprise,inflected_or_extended_marker,high,0.9524,1,10,0.9524
surprend,0,0,1,1,surprendre,surprise,truncated_prefix_marker,high,0.8889,2,8,0.8889
sympas,0,0,1,1,sympa,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
terre,0,0,1,1,terreur,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
terres,0,0,1,1,terreur,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
terrifiants,0,0,1,1,terrifiant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
timides,0,0,1,1,timide,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
émerveillés,0,0,1,1,émerveillé,admiration,inflected_or_extended_marker,high,0.9524,1,10,0.9524
émerveillés,0,0,1,2,émerveiller,admiration,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
énervait,0,0,1,1,énervant,colere,shared_long_stem_edit_distance,high,0.875,1,6,0.875
épouvant,0,0,1,1,épouvante,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
épouvant,0,0,1,2,épouvanter,peur,truncated_prefix_marker,high,0.8889,2,8,0.8889
épouvant,0,0,1,3,épouvantail,peur,truncated_prefix_marker,high,0.8421,3,8,0.8421
épouvant,0,0,1,4,épouvantable,peur,truncated_prefix_marker,medium,0.8,4,8,0.8
épouvant,0,0,1,5,épouvantement,peur,truncated_prefix_marker,medium,0.7619,5,8,0.7619
étonnerait,0,0,1,1,étonner,surprise,inflected_or_extended_marker,high,0.8235,3,7,0.8235
étonnerait,0,0,1,2,étonné,surprise,inflected_or_extended_marker,medium,0.75,4,6,0.75
