source_file,text_span,mode,emotion,marker_type,marker_value,type
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,zones,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,sévit,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,maladie,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,notamment,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,europe,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,états-unis,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,rapportent,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,covid,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,provoquant,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,deuxième,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,vague,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,épidémie,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,word,chine,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,",",SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,-,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,",",SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,-,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,",",SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,«,SitEmo
Albert_dataset,"des Chinois revenant de zones où sévit la maladie, notamment l’Europe ou les États-Unis, ne rapportent le Covid-19 chez eux, provoquant une « deuxième vague » d’épidémie en Chine",Suggérée,Peur,punctuation,»,SitEmo
Albert_dataset,faire rire ,Comportementale,Joie,word,rire,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,s’est réfugié à Aden,Comportementale,Peur,word,réfugié,SitEmo
Albert_dataset,s’est réfugié à Aden,Comportementale,Peur,word,aden,SitEmo
Albert_dataset,est ravagé par des conflits,Suggérée,Peur,word,ravagé,SitEmo
Albert_dataset,est ravagé par des conflits,Suggérée,Peur,word,conflits,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,lutter,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,contre,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,famine,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,épidémie,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,choléra,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,word,coronavirus,SitEmo
Albert_dataset,"doivent lutter contre la famine, l’épidémie de choléra et celle du coronavirus",Suggérée,Peur,punctuation,",",SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,l’hilarité,Comportementale,Joie,word,hilarité,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,L’odeur a incité à ne pas sortir,Suggérée,Dégoût,word,odeur,SitEmo
Albert_dataset,L’odeur a incité à ne pas sortir,Suggérée,Dégoût,word,incité,SitEmo
Albert_dataset,L’odeur a incité à ne pas sortir,Suggérée,Dégoût,word,sortir,SitEmo
Albert_dataset,l’acclamer,Comportementale,Joie,word,acclamer,SitEmo
Albert_dataset,l’acclamer,Comportementale,Admiration,word,acclamer,SitEmo
Albert_dataset,inquiète,Désignée,Peur,word,inquiète,SitEmo
Albert_dataset,frustrées,Suggérée,Tristesse,word,frustrées,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Joie,word,entrée,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Fierté,word,entrée,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Joie,word,livre,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Fierté,word,livre,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Joie,word,guiness,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Fierté,word,guiness,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Joie,word,records,SitEmo
Albert_dataset,est entrée dans le livre Guiness des records,Suggérée,Fierté,word,records,SitEmo
Albert_dataset,de nombreuses critiques,Comportementale,Peur,word,nombreuses,SitEmo
Albert_dataset,de nombreuses critiques,Comportementale,Peur,word,critiques,SitEmo
Albert_dataset,en menaçant,Comportementale,Colère,word,menaçant,SitEmo
Albert_dataset,stupéfaits,Désignée,Surprise,word,stupéfaits,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,appellent,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,police,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,signaler,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,tapage,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,nocturne,SitEmo
Albert_dataset,appellent la police pour signaler un tapage nocturne chez leurs voisins,Comportementale,Colère,word,voisins,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,word,remporte,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,word,remporte,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,word,première,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,word,première,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,word,course,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,word,course,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,word,automobile,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,word,automobile,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,word,états-unis,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,word,états-unis,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Joie,punctuation,-,SitEmo
Albert_dataset,remporte la toute première course automobile des États-Unis,Suggérée,Fierté,punctuation,-,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,ne s’attendaient pas,Suggérée,Surprise,word,attendaient,SitEmo
Albert_dataset,considéré comme un héros de la Première Guerre mondiale,Suggérée,Admiration,word,considéré,SitEmo
Albert_dataset,considéré comme un héros de la Première Guerre mondiale,Suggérée,Admiration,word,héros,SitEmo
Albert_dataset,considéré comme un héros de la Première Guerre mondiale,Suggérée,Admiration,word,première,SitEmo
Albert_dataset,considéré comme un héros de la Première Guerre mondiale,Suggérée,Admiration,word,guerre,SitEmo
Albert_dataset,considéré comme un héros de la Première Guerre mondiale,Suggérée,Admiration,word,mondiale,SitEmo
Albert_dataset,n’est pas d’accord avec cette décision,Suggérée,Colère,word,accord,SitEmo
Albert_dataset,n’est pas d’accord avec cette décision,Suggérée,Colère,word,décision,SitEmo
Albert_dataset,heureux,Désignée,Joie,word,heureux,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,word,remporté,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,word,chasse,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,word,trésor,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,word,géante,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,word,états-unis,SitEmo
Albert_dataset,a remporté une chasse au trésor géante aux États-Unis,Suggérée,Joie,punctuation,-,SitEmo
Albert_dataset,une drôle de partie d’échecs,Suggérée,Surprise,word,drôle,SitEmo
Albert_dataset,une drôle de partie d’échecs,Suggérée,Surprise,word,partie,SitEmo
Albert_dataset,une drôle de partie d’échecs,Suggérée,Surprise,word,échecs,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,en conflit avec l’Inde,Comportementale,Colère,word,conflit,SitEmo
Albert_dataset,en conflit avec l’Inde,Comportementale,Colère,word,inde,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,dénoncent un acte raciste,Comportementale,Colère,word,dénoncent,SitEmo
Albert_dataset,dénoncent un acte raciste,Comportementale,Colère,word,acte,SitEmo
Albert_dataset,dénoncent un acte raciste,Comportementale,Colère,word,raciste,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,word,réclament,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,word,justice,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,word,envers,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,word,population,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,word,afro-américaine,SitEmo
Albert_dataset,réclament plus de justice envers de la population afro-américaine,Comportementale,Colère,punctuation,-,SitEmo
Albert_dataset,a choqué,Suggérée,Colère,word,choqué,SitEmo
Albert_dataset,de nombreuses protestations,Comportementale,Colère,word,nombreuses,SitEmo
Albert_dataset,de nombreuses protestations,Comportementale,Colère,word,protestations,SitEmo
Albert_dataset,accusant les policiers d’avoir agi aussi violemment par racisme,Comportementale,Colère,word,accusant,SitEmo
Albert_dataset,accusant les policiers d’avoir agi aussi violemment par racisme,Comportementale,Colère,word,policiers,SitEmo
Albert_dataset,accusant les policiers d’avoir agi aussi violemment par racisme,Comportementale,Colère,word,agi,SitEmo
Albert_dataset,accusant les policiers d’avoir agi aussi violemment par racisme,Comportementale,Colère,word,violemment,SitEmo
Albert_dataset,accusant les policiers d’avoir agi aussi violemment par racisme,Comportementale,Colère,word,racisme,SitEmo
Albert_dataset,avoir agi aussi violemment par racisme,Suggérée,Colère,word,agi,SitEmo
Albert_dataset,avoir agi aussi violemment par racisme,Suggérée,Colère,word,violemment,SitEmo
Albert_dataset,avoir agi aussi violemment par racisme,Suggérée,Colère,word,racisme,SitEmo
Albert_dataset,de nombreuses manifestations anti‑racisme,Comportementale,Colère,word,nombreuses,SitEmo
Albert_dataset,de nombreuses manifestations anti‑racisme,Comportementale,Colère,word,manifestations,SitEmo
Albert_dataset,de nombreuses manifestations anti‑racisme,Comportementale,Colère,word,anti,SitEmo
Albert_dataset,de nombreuses manifestations anti‑racisme,Comportementale,Colère,word,racisme,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,accusent,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,police,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,française,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,parfois,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,preuve,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,violences,SitEmo
Albert_dataset,accusent la police française de faire parfois preuve de violences injustifiées,Comportementale,Colère,word,injustifiées,SitEmo
Albert_dataset,faire preuve de violences injustifiées,Suggérée,Colère,word,preuve,SitEmo
Albert_dataset,faire preuve de violences injustifiées,Suggérée,Colère,word,violences,SitEmo
Albert_dataset,faire preuve de violences injustifiées,Suggérée,Colère,word,injustifiées,SitEmo
Albert_dataset,étonnante,Désignée,Surprise,word,étonnante,SitEmo
Albert_dataset,découvrir,Suggérée,Surprise,word,découvrir,SitEmo
Albert_dataset,Difficile d’imaginer,Montrée,Surprise,word,difficile,SitEmo
Albert_dataset,Difficile d’imaginer,Montrée,Surprise,word,imaginer,SitEmo
Albert_dataset,s’affrontent,Comportementale,Colère,word,affrontent,SitEmo
Albert_dataset,ont des relations très tendues,Suggérée,Colère,word,relations,SitEmo
Albert_dataset,ont des relations très tendues,Suggérée,Colère,word,tendues,SitEmo
Albert_dataset,des messages critiquant le dirigeant nord-coréen,Suggérée,Colère,word,messages,SitEmo
Albert_dataset,des messages critiquant le dirigeant nord-coréen,Suggérée,Colère,word,critiquant,SitEmo
Albert_dataset,des messages critiquant le dirigeant nord-coréen,Suggérée,Colère,word,dirigeant,SitEmo
Albert_dataset,des messages critiquant le dirigeant nord-coréen,Suggérée,Colère,word,nord-coréen,SitEmo
Albert_dataset,des messages critiquant le dirigeant nord-coréen,Suggérée,Colère,punctuation,-,SitEmo
Albert_dataset,a rompu les relations avec son voisin,Comportementale,Colère,word,rompu,SitEmo
Albert_dataset,a rompu les relations avec son voisin,Comportementale,Colère,word,relations,SitEmo
Albert_dataset,a rompu les relations avec son voisin,Comportementale,Colère,word,voisin,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,word,critiquer,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,word,président,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,word,sud-coréen,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,word,moon,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,word,jae-in,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,punctuation,-,SitEmo
Albert_dataset,critiquer le président sud-coréen Moon Jae-in,Comportementale,Colère,punctuation,-,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,pestilentielle,Désignée,Dégoût,word,pestilentielle,SitEmo
Albert_dataset,de violentes nausées,Comportementale,Dégoût,word,violentes,SitEmo
Albert_dataset,de violentes nausées,Comportementale,Dégoût,word,nausées,SitEmo
Albert_dataset,retrouvent leur liberté,Suggérée,Joie,word,retrouvent,SitEmo
Albert_dataset,retrouvent leur liberté,Suggérée,Joie,word,liberté,SitEmo
Albert_dataset,ne souhaitent pas que leurs anciens esclaves deviennent leurs égaux,Suggérée,Colère,word,souhaitent,SitEmo
Albert_dataset,ne souhaitent pas que leurs anciens esclaves deviennent leurs égaux,Suggérée,Colère,word,anciens,SitEmo
Albert_dataset,ne souhaitent pas que leurs anciens esclaves deviennent leurs égaux,Suggérée,Colère,word,esclaves,SitEmo
Albert_dataset,ne souhaitent pas que leurs anciens esclaves deviennent leurs égaux,Suggérée,Colère,word,deviennent,SitEmo
Albert_dataset,ne souhaitent pas que leurs anciens esclaves deviennent leurs égaux,Suggérée,Colère,word,égaux,SitEmo
Albert_dataset,La révolte,Comportementale,Colère,word,révolte,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,refuse,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,céder,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,place,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,blanc,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,autobus,SitEmo
Albert_dataset,refuse de céder sa place à un Blanc dans un autobus de Montgomery,Comportementale,Colère,word,montgomery,SitEmo
Albert_dataset,des protestations,Comportementale,Colère,word,protestations,SitEmo
Albert_dataset,de nombreuses manifestations et revendications,Comportementale,Colère,word,nombreuses,SitEmo
Albert_dataset,de nombreuses manifestations et revendications,Comportementale,Colère,word,manifestations,SitEmo
Albert_dataset,de nombreuses manifestations et revendications,Comportementale,Colère,word,revendications,SitEmo
Albert_dataset,finissent par obtenir gain de cause,Suggérée,Joie,word,finissent,SitEmo
Albert_dataset,finissent par obtenir gain de cause,Suggérée,Joie,word,obtenir,SitEmo
Albert_dataset,finissent par obtenir gain de cause,Suggérée,Joie,word,gain,SitEmo
Albert_dataset,finissent par obtenir gain de cause,Suggérée,Joie,word,cause,SitEmo
Albert_dataset,le bonheur,Désignée,Joie,word,bonheur,SitEmo
Albert_dataset,est fortement persécutée,Suggérée,Peur,word,fortement,SitEmo
Albert_dataset,est fortement persécutée,Suggérée,Tristesse,word,fortement,SitEmo
Albert_dataset,est fortement persécutée,Suggérée,Peur,word,persécutée,SitEmo
Albert_dataset,est fortement persécutée,Suggérée,Tristesse,word,persécutée,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,écrit,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,lettre,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,organisation,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,nations,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,unies,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,demander,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,agir,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,éviter,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,crimes,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,contre,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,word,humanité,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,punctuation,«,SitEmo
Albert_dataset,ont écrit une lettre à l’Organisation des Nations Unies pour lui demander d’agir et d’éviter « des crimes contre l’humanité »,Comportementale,Colère,punctuation,»,SitEmo
Albert_dataset,s’être battue contre la dictature dans son pays,Comportementale,Colère,word,battue,SitEmo
Albert_dataset,s’être battue contre la dictature dans son pays,Comportementale,Colère,word,contre,SitEmo
Albert_dataset,s’être battue contre la dictature dans son pays,Comportementale,Colère,word,dictature,SitEmo
Albert_dataset,s’être battue contre la dictature dans son pays,Comportementale,Colère,word,pays,SitEmo
Albert_dataset,la guerre civile fait rage,Suggérée,Peur,word,guerre,SitEmo
Albert_dataset,la guerre civile fait rage,Suggérée,Peur,word,civile,SitEmo
Albert_dataset,la guerre civile fait rage,Suggérée,Peur,word,rage,SitEmo
Albert_dataset,...,Montrée,Surprise,punctuation,…,SitEmo
Albert_dataset,ne voient pas d’un très bon oeil,Suggérée,Colère,word,voient,SitEmo
Albert_dataset,ne voient pas d’un très bon oeil,Suggérée,Colère,word,bon,SitEmo
Albert_dataset,ne voient pas d’un très bon oeil,Suggérée,Colère,word,oeil,SitEmo
Albert_dataset,de violentes manifestations,Comportementale,Colère,word,violentes,SitEmo
Albert_dataset,de violentes manifestations,Comportementale,Colère,word,manifestations,SitEmo
Albert_dataset,avoir voulu garder autoritairement le pouvoir,Suggérée,Colère,word,voulu,SitEmo
Albert_dataset,avoir voulu garder autoritairement le pouvoir,Suggérée,Colère,word,garder,SitEmo
Albert_dataset,avoir voulu garder autoritairement le pouvoir,Suggérée,Colère,word,autoritairement,SitEmo
Albert_dataset,l’ont accusé d’avoir voulu garder autoritairement le pouvoir,Comportementale,Colère,word,accusé,SitEmo
Albert_dataset,l’ont accusé d’avoir voulu garder autoritairement le pouvoir,Comportementale,Colère,word,voulu,SitEmo
Albert_dataset,l’ont accusé d’avoir voulu garder autoritairement le pouvoir,Comportementale,Colère,word,garder,SitEmo
Albert_dataset,l’ont accusé d’avoir voulu garder autoritairement le pouvoir,Comportementale,Colère,word,autoritairement,SitEmo
Albert_dataset,ne s’attendait sûrement pas,Suggérée,Surprise,word,attendait,SitEmo
Albert_dataset,ne s’attendait sûrement pas,Suggérée,Surprise,word,sûrement,SitEmo
Albert_dataset,!,Montrée,Surprise,punctuation,!,SitEmo
Albert_dataset,refuse catégoriquement,Comportementale,Colère,word,refuse,SitEmo
Albert_dataset,refuse catégoriquement,Comportementale,Colère,word,catégoriquement,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,accusent,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,russie,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,procédé,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,piratages,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,informatiques,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,saboter,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,élection,SitEmo
Albert_dataset,accusent la Russie d’avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Comportementale,Colère,word,présidentielle,SitEmo
Albert_dataset,expulser des diplomates russes et leurs familles,Comportementale,Colère,word,expulser,SitEmo
Albert_dataset,expulser des diplomates russes et leurs familles,Comportementale,Colère,word,diplomates,SitEmo
Albert_dataset,expulser des diplomates russes et leurs familles,Comportementale,Colère,word,russes,SitEmo
Albert_dataset,expulser des diplomates russes et leurs familles,Comportementale,Colère,word,familles,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,word,accuse,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,word,états-unis,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,word,aucune,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,word,preuve,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,word,implication,SitEmo
Albert_dataset,accuse les États-Unis de n’avoir aucune preuve de son implication,Comportementale,Colère,punctuation,-,SitEmo
Albert_dataset,avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Suggérée,Colère,word,procédé,SitEmo
Albert_dataset,avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Suggérée,Colère,word,piratages,SitEmo
Albert_dataset,avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Suggérée,Colère,word,informatiques,SitEmo
Albert_dataset,avoir procédé à des piratages informatiques pour saboter l’élection présidentielle,Suggérée,Colère,word,saboter,SitEmo
