source_file,text_span,mode,emotion,marker_type,marker_value,type
LitteratureJeunesse,Il faudrait savoir,Montrée,Colère,word,savoir,SitEmo
LitteratureJeunesse,l'aider à progresser,Suggérée,Joie,word,l'aider,SitEmo
LitteratureJeunesse,l'aider à progresser,Suggérée,Joie,word,progresser,SitEmo
LitteratureJeunesse,l'aider à progresser,Suggérée,Joie,punctuation,',SitEmo
LitteratureJeunesse,c’est l’heure d’aller à l’école,Suggérée,Tristesse,word,heure,SitEmo
LitteratureJeunesse,c’est l’heure d’aller à l’école,Suggérée,Tristesse,word,école,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,se récite le mot,Comportementale,Joie,word,récite,SitEmo
LitteratureJeunesse,se récite le mot,Comportementale,Joie,word,mot,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,word,danseront,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,word,ensemble,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,word,grande,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,word,scènes,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,word,monde,SitEmo
LitteratureJeunesse,danseront ensemble ; plus grande scènes du monde,Suggérée,Joie,punctuation,;,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Fierté,punctuation,!,SitEmo
LitteratureJeunesse,frimer,Désignée,Joie,word,frimer,SitEmo
LitteratureJeunesse,frimer,Désignée,Fierté,word,frimer,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Fierté,punctuation,!,SitEmo
LitteratureJeunesse,Ouais,Montrée,Dégoût,word,ouais,SitEmo
LitteratureJeunesse,!,Montrée,Dégoût,punctuation,!,SitEmo
LitteratureJeunesse,plaisante,Désignée,Joie,word,plaisante,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,aucune ne connaît,Suggérée,Tristesse,word,aucune,SitEmo
LitteratureJeunesse,aucune ne connaît,Suggérée,Tristesse,word,connaît,SitEmo
LitteratureJeunesse,merci,Montrée,Joie,word,merci,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,word,parfaits,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,word,musclés,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,word,gracieux,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,word,contrôlés,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,punctuation,;,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,punctuation,;,SitEmo
LitteratureJeunesse,parfaits ; musclés ; gracieux ; contrôlés,Suggérée,Admiration,punctuation,;,SitEmo
LitteratureJeunesse,voire en quatre,Montrée,Admiration,word,voire,SitEmo
LitteratureJeunesse,voire en quatre,Montrée,Admiration,word,quatre,SitEmo
LitteratureJeunesse,Mais malgré,Montrée,Tristesse,word,malgré,SitEmo
LitteratureJeunesse,applaudissements,Suggérée,Joie,word,applaudissements,SitEmo
LitteratureJeunesse,malgré,Montrée,Tristesse,word,malgré,SitEmo
LitteratureJeunesse,déjà,Montrée,Surprise,word,déjà,SitEmo
LitteratureJeunesse,insiste,Comportementale,Joie,word,insiste,SitEmo
LitteratureJeunesse,Entrez,Montrée,Joie,word,entrez,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Surprise,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,fascinée,Désignée,Admiration,word,fascinée,SitEmo
LitteratureJeunesse,fascinée,Désignée,Joie,word,fascinée,SitEmo
LitteratureJeunesse,good,Suggérée,Admiration,word,good,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,Come to New York,Montrée,Joie,word,come,SitEmo
LitteratureJeunesse,Come to New York,Montrée,Joie,word,to,SitEmo
LitteratureJeunesse,Come to New York,Montrée,Joie,word,new,SitEmo
LitteratureJeunesse,Come to New York,Montrée,Joie,word,york,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,partant,Suggérée,Joie,word,partant,SitEmo
LitteratureJeunesse,Tu ne devineras jamais,Montrée,Joie,word,devineras,SitEmo
LitteratureJeunesse,Tu ne devineras jamais,Montrée,Fierté,word,devineras,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Joie,word,dansé,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Fierté,word,dansé,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Joie,word,troupe,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Fierté,word,troupe,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Joie,word,alvin,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Fierté,word,alvin,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Joie,word,ailey,SitEmo
LitteratureJeunesse,dansé avec la troupe Alvin Ailey,Suggérée,Fierté,word,ailey,SitEmo
LitteratureJeunesse,Ah,Montrée,Surprise,word,ah,SitEmo
LitteratureJeunesse,quelle chance,Montrée,Joie,word,quelle,SitEmo
LitteratureJeunesse,quelle chance,Montrée,Joie,word,chance,SitEmo
LitteratureJeunesse,...,Montrée,Tristesse,punctuation,…,SitEmo
LitteratureJeunesse,bien dansé avec la troupe,Suggérée,Joie,word,dansé,SitEmo
LitteratureJeunesse,bien dansé avec la troupe,Suggérée,Joie,word,troupe,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Fierté,punctuation,!,SitEmo
LitteratureJeunesse,carrément,Montrée,Joie,word,carrément,SitEmo
LitteratureJeunesse,carrément,Montrée,Fierté,word,carrément,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Fierté,punctuation,!,SitEmo
LitteratureJeunesse,se précipite,Comportementale,Joie,word,précipite,SitEmo
LitteratureJeunesse,évidemment,Montrée,Tristesse,word,évidemment,SitEmo
LitteratureJeunesse,évidemment,Montrée,Colère,word,évidemment,SitEmo
LitteratureJeunesse,tout est en anglais,Suggérée,Tristesse,word,anglais,SitEmo
LitteratureJeunesse,tout est en anglais,Suggérée,Colère,word,anglais,SitEmo
LitteratureJeunesse,joie,Désignée,Joie,word,joie,SitEmo
LitteratureJeunesse,il y a des stages de danse pour les enfants,Suggérée,Joie,word,stages,SitEmo
LitteratureJeunesse,il y a des stages de danse pour les enfants,Suggérée,Joie,word,danse,SitEmo
LitteratureJeunesse,il y a des stages de danse pour les enfants,Suggérée,Joie,word,enfants,SitEmo
LitteratureJeunesse,court annoncer la nouvelle,Comportementale,Joie,word,court,SitEmo
LitteratureJeunesse,court annoncer la nouvelle,Comportementale,Joie,word,annoncer,SitEmo
LitteratureJeunesse,court annoncer la nouvelle,Comportementale,Joie,word,nouvelle,SitEmo
LitteratureJeunesse,s'enthousiasme,Désignée,Joie,word,s'enthousiasme,SitEmo
LitteratureJeunesse,s'enthousiasme,Désignée,Joie,punctuation,',SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,stage de danse à New York,Suggérée,Joie,word,stage,SitEmo
LitteratureJeunesse,stage de danse à New York,Suggérée,Joie,word,danse,SitEmo
LitteratureJeunesse,stage de danse à New York,Suggérée,Joie,word,new,SitEmo
LitteratureJeunesse,stage de danse à New York,Suggérée,Joie,word,york,SitEmo
LitteratureJeunesse,s'inquiète,Désignée,Peur,word,s'inquiète,SitEmo
LitteratureJeunesse,s'inquiète,Désignée,Peur,punctuation,',SitEmo
LitteratureJeunesse,panique,Désignée,Peur,word,panique,SitEmo
LitteratureJeunesse,ne comprend rien de ce que les professeurs lui demandent,Suggérée,Peur,word,comprend,SitEmo
LitteratureJeunesse,ne comprend rien de ce que les professeurs lui demandent,Suggérée,Peur,word,professeurs,SitEmo
LitteratureJeunesse,ne comprend rien de ce que les professeurs lui demandent,Suggérée,Peur,word,demandent,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Peur,word,pourra,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Tristesse,word,pourra,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Peur,word,stage,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Tristesse,word,stage,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Peur,word,rêve,SitEmo
LitteratureJeunesse,ne pourra jamais faire ce stage de rêve,Suggérée,Tristesse,word,rêve,SitEmo
LitteratureJeunesse,Pfff,Montrée,Tristesse,word,pfff,SitEmo
LitteratureJeunesse,se lamente,Comportementale,Tristesse,word,lamente,SitEmo
LitteratureJeunesse,froisse son troisième brouillon,Comportementale,Tristesse,word,froisse,SitEmo
LitteratureJeunesse,froisse son troisième brouillon,Comportementale,Tristesse,word,troisième,SitEmo
LitteratureJeunesse,froisse son troisième brouillon,Comportementale,Tristesse,word,brouillon,SitEmo
LitteratureJeunesse,Encore ; phénoménal ; fabuleux,Montrée,Joie,word,encore,SitEmo
LitteratureJeunesse,Encore ; phénoménal ; fabuleux,Montrée,Joie,word,phénoménal,SitEmo
LitteratureJeunesse,Encore ; phénoménal ; fabuleux,Montrée,Joie,word,fabuleux,SitEmo
LitteratureJeunesse,Encore ; phénoménal ; fabuleux,Montrée,Joie,punctuation,;,SitEmo
LitteratureJeunesse,Encore ; phénoménal ; fabuleux,Montrée,Joie,punctuation,;,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,Eh bien,Montrée,Tristesse,word,eh,SitEmo
LitteratureJeunesse,frustrant,Désignée,Tristesse,word,frustrant,SitEmo
LitteratureJeunesse,frustrant,Désignée,Colère,word,frustrant,SitEmo
LitteratureJeunesse,s'empresse,Comportementale,Joie,word,s'empresse,SitEmo
LitteratureJeunesse,s'empresse,Comportementale,Joie,punctuation,',SitEmo
LitteratureJeunesse,Bon,Montrée,Joie,word,bon,SitEmo
LitteratureJeunesse,Bon,Montrée,Peur,word,bon,SitEmo
LitteratureJeunesse,...,Montrée,Peur,punctuation,…,SitEmo
LitteratureJeunesse,a une idée,Suggérée,Joie,word,idée,SitEmo
LitteratureJeunesse,très douée,Suggérée,Joie,word,douée,SitEmo
LitteratureJeunesse,très douée,Suggérée,Fierté,word,douée,SitEmo
LitteratureJeunesse,c'est ça,Montrée,Dégoût,word,c'est,SitEmo
LitteratureJeunesse,c'est ça,Montrée,Dégoût,punctuation,',SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,Décidément,Montrée,Tristesse,word,décidément,SitEmo
LitteratureJeunesse,douée,Suggérée,Joie,word,douée,SitEmo
LitteratureJeunesse,douée,Suggérée,Fierté,word,douée,SitEmo
LitteratureJeunesse,génial,Désignée,Joie,word,génial,SitEmo
LitteratureJeunesse,Mais ça doit être très cher,Suggérée,Peur,word,cher,SitEmo
LitteratureJeunesse,panique,Comportementale,Peur,word,panique,SitEmo
LitteratureJeunesse,Oh non,Montrée,Tristesse,word,oh,SitEmo
LitteratureJeunesse,Oh non,Montrée,Surprise,word,oh,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Surprise,punctuation,!,SitEmo
LitteratureJeunesse,parle très bien,Suggérée,Admiration,word,parle,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,réfléchit,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,réfléchit,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,qu'il,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,qu'il,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,faut,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,faut,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,vie,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,vie,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,danseur,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,danseur,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,cuisiner,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,cuisiner,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,word,humain,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,word,humain,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,',SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,',SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Tristesse,punctuation,;,SitEmo
LitteratureJeunesse,réfléchit ; à tout ce qu'il faut pour ; la vie ; être danseur ; cuisiner ; être humain,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,word,peut-être,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,word,peut-être,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,word,qu'il,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,word,qu'il,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,word,faudrait,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,word,faudrait,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,word,dormir,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,word,dormir,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,punctuation,-,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,punctuation,-,SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Tristesse,punctuation,',SitEmo
LitteratureJeunesse,Peut-être qu'il ne faudrait jamais dormir,Suggérée,Peur,punctuation,',SitEmo
LitteratureJeunesse,aide patiemment à rédiger sa lettre,Suggérée,Joie,word,aide,SitEmo
LitteratureJeunesse,aide patiemment à rédiger sa lettre,Suggérée,Joie,word,patiemment,SitEmo
LitteratureJeunesse,aide patiemment à rédiger sa lettre,Suggérée,Joie,word,rédiger,SitEmo
LitteratureJeunesse,aide patiemment à rédiger sa lettre,Suggérée,Joie,word,lettre,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Joie,word,danseuse,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Fierté,word,danseuse,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Joie,word,noire,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Fierté,word,noire,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Joie,word,volant,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Fierté,word,volant,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Joie,word,travers,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Fierté,word,travers,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Joie,word,scène,SitEmo
LitteratureJeunesse,être une danseuse noire volant à travers la scène,Suggérée,Fierté,word,scène,SitEmo
LitteratureJeunesse,ne manque pas d'animation,Suggérée,Joie,word,manque,SitEmo
LitteratureJeunesse,ne manque pas d'animation,Suggérée,Joie,word,d'animation,SitEmo
LitteratureJeunesse,ne manque pas d'animation,Suggérée,Joie,punctuation,',SitEmo
LitteratureJeunesse,retrouve ; étendue ; morte,Suggérée,Peur,word,retrouve,SitEmo
LitteratureJeunesse,retrouve ; étendue ; morte,Suggérée,Peur,word,étendue,SitEmo
LitteratureJeunesse,retrouve ; étendue ; morte,Suggérée,Peur,word,morte,SitEmo
LitteratureJeunesse,retrouve ; étendue ; morte,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,retrouve ; étendue ; morte,Suggérée,Peur,punctuation,;,SitEmo
LitteratureJeunesse,se lève d'un bond,Comportementale,Joie,word,lève,SitEmo
LitteratureJeunesse,se lève d'un bond,Comportementale,Joie,word,d'un,SitEmo
LitteratureJeunesse,se lève d'un bond,Comportementale,Joie,word,bond,SitEmo
LitteratureJeunesse,se lève d'un bond,Comportementale,Joie,punctuation,',SitEmo
LitteratureJeunesse,a réussi à devenir noire,Suggérée,Joie,word,réussi,SitEmo
LitteratureJeunesse,a réussi à devenir noire,Suggérée,Joie,word,devenir,SitEmo
LitteratureJeunesse,a réussi à devenir noire,Suggérée,Joie,word,noire,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Surprise,punctuation,!,SitEmo
LitteratureJeunesse,a mal partout,Suggérée,Tristesse,word,partout,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,Aïe,Montrée,Tristesse,word,aïe,SitEmo
LitteratureJeunesse,Aïe,Montrée,Colère,word,aïe,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Tristesse,word,c'est,SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Colère,word,c'est,SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Tristesse,word,juste,SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Colère,word,juste,SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Tristesse,punctuation,',SitEmo
LitteratureJeunesse,C'est pas juste,Suggérée,Colère,punctuation,',SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,chouine,Comportementale,Tristesse,word,chouine,SitEmo
LitteratureJeunesse,chouine,Comportementale,Colère,word,chouine,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Tristesse,word,coups,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Colère,word,coups,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Tristesse,word,soleil,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Colère,word,soleil,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,gaîment,Désignée,Joie,word,gaîment,SitEmo
LitteratureJeunesse,plaisante,Désignée,Joie,word,plaisante,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,Tiens,Montrée,Surprise,word,tiens,SitEmo
LitteratureJeunesse,c'est trop dur,Montrée,Tristesse,word,c'est,SitEmo
LitteratureJeunesse,c'est trop dur,Montrée,Tristesse,word,dur,SitEmo
LitteratureJeunesse,c'est trop dur,Montrée,Tristesse,punctuation,',SitEmo
LitteratureJeunesse,être le seul garçon au milieu de six filles,Suggérée,Tristesse,word,seul,SitEmo
LitteratureJeunesse,être le seul garçon au milieu de six filles,Suggérée,Tristesse,word,garçon,SitEmo
LitteratureJeunesse,être le seul garçon au milieu de six filles,Suggérée,Tristesse,word,milieu,SitEmo
LitteratureJeunesse,être le seul garçon au milieu de six filles,Suggérée,Tristesse,word,six,SitEmo
LitteratureJeunesse,être le seul garçon au milieu de six filles,Suggérée,Tristesse,word,filles,SitEmo
LitteratureJeunesse,encore plus,Montrée,Peur,word,encore,SitEmo
LitteratureJeunesse,Tu nous as sauvées,Suggérée,Joie,word,sauvées,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,grogne,Comportementale,Colère,word,grogne,SitEmo
LitteratureJeunesse,de toute façon,Montrée,Colère,word,façon,SitEmo
LitteratureJeunesse,Et alors ?,Montrée,Surprise,punctuation,?,SitEmo
LitteratureJeunesse,Et alors ?,Montrée,Colère,punctuation,?,SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,proteste,Comportementale,Colère,word,proteste,SitEmo
LitteratureJeunesse,plaisante,Désignée,Joie,word,plaisante,SitEmo
LitteratureJeunesse,C'est sûr que,Montrée,Joie,word,c'est,SitEmo
LitteratureJeunesse,C'est sûr que,Montrée,Joie,word,sûr,SitEmo
LitteratureJeunesse,C'est sûr que,Montrée,Joie,punctuation,',SitEmo
LitteratureJeunesse,une nuit horrible,Suggérée,Tristesse,word,nuit,SitEmo
LitteratureJeunesse,une nuit horrible,Suggérée,Tristesse,word,horrible,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Tristesse,word,coups,SitEmo
LitteratureJeunesse,coups de soleil,Suggérée,Tristesse,word,soleil,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,très mauvaise humeur,Suggérée,Colère,word,mauvaise,SitEmo
LitteratureJeunesse,très mauvaise humeur,Suggérée,Colère,word,humeur,SitEmo
LitteratureJeunesse,!,Montrée,Joie,punctuation,!,SitEmo
LitteratureJeunesse,un grand sourire,Comportementale,Joie,word,grand,SitEmo
LitteratureJeunesse,un grand sourire,Comportementale,Joie,word,sourire,SitEmo
LitteratureJeunesse,grommèle,Comportementale,Colère,word,grommèle,SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,s'emporte,Comportementale,Colère,word,s'emporte,SitEmo
LitteratureJeunesse,s'emporte,Comportementale,Colère,punctuation,',SitEmo
LitteratureJeunesse,Sorry,Montrée,Embarras,word,sorry,SitEmo
LitteratureJeunesse,s'excuse,Désignée,Embarras,word,s'excuse,SitEmo
LitteratureJeunesse,s'excuse,Désignée,Embarras,punctuation,',SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Colère,word,c'est,SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Tristesse,word,c'est,SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Colère,word,drôle,SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Tristesse,word,drôle,SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Colère,punctuation,',SitEmo
LitteratureJeunesse,C'est pas drôle,Montrée,Tristesse,punctuation,',SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,se vexe,Désignée,Colère,word,vexe,SitEmo
LitteratureJeunesse,se vexe,Désignée,Tristesse,word,vexe,SitEmo
LitteratureJeunesse,juste,Montrée,Colère,word,juste,SitEmo
LitteratureJeunesse,juste,Montrée,Tristesse,word,juste,SitEmo
LitteratureJeunesse,!,Montrée,Colère,punctuation,!,SitEmo
LitteratureJeunesse,!,Montrée,Tristesse,punctuation,!,SitEmo
LitteratureJeunesse,Vraiment,Montrée,Surprise,word,vraiment,SitEmo
LitteratureJeunesse,a du mal à le croire,Désignée,Surprise,word,croire,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,word,parents,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,word,auraient,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,word,continué,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,word,essayer,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,word,d'en,SitEmo
LitteratureJeunesse,les parents auraient continué à essayer d'en avoir un,Suggérée,Peur,punctuation,',SitEmo
LitteratureJeunesse,s'étonne,Désignée,Surprise,word,s'étonne,SitEmo
