marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
juif,lemma,0,3,0,2,0,0,0,0,1,0,1,7,0.43,0.29,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.84,0.53
énorme,lemma,3,0,0,1,0,0,0,2,0,1,0,7,0.00,0.14,0.29,0.00,0.14,0.00,0.43,0.00,0.00,0.00,0.00,1.84,0.53
rare,word,2,0,0,0,0,1,0,1,0,3,0,7,0.00,0.00,0.14,0.00,0.43,0.00,0.29,0.00,0.00,0.14,0.00,1.84,0.53
occasion,lemma,0,0,0,0,1,2,0,3,0,0,1,7,0.00,0.00,0.43,0.00,0.00,0.14,0.00,0.00,0.14,0.29,0.00,1.84,0.53
air,lemma,0,2,0,1,0,0,0,3,0,1,0,7,0.29,0.14,0.43,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.53
travail,word,0,4,0,0,0,0,0,1,2,0,2,9,0.44,0.00,0.11,0.22,0.00,0.22,0.00,0.00,0.00,0.00,0.00,1.84,0.53
grave,lemma,0,8,0,1,0,0,0,1,13,0,13,36,0.22,0.03,0.03,0.36,0.00,0.36,0.00,0.00,0.00,0.00,0.00,1.83,0.53
mauvais,lemma,0,10,0,0,2,0,0,0,5,0,7,24,0.42,0.00,0.00,0.21,0.00,0.29,0.00,0.00,0.08,0.00,0.00,1.81,0.52
peine,word,0,3,0,0,0,0,0,1,1,0,3,8,0.38,0.00,0.12,0.12,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.81,0.52
mieux,lemma,1,0,0,0,0,3,0,3,0,0,1,8,0.00,0.00,0.38,0.00,0.00,0.12,0.12,0.00,0.00,0.38,0.00,1.81,0.52
disparaître,lemma,0,1,0,0,0,0,0,0,3,1,3,8,0.12,0.00,0.00,0.38,0.12,0.38,0.00,0.00,0.00,0.00,0.00,1.81,0.52
recevoir,lemma,0,1,0,0,0,3,0,3,1,0,0,8,0.12,0.00,0.38,0.12,0.00,0.00,0.00,0.00,0.00,0.38,0.00,1.81,0.52
mieux,word,1,0,0,0,0,3,0,3,0,0,1,8,0.00,0.00,0.38,0.00,0.00,0.12,0.12,0.00,0.00,0.38,0.00,1.81,0.52
honneur,lemma,3,1,0,0,0,3,0,1,0,0,0,8,0.12,0.00,0.12,0.00,0.00,0.00,0.38,0.00,0.00,0.38,0.00,1.81,0.52
mettre,lemma,0,8,0,0,0,0,0,2,4,0,3,17,0.47,0.00,0.12,0.24,0.00,0.18,0.00,0.00,0.00,0.00,0.00,1.81,0.52
vie,lemma,0,10,0,0,0,0,0,11,3,0,4,28,0.36,0.00,0.39,0.11,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.81,0.52
exploit,lemma,12,0,0,0,0,5,0,5,0,3,0,25,0.00,0.00,0.20,0.00,0.12,0.00,0.48,0.00,0.00,0.20,0.00,1.80,0.52
petit,lemma,0,0,1,0,0,2,0,9,1,0,3,16,0.00,0.00,0.56,0.06,0.00,0.19,0.00,0.06,0.00,0.12,0.00,1.79,0.52
moquer,lemma,0,1,0,1,3,0,0,0,1,0,0,6,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.79,0.52
énorme,word,3,0,0,1,0,0,0,1,0,1,0,6,0.00,0.17,0.17,0.00,0.17,0.00,0.50,0.00,0.00,0.00,0.00,1.79,0.52
blessé,lemma,0,1,0,0,1,0,0,0,3,0,1,6,0.17,0.00,0.00,0.50,0.00,0.17,0.00,0.00,0.17,0.00,0.00,1.79,0.52
blague,word,0,3,0,1,0,0,0,1,0,1,0,6,0.50,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.52
fous,word,0,1,0,0,0,0,0,1,3,1,0,6,0.17,0.00,0.17,0.50,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.52
seul,lemma,0,1,0,0,1,1,0,0,0,0,3,6,0.17,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.17,0.17,0.00,1.79,0.52
voix,lemma,0,1,0,0,0,0,0,0,3,1,1,6,0.17,0.00,0.00,0.50,0.17,0.17,0.00,0.00,0.00,0.00,0.00,1.79,0.52
voix,word,0,1,0,0,0,0,0,0,3,1,1,6,0.17,0.00,0.00,0.50,0.17,0.17,0.00,0.00,0.00,0.00,0.00,1.79,0.52
n'est,word,0,3,0,0,0,1,0,1,0,1,0,6,0.50,0.00,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.00,1.79,0.52
vie,word,0,10,0,0,0,0,0,12,3,0,4,29,0.34,0.00,0.41,0.10,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.79,0.52
grave,word,0,4,0,1,0,0,0,1,12,0,11,29,0.14,0.03,0.03,0.41,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.79,0.52
exploit,word,11,0,0,0,0,4,0,4,0,3,0,22,0.00,0.00,0.18,0.00,0.14,0.00,0.50,0.00,0.00,0.18,0.00,1.79,0.52
difficiles,word,0,2,0,1,0,0,0,0,4,0,5,12,0.17,0.08,0.00,0.33,0.00,0.42,0.00,0.00,0.00,0.00,0.00,1.78,0.52
victimes,word,0,6,0,0,1,0,0,0,6,0,8,21,0.29,0.00,0.00,0.29,0.00,0.38,0.00,0.00,0.05,0.00,0.00,1.77,0.51
victime,lemma,0,7,0,0,4,0,0,0,14,0,20,45,0.16,0.00,0.00,0.31,0.00,0.44,0.00,0.00,0.09,0.00,0.00,1.77,0.51
frrrintek,word,0,0,0,0,0,0,0,5,2,2,1,10,0.00,0.00,0.50,0.20,0.20,0.10,0.00,0.00,0.00,0.00,0.00,1.76,0.51
mauvais,word,0,5,0,0,1,0,0,0,2,0,2,10,0.50,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.10,0.00,0.00,1.76,0.51
frrrintek,lemma,0,0,0,0,0,0,0,5,2,2,1,10,0.00,0.00,0.50,0.20,0.20,0.10,0.00,0.00,0.00,0.00,0.00,1.76,0.51
gagner,word,1,0,0,0,0,4,0,3,0,1,0,9,0.00,0.00,0.33,0.00,0.11,0.00,0.11,0.00,0.00,0.44,0.00,1.75,0.51
peine,lemma,0,3,0,0,0,0,0,1,1,0,4,9,0.33,0.00,0.11,0.11,0.00,0.44,0.00,0.00,0.00,0.00,0.00,1.75,0.51
petit,word,0,0,1,0,0,1,0,4,0,0,2,8,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.12,0.00,0.12,0.00,1.75,0.51
plaindre,lemma,0,4,0,0,0,0,0,1,1,0,2,8,0.50,0.00,0.12,0.12,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.75,0.51
main,lemma,0,1,0,0,0,1,0,4,2,0,0,8,0.12,0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.75,0.51
star,word,4,0,0,0,0,2,0,1,0,1,0,8,0.00,0.00,0.12,0.00,0.12,0.00,0.50,0.00,0.00,0.25,0.00,1.75,0.51
grande,word,0,0,0,0,0,2,0,4,1,0,1,8,0.00,0.00,0.50,0.12,0.00,0.12,0.00,0.00,0.00,0.25,0.00,1.75,0.51
voler,lemma,0,4,1,0,0,0,0,0,2,0,1,8,0.50,0.00,0.00,0.25,0.00,0.12,0.00,0.12,0.00,0.00,0.00,1.75,0.51
star,lemma,4,0,0,0,0,2,0,1,0,1,0,8,0.00,0.00,0.12,0.00,0.12,0.00,0.50,0.00,0.00,0.25,0.00,1.75,0.51
difficile,word,0,0,0,1,3,0,0,0,1,2,10,17,0.00,0.06,0.00,0.06,0.12,0.59,0.00,0.00,0.18,0.00,0.00,1.74,0.50
bon,lemma,0,5,0,0,1,3,0,28,1,1,4,43,0.12,0.00,0.65,0.02,0.02,0.09,0.00,0.00,0.02,0.07,0.00,1.73,0.50
choqué,word,0,8,0,0,0,0,0,0,4,15,3,30,0.27,0.00,0.00,0.13,0.50,0.10,0.00,0.00,0.00,0.00,0.00,1.73,0.50
croire,lemma,0,7,0,0,0,0,0,3,0,7,1,18,0.39,0.00,0.17,0.00,0.39,0.06,0.00,0.00,0.00,0.00,0.00,1.72,0.50
reçu,word,1,0,0,0,0,4,0,4,0,1,0,10,0.00,0.00,0.40,0.00,0.10,0.00,0.10,0.00,0.00,0.40,0.00,1.72,0.50
monde,lemma,1,0,0,0,0,4,0,9,1,1,0,16,0.00,0.00,0.56,0.06,0.06,0.00,0.06,0.00,0.00,0.25,0.00,1.72,0.50
monde,word,1,0,0,0,0,4,0,9,1,1,0,16,0.00,0.00,0.56,0.06,0.06,0.00,0.06,0.00,0.00,0.25,0.00,1.72,0.50
tué,word,0,6,0,0,0,0,0,0,10,1,5,22,0.27,0.00,0.00,0.45,0.05,0.23,0.00,0.00,0.00,0.00,0.00,1.72,0.50
tuer,lemma,0,11,0,0,0,0,0,0,14,1,9,35,0.31,0.00,0.00,0.40,0.03,0.26,0.00,0.00,0.00,0.00,0.00,1.70,0.49
juste,lemma,0,15,0,1,0,0,0,3,0,1,9,29,0.52,0.03,0.10,0.00,0.03,0.31,0.00,0.00,0.00,0.00,0.00,1.69,0.49
choquer,lemma,0,10,0,0,0,0,0,0,6,21,3,40,0.25,0.00,0.00,0.15,0.53,0.07,0.00,0.00,0.00,0.00,0.00,1.68,0.49
sale,word,0,4,0,5,1,0,0,0,0,0,1,11,0.36,0.45,0.00,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,1.68,0.48
sale,lemma,0,4,0,5,1,0,0,0,0,0,1,11,0.36,0.45,0.00,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,1.68,0.48
parler,word,0,7,0,0,1,0,0,1,1,1,0,11,0.64,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.00,1.67,0.48
chance,word,2,0,0,0,0,1,0,7,0,0,3,13,0.00,0.00,0.54,0.00,0.00,0.23,0.15,0.00,0.00,0.08,0.00,1.67,0.48
chance,lemma,2,0,0,0,0,1,0,7,0,0,3,13,0.00,0.00,0.54,0.00,0.00,0.23,0.15,0.00,0.00,0.08,0.00,1.67,0.48
quel,lemma,1,1,0,0,0,0,0,4,0,1,0,7,0.14,0.00,0.57,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,1.66,0.48
disparu,word,0,1,0,0,0,0,0,0,4,1,1,7,0.14,0.00,0.00,0.57,0.14,0.14,0.00,0.00,0.00,0.00,0.00,1.66,0.48
prend,word,0,4,0,0,1,0,0,0,1,0,1,7,0.57,0.00,0.00,0.14,0.00,0.14,0.00,0.00,0.14,0.00,0.00,1.66,0.48
tête,lemma,0,1,0,0,1,0,0,1,4,0,0,7,0.14,0.00,0.14,0.57,0.00,0.00,0.00,0.00,0.14,0.00,0.00,1.66,0.48
soupirer,lemma,0,1,0,1,0,0,0,0,1,0,4,7,0.14,0.14,0.00,0.14,0.00,0.57,0.00,0.00,0.00,0.00,0.00,1.66,0.48
soupire,word,0,1,0,1,0,0,0,0,1,0,4,7,0.14,0.14,0.00,0.14,0.00,0.57,0.00,0.00,0.00,0.00,0.00,1.66,0.48
juste,word,0,16,0,1,0,0,0,3,0,1,9,30,0.53,0.03,0.10,0.00,0.03,0.30,0.00,0.00,0.00,0.00,0.00,1.66,0.48
fois,lemma,1,1,0,0,0,0,0,5,0,5,0,12,0.08,0.00,0.42,0.00,0.42,0.00,0.08,0.00,0.00,0.00,0.00,1.65,0.48
fois,word,1,1,0,0,0,0,0,5,0,5,0,12,0.08,0.00,0.42,0.00,0.42,0.00,0.08,0.00,0.00,0.00,0.00,1.65,0.48
remporter,lemma,1,0,0,0,0,11,0,21,0,3,2,38,0.00,0.00,0.55,0.00,0.08,0.05,0.03,0.00,0.00,0.29,0.00,1.64,0.47
impressionnant,word,3,0,0,0,0,1,0,0,1,6,0,11,0.00,0.00,0.00,0.09,0.55,0.00,0.27,0.00,0.00,0.09,0.00,1.62,0.47
blague,lemma,0,3,0,1,0,0,0,6,0,1,0,11,0.27,0.09,0.55,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.47
.,punctuation,0,7,0,2,0,0,0,2,0,0,1,12,0.58,0.17,0.17,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,1.61,0.47
harcèlement,word,0,1,0,0,2,0,0,0,7,0,9,19,0.05,0.00,0.00,0.37,0.00,0.47,0.00,0.00,0.11,0.00,0.00,1.61,0.46
arrêter,lemma,0,13,0,2,0,0,0,0,4,0,3,22,0.59,0.09,0.00,0.18,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.60,0.46
doigt,lemma,0,1,1,0,0,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,1.58,0.46
discriminer,word,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
difficultés,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
discriminer,lemma,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
émotion,word,1,0,0,0,0,0,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,1.58,0.46
agresser,lemma,0,3,0,0,0,0,0,0,3,0,3,9,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
vache,word,0,0,0,1,0,1,0,1,0,0,0,3,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
vache,lemma,0,0,0,1,0,1,0,1,0,0,0,3,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
avance,word,0,0,0,1,1,0,0,0,1,0,0,3,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
aïe,word,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
tellement,word,1,1,0,0,0,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
maîtrise,lemma,0,1,0,0,0,1,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
maîtrise,word,0,1,0,0,0,1,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
sévèrement,word,1,1,0,0,0,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
table,lemma,0,1,0,0,0,0,0,1,0,1,0,3,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
tellement,lemma,1,1,0,0,0,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
mordre,lemma,0,0,1,0,0,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,1.58,0.46
mondiale,word,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
mondial,lemma,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
mérite,word,1,1,0,0,0,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,1.58,0.46
champs,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
champ,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
mériter,lemma,0,1,1,0,0,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,1.58,0.46
marier,lemma,0,0,0,0,0,0,0,1,0,1,1,3,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
ouvert,word,0,1,0,0,0,1,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
bée,lemma,1,0,0,0,0,0,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
oublier,word,0,0,0,1,0,0,0,1,0,0,1,3,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
bée,word,1,0,0,0,0,0,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
pire,lemma,0,1,0,0,1,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
peut-être,word,0,0,1,0,0,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,1.58,0.46
pire,word,0,1,0,0,1,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
plaint,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
nom,word,0,1,0,1,0,0,0,1,0,0,0,3,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
nom,lemma,0,1,0,1,0,0,0,1,0,0,0,3,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
pensé,word,0,0,0,1,0,0,0,0,0,1,1,3,0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
n'ai,word,0,1,0,0,0,0,0,1,0,0,1,3,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
prestigieuse,word,1,0,0,0,0,1,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,1.58,0.46
prestigieuse,lemma,1,0,0,0,0,1,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,1.58,0.46
revenir,lemma,0,0,0,0,0,0,0,1,0,1,1,3,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
oublier,lemma,0,0,0,1,0,0,0,1,0,0,1,3,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
drame,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
partout,word,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
pauvres,word,0,2,0,0,0,0,0,0,2,0,2,6,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
brûlés,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
partout,lemma,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
emploi,lemma,0,1,0,0,0,0,0,0,0,1,1,3,0.33,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
danseur,word,0,0,0,0,0,0,0,1,1,0,1,3,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
viol,lemma,0,1,0,0,1,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
devoirs,word,0,1,0,0,0,0,0,1,1,0,0,3,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
danseurs,word,1,0,0,0,0,1,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,1.58,0.46
cible,word,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
cible,lemma,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
rêve,lemma,0,1,0,0,0,0,0,8,1,1,1,12,0.08,0.00,0.67,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,1.58,0.46
rêve,word,0,1,0,0,0,0,0,8,1,1,1,12,0.08,0.00,0.67,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,1.58,0.46
réussir,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
réussite,lemma,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
l'histoire,word,0,0,0,0,0,1,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
inventer,lemma,0,0,0,0,0,1,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
j'aimerais,word,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
jolies,word,0,1,0,0,0,1,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
interdits,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
tribunal,lemma,0,1,0,0,1,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
trois,word,0,1,0,0,0,1,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
trois,lemma,0,1,0,0,0,1,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
tribunal,word,0,1,0,0,1,0,0,0,1,0,0,3,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
minable,word,0,0,1,0,1,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,1.58,0.46
coeur,word,0,0,0,0,0,0,0,1,0,1,1,3,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
coeur,lemma,0,0,0,0,0,0,0,1,0,1,1,3,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
train,word,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
train,lemma,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
lutter,lemma,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
minable,lemma,0,0,1,0,1,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,1.58,0.46
habits,word,0,1,0,0,0,0,0,1,0,0,1,3,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
habit,lemma,0,1,0,0,0,0,0,1,0,0,1,3,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
guerres,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
grands,word,0,0,0,0,0,1,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
impressionner,word,1,0,0,0,0,1,0,0,0,1,0,3,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,1.58,0.46
insiste,word,0,1,0,0,0,0,0,1,1,0,0,3,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
insister,lemma,0,1,0,0,0,0,0,1,1,0,0,3,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
insultent,word,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
impressionnante,word,1,0,0,0,0,0,0,0,1,1,0,3,0.00,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
horribles,word,0,0,0,1,0,0,0,0,1,0,1,3,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
réussite,word,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
révolter,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
stage,word,0,0,0,0,0,0,0,1,1,0,1,3,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
complètement,lemma,0,1,0,0,0,0,0,1,0,1,0,3,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
complètement,word,0,1,0,0,0,0,0,1,0,1,0,3,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
histoire,word,0,0,0,0,0,1,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
courir,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
courir,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
cour,word,0,0,0,1,0,1,0,1,0,0,0,3,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
