marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
paris,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
partir,lemma,2,0,0,4,6,0.33,0.00,0.00,0.67,0.92,0.46
pavé,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
course,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
jouer,lemma,0,0,3,6,9,0.00,0.00,0.33,0.67,0.92,0.46
lettre,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
l'histoire,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
courir,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
pensé,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
interdits,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
intrigué,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
inventer,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
interdire,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
insulté,word,2,4,0,0,6,0.33,0.67,0.00,0.00,0.92,0.46
insulté,lemma,2,4,0,0,6,0.33,0.67,0.00,0.00,0.92,0.46
insécurité,lemma,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
insécurité,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
pire,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
insultent,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
pied,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
jolies,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
jeune,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
courir,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
pavé,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
payer,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
prendre,word,2,0,0,4,6,0.33,0.00,0.00,0.67,0.92,0.46
train,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
c'était,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
pourrait,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
porc,lemma,0,0,6,3,9,0.00,0.00,0.67,0.33,0.92,0.46
cu,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
cu,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
porc,word,0,0,6,3,9,0.00,0.00,0.67,0.33,0.92,0.46
insolites,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
danser,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
indigné,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
d'argent,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
pure,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
pur,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
brûlés,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
boum,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
prestigieuse,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
prestigieuse,lemma,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
incapable,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
inattendu,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
impressionnante,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
impatiente,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
horribles,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
relation,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
bonbon,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
raconter,lemma,1,0,2,0,3,0.33,0.00,0.67,0.00,0.92,0.46
r,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
pire,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
peut-être,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
train,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
lettre,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
course,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
histoire,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
quel,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
question,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
question,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
r,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
gronder,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
gronder,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
habits,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
réfugié,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
récupérer,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
rouler,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
récupérer,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
risquer,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
remettre,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
gâteau,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
habit,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
gagne,word,0,0,2,4,6,0.00,0.00,0.33,0.67,0.92,0.46
relations,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
doigt,lemma,1,2,0,0,3,0.33,0.67,0.00,0.00,0.92,0.46
drame,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
avance,word,2,0,1,0,3,0.67,0.00,0.33,0.00,0.92,0.46
sacré,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
sacrer,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
drame,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
s'emporte,word,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
banal,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
révoltée,word,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
banal,lemma,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
révoltée,lemma,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
révolté,lemma,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
grands,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
guerres,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
arraché,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
arrivent,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
siffler,lemma,2,0,1,0,3,0.67,0.00,0.33,0.00,0.92,0.46
sortir,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
force,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
décider,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
fermer,lemma,2,0,1,0,3,0.67,0.00,0.33,0.00,0.92,0.46
senti,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
table,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
animaux,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
angoissé,word,0,2,1,0,3,0.00,0.67,0.33,0.00,0.92,0.46
supprimer,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
subir,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
spectacle,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
arrête,word,1,0,2,0,3,0.33,0.00,0.67,0.00,0.92,0.46
voiture,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
désolé,lemma,0,2,1,0,3,0.00,0.67,0.33,0.00,0.92,0.46
désespérer,lemma,0,2,1,0,3,0.00,0.67,0.33,0.00,0.92,0.46
tellement,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
tendues,word,2,0,0,4,6,0.33,0.00,0.00,0.67,0.92,0.46
tel,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
voir,lemma,0,0,10,20,30,0.00,0.00,0.33,0.67,0.92,0.46
viol,lemma,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
tellement,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
viens,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
vien,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
vidéo,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
fabuleux,word,0,2,1,0,3,0.00,0.67,0.33,0.00,0.92,0.46
accuser,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
abri,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
évacuer,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
évacuer,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
première,word,1,0,2,12,15,0.07,0.00,0.13,0.80,0.91,0.45
menace,lemma,5,22,0,1,28,0.18,0.79,0.00,0.04,0.89,0.44
exceptionnel,lemma,0,7,0,3,10,0.00,0.70,0.00,0.30,0.88,0.44
vraiment,lemma,0,0,7,3,10,0.00,0.00,0.70,0.30,0.88,0.44
casse,lemma,0,0,7,3,10,0.00,0.00,0.70,0.30,0.88,0.44
vraiment,word,0,0,7,3,10,0.00,0.00,0.70,0.30,0.88,0.44
casse,word,0,0,7,3,10,0.00,0.00,0.70,0.30,0.88,0.44
violence,lemma,3,0,2,22,27,0.11,0.00,0.07,0.81,0.87,0.44
juste,lemma,1,0,23,5,29,0.03,0.00,0.79,0.17,0.87,0.43
savoir,lemma,0,0,10,4,14,0.00,0.00,0.71,0.29,0.86,0.43
arrete,word,2,0,5,0,7,0.29,0.00,0.71,0.00,0.86,0.43
arrete,lemma,2,0,5,0,7,0.29,0.00,0.71,0.00,0.86,0.43
sortir,lemma,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
vrai,lemma,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
impressionner,lemma,0,5,0,2,7,0.00,0.71,0.00,0.29,0.86,0.43
dansé,lemma,2,0,0,5,7,0.29,0.00,0.00,0.71,0.86,0.43
moment,lemma,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
merveilleux,word,0,5,0,2,7,0.00,0.71,0.00,0.29,0.86,0.43
marre,word,0,5,2,0,7,0.00,0.71,0.29,0.00,0.86,0.43
marre,lemma,0,5,2,0,7,0.00,0.71,0.29,0.00,0.86,0.43
merveilleux,lemma,0,5,0,2,7,0.00,0.71,0.00,0.29,0.86,0.43
malade,word,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
paul,lemma,2,0,5,0,7,0.29,0.00,0.71,0.00,0.86,0.43
ca,word,0,0,5,2,7,0.00,0.00,0.71,0.29,0.86,0.43
mourir,word,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
paul,word,2,0,5,0,7,0.29,0.00,0.71,0.00,0.86,0.43
étonné,word,2,5,0,0,7,0.29,0.71,0.00,0.00,0.86,0.43
j'ai,word,0,0,5,2,7,0.00,0.00,0.71,0.29,0.86,0.43
dansé,word,2,0,0,5,7,0.29,0.00,0.00,0.71,0.86,0.43
demande,word,0,0,2,5,7,0.00,0.00,0.29,0.71,0.86,0.43
pauvre,lemma,0,0,3,8,11,0.00,0.00,0.27,0.73,0.85,0.42
chose,lemma,0,0,3,8,11,0.00,0.00,0.27,0.73,0.85,0.42
attentat,lemma,4,0,0,11,15,0.27,0.00,0.00,0.73,0.84,0.42
argent,lemma,1,0,2,14,17,0.06,0.00,0.12,0.82,0.83,0.42
premier,lemma,1,0,3,18,22,0.05,0.00,0.14,0.82,0.83,0.42
tué,word,3,0,1,18,22,0.14,0.00,0.05,0.82,0.83,0.42
tuer,lemma,4,0,2,29,35,0.11,0.00,0.06,0.83,0.82,0.41
argent,word,1,0,1,10,12,0.08,0.00,0.08,0.83,0.82,0.41
encourager,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
blessés,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
tombe,word,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
entendre,lemma,0,0,2,6,8,0.00,0.00,0.25,0.75,0.81,0.41
tenter,lemma,3,0,0,1,4,0.75,0.00,0.00,0.25,0.81,0.41
enthousiasme,lemma,2,6,0,0,8,0.25,0.75,0.00,0.00,0.81,0.41
tranquille,lemma,0,0,6,2,8,0.00,0.00,0.75,0.25,0.81,0.41
tiré,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
drole,lemma,0,3,1,0,4,0.00,0.75,0.25,0.00,0.81,0.41
brûler,lemma,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
problème,lemma,0,0,3,9,12,0.00,0.00,0.25,0.75,0.81,0.41
pk,lemma,1,0,3,0,4,0.25,0.00,0.75,0.00,0.81,0.41
parfait,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
combats,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
comment,lemma,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
pauvreté,lemma,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
noire,word,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
grandes,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
gloire,lemma,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
gloire,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
condamné,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
menaçait,word,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
crie,word,3,0,1,0,4,0.75,0.00,0.25,0.00,0.81,0.41
meme,word,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
jours,word,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
idole,lemma,0,1,0,3,4,0.00,0.25,0.00,0.75,0.81,0.41
descendu,lemma,3,0,0,1,4,0.75,0.00,0.00,0.25,0.81,0.41
idole,word,0,1,0,3,4,0.00,0.25,0.00,0.75,0.81,0.41
descendus,word,3,0,0,1,4,0.75,0.00,0.00,0.25,0.81,0.41
importer,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
deuil,lemma,3,1,0,0,4,0.75,0.25,0.00,0.00,0.81,0.41
deuil,word,3,1,0,0,4,0.75,0.25,0.00,0.00,0.81,0.41
coupable,lemma,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
joli,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
juive,word,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
coupable,word,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
comment,word,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
contestation,word,6,0,0,2,8,0.75,0.00,0.00,0.25,0.81,0.41
mots,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
n'en,word,0,1,0,3,4,0.00,0.25,0.00,0.75,0.81,0.41
dur,word,0,0,3,9,12,0.00,0.00,0.25,0.75,0.81,0.41
drole,word,0,3,1,0,4,0.00,0.75,0.25,0.00,0.81,0.41
folle,word,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
point,lemma,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
fort,lemma,2,0,0,6,8,0.25,0.00,0.00,0.75,0.81,0.41
petits,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
point,word,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
pauvreté,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
odeur,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
comprendre,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
revendiquer,lemma,3,0,0,1,4,0.75,0.00,0.00,0.25,0.81,0.41
faudrait,word,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
bah,word,1,0,3,0,4,0.25,0.00,0.75,0.00,0.81,0.41
exceptionnelle,word,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
râler,word,3,0,1,0,4,0.75,0.00,0.25,0.00,0.81,0.41
bah,lemma,1,0,3,0,4,0.25,0.00,0.75,0.00,0.81,0.41
détresse,lemma,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
animal,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
angoisser,lemma,0,3,1,0,4,0.00,0.75,0.25,0.00,0.81,0.41
aurait,word,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
détresse,word,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
souffrir,word,0,9,0,3,12,0.00,0.75,0.00,0.25,0.81,0.41
souci,lemma,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
droit,lemma,0,0,1,3,4,0.00,0.00,0.25,0.75,0.81,0.41
arabe,lemma,0,0,3,1,4,0.00,0.00,0.75,0.25,0.81,0.41
agréable,lemma,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
agression,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
empêcher,lemma,2,0,0,6,8,0.25,0.00,0.00,0.75,0.81,0.41
agréable,word,0,3,0,1,4,0.00,0.75,0.00,0.25,0.81,0.41
amusent,lemma,3,1,0,0,4,0.75,0.25,0.00,0.00,0.81,0.41
effondrée,word,0,1,0,3,4,0.00,0.25,0.00,0.75,0.81,0.41
tuées,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
menaçant,word,1,3,0,0,4,0.25,0.75,0.00,0.00,0.81,0.41
petite,word,1,0,0,3,4,0.25,0.00,0.00,0.75,0.81,0.41
pk,word,1,0,3,0,4,0.25,0.00,0.75,0.00,0.81,0.41
cauchemar,word,0,3,1,0,4,0.00,0.75,0.25,0.00,0.81,0.41
gros,lemma,2,0,38,6,46,0.04,0.00,0.83,0.13,0.81,0.40
rire,lemma,26,3,0,2,31,0.84,0.10,0.00,0.06,0.79,0.40
;,punctuation,44,1,35,441,521,0.08,0.00,0.07,0.85,0.78,0.39
dur,lemma,0,0,3,10,13,0.00,0.00,0.23,0.77,0.78,0.39
travail,word,2,0,0,7,9,0.22,0.00,0.00,0.78,0.76,0.38
amuser,word,7,2,0,0,9,0.78,0.22,0.00,0.00,0.76,0.38
quitter,lemma,14,0,0,4,18,0.78,0.00,0.00,0.22,0.76,0.38
heureusement,word,0,14,4,0,18,0.00,0.78,0.22,0.00,0.76,0.38
crié,word,7,0,0,2,9,0.78,0.00,0.00,0.22,0.76,0.38
jour,lemma,0,0,2,7,9,0.00,0.00,0.22,0.78,0.76,0.38
contestation,lemma,7,0,0,2,9,0.78,0.00,0.00,0.22,0.76,0.38
heureusement,lemma,0,14,4,0,18,0.00,0.78,0.22,0.00,0.76,0.38
quitter,word,7,0,0,2,9,0.78,0.00,0.00,0.22,0.76,0.38
attentats,word,3,0,0,11,14,0.21,0.00,0.00,0.79,0.75,0.37
c'est,word,0,0,37,10,47,0.00,0.00,0.79,0.21,0.75,0.37
plaisir,word,0,22,1,3,26,0.00,0.85,0.04,0.12,0.74,0.37
plaisir,lemma,0,22,1,3,26,0.00,0.85,0.04,0.12,0.74,0.37
n'a,word,0,0,4,15,19,0.00,0.00,0.21,0.79,0.74,0.37
impressionnant,lemma,0,18,2,1,21,0.00,0.86,0.10,0.05,0.72,0.36
repas,lemma,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
chasser,lemma,2,0,0,8,10,0.20,0.00,0.00,0.80,0.72,0.36
chien,lemma,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
pd,lemma,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
premier,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
cauchemar,lemma,0,4,1,0,5,0.00,0.80,0.20,0.00,0.72,0.36
nouvelle,word,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
oser,lemma,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
moquerie,lemma,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
terrible,word,0,12,0,3,15,0.00,0.80,0.00,0.20,0.72,0.36
effrayé,word,1,4,0,0,5,0.20,0.80,0.00,0.00,0.72,0.36
dû,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
«,punctuation,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
vivre,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
empêcher,word,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
travail,lemma,2,0,0,8,10,0.20,0.00,0.00,0.80,0.72,0.36
bravo,lemma,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
rage,lemma,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
défendre,word,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
émerveillée,word,1,4,0,0,5,0.20,0.80,0.00,0.00,0.72,0.36
échapper,lemma,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
»,punctuation,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
échapper,word,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
york,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
york,lemma,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
rendre,word,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
rendu,word,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
défendre,lemma,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
repas,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
rare,lemma,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
droit,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
surveiller,lemma,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
sais,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
blagues,word,1,4,0,0,5,0.20,0.80,0.00,0.00,0.72,0.36
belle,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
rigole,word,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
rigole,lemma,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
rage,word,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
brice,word,1,0,4,0,5,0.20,0.00,0.80,0.00,0.72,0.36
brice,lemma,1,0,4,0,5,0.20,0.00,0.80,0.00,0.72,0.36
bravo,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
harcèlement,lemma,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
moqueries,word,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
moquer,word,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
mis,word,4,0,0,1,5,0.80,0.00,0.00,0.20,0.72,0.36
école,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
jour,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
honneur,word,1,4,0,0,5,0.20,0.80,0.00,0.00,0.72,0.36
d'accord,word,0,0,2,8,10,0.00,0.00,0.20,0.80,0.72,0.36
malgré,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
malade,lemma,0,0,2,8,10,0.00,0.00,0.20,0.80,0.72,0.36
maltraités,word,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
pd,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
choquant,lemma,0,4,0,1,5,0.00,0.80,0.00,0.20,0.72,0.36
choquant,word,0,4,0,1,5,0.00,0.80,0.00,0.20,0.72,0.36
chien,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
commun,lemma,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
parent,lemma,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
parents,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
passe,word,0,0,4,1,5,0.00,0.00,0.80,0.20,0.72,0.36
commun,word,0,1,0,4,5,0.00,0.20,0.00,0.80,0.72,0.36
new,word,0,0,1,4,5,0.00,0.00,0.20,0.80,0.72,0.36
cadeaux,word,1,0,0,4,5,0.20,0.00,0.00,0.80,0.72,0.36
insultes,word,3,13,0,0,16,0.19,0.81,0.00,0.00,0.70,0.35
travailler,lemma,9,0,0,2,11,0.82,0.00,0.00,0.18,0.68,0.34
étonner,lemma,4,18,0,0,22,0.18,0.82,0.00,0.00,0.68,0.34
pu,word,0,0,2,9,11,0.00,0.00,0.18,0.82,0.68,0.34
qu'est-ce,word,0,0,9,2,11,0.00,0.00,0.82,0.18,0.68,0.34
sale,word,0,0,9,2,11,0.00,0.00,0.82,0.18,0.68,0.34
impressionnant,word,0,9,2,0,11,0.00,0.82,0.18,0.00,0.68,0.34
panique,lemma,2,9,0,0,11,0.18,0.82,0.00,0.00,0.68,0.34
panique,word,2,9,0,0,11,0.18,0.82,0.00,0.00,0.68,0.34
sale,lemma,0,0,9,2,11,0.00,0.00,0.82,0.18,0.68,0.34
souffrir,lemma,0,14,0,3,17,0.00,0.82,0.00,0.18,0.67,0.34
terrible,lemma,0,14,0,3,17,0.00,0.82,0.00,0.18,0.67,0.34
joie,lemma,1,14,0,1,16,0.06,0.88,0.00,0.06,0.67,0.33
joie,word,1,14,0,1,16,0.06,0.88,0.00,0.06,0.67,0.33
attaques,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
choqué,word,0,25,0,5,30,0.00,0.83,0.00,0.17,0.65,0.33
souvenir,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
blague,word,0,0,5,1,6,0.00,0.00,0.83,0.17,0.65,0.33
amuser,lemma,10,2,0,0,12,0.83,0.17,0.00,0.00,0.65,0.33
violentes,word,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
détruire,word,0,1,0,5,6,0.00,0.17,0.00,0.83,0.65,0.33
accusée,word,5,0,0,1,6,0.83,0.00,0.00,0.17,0.65,0.33
encourager,lemma,1,0,0,5,6,0.17,0.00,0.00,0.83,0.65,0.33
arrêté,word,5,0,0,1,6,0.83,0.00,0.00,0.17,0.65,0.33
