marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
partie,word,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.9182958340544893,0.5545118520972888
heure,word,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,1.9182958340544893,0.5545118520972888
national,lemma,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.9182958340544893,0.5545118520972888
équipe,word,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,1.9182958340544893,0.5545118520972888
parle,word,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,1.9182958340544893,0.5545118520972888
mettre,lemma,12.0,0.0,5.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,0.3870967741935484,0.0,0.16129032258064516,0.25806451612903225,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,1.9174554882121133,0.5542689376723154
jeu,lemma,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,1.9056390622295665,0.5508532245479724
livre,lemma,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.25,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,1.9056390622295665,0.5508532245479724
vont,word,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9056390622295665,0.5508532245479724
envoyer,lemma,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.375,0.0,0.25,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.9056390622295665,0.5508532245479724
décider,lemma,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.0,0.25,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.9056390622295665,0.5508532245479724
ton,word,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.125,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.9056390622295665,0.5508532245479724
vous,word,9.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.47368421052631576,0.0,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.9042788285498586,0.5504600288355959
vous,lemma,9.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.47368421052631576,0.0,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.9042788285498586,0.5504600288355959
ville,lemma,6.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.35294117647058826,0.0,0.0,0.4117647058823529,0.11764705882352941,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,1.9015064025015063,0.5496586179814497
juste,word,14.0,0.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,26.0,0.5384615384615384,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.0,0.0,0.0,0.0,1.8999495676359617,0.5492085917814354
parents,word,0.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.25,0.5,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,1.896240625180289,0.5481364669746633
trump,word,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.5,0.0,0.0,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1.896240625180289,0.5481364669746633
trump,lemma,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.5,0.0,0.0,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1.896240625180289,0.5481364669746633
parent,lemma,0.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.25,0.5,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,1.896240625180289,0.5481364669746633
fille,lemma,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.895461844238322,0.5479113487969339
amis,word,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1.8910611120726526,0.5466392519177932
devenir,word,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,1.8910611120726526,0.5466392519177932
aurait,word,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.4166666666666667,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.8879185026711327,0.5457308340769579
agression,lemma,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,12.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.4166666666666667,0.0,0.0,0.16666666666666666,0.0,0.0,1.8879185026711325,0.5457308340769578
femme,lemma,7.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.5384615384615384,0.0,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,1.8810947601100747,0.5437583301187077
euro,lemma,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.8799649487271108,0.5434317413875193
nombreux,lemma,17.0,0.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,31.0,0.5483870967741935,0.0,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,1.8739747522818502,0.54170018629246
olympique,lemma,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.5454545454545454,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,1.867633890971212,0.5398672663189945
juste,lemma,15.0,0.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,27.0,0.5555555555555556,0.0,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.0,0.0,0.0,0.0,1.8618084674058863,0.5381833412678555
ami,lemma,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,1.855388542207534,0.5363275667054199
mettre,word,4.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.855388542207534,0.5363275667054199
cause,lemma,4.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.25,0.0,0.125,0.4375,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.8496017527145812,0.5346548094057013
cause,word,4.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.25,0.0,0.125,0.4375,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.8496017527145812,0.5346548094057013
peine,word,4.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.4,0.0,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.8464393446710154,0.5337406684738417
jo,lemma,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
occasion,word,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
occasion,lemma,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
performance,word,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
imposer,lemma,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
performance,lemma,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
ensemble,lemma,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
jo,word,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
fort,word,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
ensemble,word,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
sœur,word,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
honneur,word,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,1.8423709931771086,0.5325646511558555
crié,word,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
doit,word,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
manquer,lemma,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
noir,word,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
disparaître,lemma,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
empêcher,lemma,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
jeux,word,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
réaliser,lemma,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
équipe,lemma,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
connaître,lemma,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.8365916681089791,0.530894051558802
eux,word,3.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,23.0,0.13043478260869565,0.0,0.08695652173913043,0.6086956521739131,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,1.8253942860148422,0.5276572822485452
peine,lemma,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36363636363636365,0.0,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.823067982273661,0.5269848296616381
avoir,word,77.0,0.0,6.0,9.0,1.0,13.0,2.0,3.0,3.0,3.0,0.0,117.0,0.6581196581196581,0.0,0.05128205128205128,0.07692307692307693,0.008547008547008548,0.1111111111111111,0.017094017094017096,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,1.819492561522381,0.5259513012831559
honneur,lemma,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,8.0,0.125,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.375,0.0,1.811278124459133,0.523576796460169
filles,word,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.375,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,1.811278124459133,0.523576796460169
feu,lemma,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.375,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.811278124459133,0.523576796460169
t,word,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.375,0.0,0.375,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.811278124459133,0.523576796460169
gens,lemma,5.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,17.0,0.29411764705882354,0.0,0.0,0.29411764705882354,0.0,0.35294117647058826,0.0,0.0,0.0,0.058823529411764705,0.0,1.8092830792973653,0.5230000990769862
gens,word,5.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,17.0,0.29411764705882354,0.0,0.0,0.29411764705882354,0.0,0.35294117647058826,0.0,0.0,0.0,0.058823529411764705,0.0,1.8092830792973653,0.5230000990769862
dû,word,1.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0625,0.0,0.0,0.4375,0.0,0.375,0.0,0.0625,0.0625,0.0,0.0,1.8024212838293647,0.5210165953617998
animal,lemma,3.0,1.0,0.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,21.0,0.14285714285714285,0.047619047619047616,0.0,0.5238095238095238,0.0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.0,0.0,1.8009709569877816,0.5205973568852333
rare,lemma,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
regard,lemma,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
soupirer,lemma,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
soupire,word,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
long,lemma,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
regard,word,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,1.792481250360578,0.5181432813135509
souvent,lemma,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
souvent,word,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
voient,word,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
général,word,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
général,lemma,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
blessé,lemma,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
plutôt,word,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.7924812503605778,0.5181432813135509
tenter,lemma,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
n'a,word,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
anglais,lemma,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
anglais,word,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
plutôt,lemma,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.7924812503605778,0.5181432813135509
revenir,lemma,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
année,lemma,1.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.789929075309999,0.5174055372758225
frrrintek,lemma,0.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.4,0.3333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.781937063546704,0.5150953277835351
frrrintek,word,0.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.4,0.3333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.781937063546704,0.5150953277835351
bon,word,3.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,21.0,0.14285714285714285,0.0,0.6190476190476191,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,1.7799077162074428,0.5145087148473729
mauvais,lemma,14.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,0.4827586206896552,0.0,0.0,0.2413793103448276,0.10344827586206896,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,1.7780161213410217,0.5139619213058471
difficile,lemma,5.0,1.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,0.2,0.04,0.0,0.12,0.08,0.56,0.0,0.0,0.0,0.0,0.0,1.777156314358455,0.5137133813497645
bon,lemma,6.0,0.0,28.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,44.0,0.13636363636363635,0.0,0.6363636363636364,0.022727272727272728,0.045454545454545456,0.09090909090909091,0.0,0.0,0.022727272727272728,0.045454545454545456,0.0,1.774983599956846,0.513085326038625
rendre,lemma,1.0,0.0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,26.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.4230769230769231,0.4230769230769231,0.0,0.0,0.0,0.0,1.7732283485249174,0.5125779445883104
personnes,word,5.0,0.0,2.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,0.16129032258064516,0.0,0.06451612903225806,0.5806451612903226,0.12903225806451613,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,1.7713482297288612,0.5120344683750714
victime,lemma,10.0,0.0,0.0,13.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,45.0,0.2222222222222222,0.0,0.0,0.28888888888888886,0.0,0.4444444444444444,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,1.763774003386229,0.5098450259528461
voler,lemma,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,1.7609640474436812,0.5090327665263525
million,lemma,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.2,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.7609640474436812,0.5090327665263525
parfois,lemma,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.7527152789797045,0.5066483377029767
parfois,word,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.7527152789797045,0.5066483377029767
années,word,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.125,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
main,lemma,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.125,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
champion,lemma,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.5,0.0,0.125,0.0,0.125,0.0,0.0,0.25,0.0,1.75,0.5058634460563037
