backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class
spacy,chienne,chienne,3,Montrée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,santé,santé,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,chier,chier,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,routes,route,10,Comportementale,10,Colère,-0.0,0.0,10,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,combats,combat,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,colère,colèr,53,Désignée,54,Colère,-0.0,0.0,53,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,comment,comment,4,Montrée,4,Colère,2.0,1.0,4,Colère,2.0,1.0,0.0,False,1.0,specificity_preserved
spacy,commettre,commettre,3,Comportementale,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,ca,ca,7,Montrée,7,Colère,1.1488,0.7248,7,Colère,1.1488,0.7248,0.0,False,1.0,specificity_preserved
spacy,coeur,coeur,3,Montrée,3,Joie,1.585,1.0,3,Joie,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,cadeaux,cadeal,3,Suggérée,5,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,cadeaux,cadeau,2,Suggérée,5,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,carrément,carrémer,4,Montrée,4,Colère,2.0,1.0,4,Colère,2.0,1.0,0.0,False,1.0,specificity_preserved
spacy,cible,cible,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,réclament,réclamer,10,Comportementale,10,Colère,-0.0,0.0,39,Colère,-0.0,0.0,0.0,False,0.2564,specificity_preserved
spacy,réclamer,réclamer,14,Comportementale,14,Colère,-0.0,0.0,39,Colère,-0.0,0.0,0.0,False,0.359,specificity_preserved
spacy,risque,risque,7,Désignée,7,Peur,-0.0,0.0,14,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,chouette,chouette,3,Montrée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,récompense,récompense,8,Suggérée,8,Fierté,1.0,1.0,8,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved
spacy,récupérer,récupérer,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,réjouit,réjouir,5,Comportementale,5,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,0.625,specificity_preserved
spacy,réclame,réclame,12,Comportementale,12,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,rétorque,rétorqu,4,Comportementale,4,Colère,1.0,1.0,4,Colère,1.0,1.0,0.0,False,1.0,specificity_preserved
spacy,revendications,revendication,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,revendique,revendique,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,ri,ri,3,Comportementale,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,rien,rien,34,Montrée,34,Colère,2.1565,0.7682,34,Colère,2.1565,0.7682,0.0,False,1.0,specificity_preserved
spacy,rigolé,rigoler,3,Comportementale,3,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,risques,risque,7,Désignée,7,Peur,-0.0,0.0,14,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,réclamé,réclamer,4,Comportementale,4,Colère,-0.0,0.0,39,Colère,-0.0,0.0,0.0,False,0.1026,specificity_preserved
spacy,commun,commun,5,Suggérée,5,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,complètement,complètement,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,condamné,condamné,3,Suggérée,4,Colère,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,True,0.75,dominant_emotion_shift
spacy,conditions,condition,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,confiance,confiance,7,Suggérée,7,Joie,2.2359,0.963,7,Joie,2.2359,0.963,0.0,False,1.0,specificity_preserved
spacy,putain,putain,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,pute,pute,15,Montrée,15,Colère,0.9183,0.9183,15,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,pyjama,pyjama,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,pénible,pénible,3,Désignée,3,Tristesse,-0.0,0.0,3,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,question,question,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,quittent,quitter,3,Comportementale,4,Peur,0.8113,0.8113,16,Peur,0.8113,0.8113,0.0,False,0.1875,specificity_preserved
spacy,crise,crise,4,Suggérée,4,Peur,1.5,0.9464,4,Peur,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,critiquent,critiquer,10,Comportementale,10,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1818,specificity_preserved
spacy,satisfaire,satisfaire,4,Désignée,4,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.6667,specificity_preserved
spacy,critiqué,critiquer,18,Comportementale,19,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.3273,specificity_preserved
spacy,critiquée,critiquer,12,Comportementale,12,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.2182,specificity_preserved
spacy,critiqués,critiquer,6,Comportementale,6,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1091,specificity_preserved
spacy,cool,cool,7,Désignée,7,Admiration,1.3788,0.8699,7,Admiration,1.3788,0.8699,0.0,False,1.0,specificity_preserved
spacy,corps,corps,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,corruption,corruption,5,Suggérée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,couilles,couille,6,Montrée,6,Colère,0.65,0.65,6,Colère,0.65,0.65,0.0,False,1.0,specificity_preserved
spacy,couleurs,couleur,3,Comportementale,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,prison,prison,4,Suggérée,4,Peur,0.8113,0.8113,4,Peur,0.8113,0.8113,0.0,False,1.0,specificity_preserved
spacy,prix,prix,19,Suggérée,19,Fierté,2.0043,0.8632,19,Fierté,2.0043,0.8632,0.0,False,1.0,specificity_preserved
spacy,protestation,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,protestations,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,proteste,protest,4,Montrée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved
spacy,plaisante,plaisante,7,Désignée,7,Joie,-0.0,0.0,7,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,critiquer,critiquer,8,Comportementale,8,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1455,specificity_preserved
spacy,choc,choc,4,Désignée,4,Surprise,1.5,0.9464,4,Surprise,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,choquantes,choquante,14,Désignée,14,Surprise,1.4926,0.9417,14,Surprise,1.4926,0.9417,0.0,False,1.0,specificity_preserved
spacy,repas,repas,5,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved
spacy,reprochaient,reprochaient,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,reproche,reproche,11,Comportementale,11,Colère,-0.0,0.0,13,Colère,-0.0,0.0,0.0,False,0.8462,specificity_preserved
spacy,reprochent,reprocher,11,Comportementale,11,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.9167,specificity_preserved
spacy,r,r,3,Suggérée,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved
spacy,rage,rage,5,Suggérée,5,Peur,1.371,0.865,5,Peur,1.371,0.865,0.0,False,1.0,specificity_preserved
spacy,raison,raison,3,Suggérée,3,Fierté,-0.0,0.0,3,Fierté,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,rare,rare,3,Suggérée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,ravi,ravi,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,ravie,ravir,5,Désignée,5,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,0.625,specificity_preserved
spacy,redoute,redoute,5,Désignée,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,craindre,craindre,4,Désignée,4,Peur,-0.0,0.0,15,Peur,-0.0,0.0,0.0,False,0.2667,specificity_preserved
spacy,refuge,refuge,8,Comportementale,9,Peur,-0.0,0.0,8,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,protéger,protéger,24,Suggérée,24,Peur,0.2499,0.2499,24,Peur,0.2499,0.2499,0.0,False,1.0,specificity_preserved
spacy,précipite,précipiter,3,Comportementale,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,puissante,puissant,3,Suggérée,3,Peur,0.9183,0.9183,6,Peur,0.9183,0.9183,0.0,False,0.5,specificity_preserved
spacy,puissants,puissant,3,Suggérée,3,Peur,0.9183,0.9183,6,Peur,0.9183,0.9183,0.0,False,0.5,specificity_preserved
spacy,pure,pur,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,coupable,coupable,4,Désignée,4,Culpabilité,0.8113,0.8113,4,Culpabilité,0.8113,0.8113,0.0,False,1.0,specificity_preserved
spacy,coupe,coupe,3,Suggérée,3,Joie,1.585,1.0,3,Joie,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,cour,cour,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,courir,courir,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,course,course,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,cp,cp,7,Montrée,7,Colère,1.9502,0.9751,7,Colère,1.9502,0.9751,0.0,False,1.0,specificity_preserved
spacy,craignaient,craignaient,3,Désignée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,craignent,craignent,19,Désignée,19,Peur,-0.0,0.0,19,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,redoutent,redouter,3,Désignée,3,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,argent,argent,17,Suggérée,17,Colère,2.2784,0.8116,17,Colère,2.2784,0.8116,0.0,False,1.0,specificity_preserved
spacy,arrete,arrete,7,Montrée,7,Colère,-0.0,0.0,7,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,ailey,ailey,6,Suggérée,6,Joie,0.9183,0.9183,6,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,ailleurs,ailleurs,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved
spacy,air,air,7,Suggérée,7,Joie,1.8424,0.9212,7,Joie,1.8424,0.9212,0.0,False,1.0,specificity_preserved
spacy,augmentation,augmentation,4,Suggérée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved
spacy,avant,avant,6,Suggérée,6,Surprise,2.2516,0.9697,6,Surprise,2.2516,0.9697,0.0,False,1.0,specificity_preserved
spacy,avis,avis,5,Montrée,7,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,amusent,amuser,2,Désignée,4,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.08,specificity_preserved
spacy,amuser,amuser,12,Comportementale,12,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.48,specificity_preserved
spacy,amusé,amuser,3,Désignée,3,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.12,specificity_preserved
spacy,anglais,anglais,5,Suggérée,5,Tristesse,0.971,0.971,5,Tristesse,0.971,0.971,0.0,False,1.0,specificity_preserved
spacy,angoisse,angoisse,4,Désignée,4,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,0.6667,specificity_preserved
spacy,blessés,blessé,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,unique,unique,5,Suggérée,5,Fierté,1.9219,0.961,5,Fierté,1.9219,0.961,0.0,False,1.0,specificity_preserved
spacy,vache,vache,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,venger,venger,7,Comportementale,7,Colère,0.8631,0.8631,7,Colère,0.8631,0.8631,0.0,False,1.0,specificity_preserved
spacy,tg,tg,22,Montrée,22,Colère,-0.0,0.0,22,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,timidement,timidement,4,Désignée,4,Embarras,1.0,1.0,4,Embarras,1.0,1.0,0.0,False,1.0,specificity_preserved
spacy,toit,toit,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,tombe,tombe,4,Montrée,4,Embarras,2.0,1.0,4,Embarras,2.0,1.0,0.0,False,1.0,specificity_preserved
spacy,tomber,tomber,4,Suggérée,4,Tristesse,0.8113,0.8113,4,Tristesse,0.8113,0.8113,0.0,False,1.0,specificity_preserved
spacy,train,train,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,travers,travers,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,tribunal,tribunal,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,surprises,surpris,5,Désignée,5,Surprise,-0.0,0.0,16,Surprise,-0.0,0.0,0.0,False,0.3125,specificity_preserved
spacy,surtout,surtout,4,Montrée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,sympa,sympa,3,Désignée,3,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.75,specificity_preserved
spacy,téléphone,téléphone,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,immense,immense,5,Suggérée,5,Peur,1.9219,0.961,5,Peur,1.9219,0.961,0.0,False,1.0,specificity_preserved
spacy,génial,génial,16,Désignée,16,Joie,1.5016,0.7508,16,Joie,1.5016,0.7508,0.0,False,1.0,specificity_preserved
spacy,habits,habit,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,accord,accord,21,Suggérée,21,Colère,0.7229,0.4561,21,Colère,0.7229,0.4561,0.0,False,1.0,specificity_preserved
spacy,agréable,agréable,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,ah,ah,5,Montrée,5,Surprise,0.7219,0.7219,5,Surprise,0.7219,0.7219,0.0,False,1.0,specificity_preserved
spacy,aide,aide,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,élue,élire,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved
spacy,émotion,émotion,4,Suggérée,4,Joie,1.5,0.9464,4,Joie,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,émue,ému,3,Désignée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,énerve,énerv,4,Comportementale,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,énerve,énerver,1,Désignée,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved
spacy,vrai,vrai,5,Suggérée,5,Admiration,2.3219,1.0,5,Admiration,2.3219,1.0,0.0,False,1.0,specificity_preserved
spacy,école,école,8,Suggérée,8,Peur,1.8113,0.9056,8,Peur,1.8113,0.9056,0.0,False,1.0,specificity_preserved
spacy,accuse,accus,19,Comportementale,19,Colère,0.2975,0.2975,19,Colère,0.2975,0.2975,0.0,False,1.0,specificity_preserved
spacy,admiration,admiration,3,Désignée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,admirer,admirer,3,Désignée,3,Admiration,-0.0,0.0,6,Admiration,-0.0,0.0,0.0,False,0.5,specificity_preserved
spacy,affaires,affaire,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,affrontements,affrontement,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,abri,abri,3,Comportementale,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,état,état,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,étonne,étonner,5,Désignée,6,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.25,specificity_preserved
spacy,étonnement,étonnement,4,Désignée,4,Surprise,-0.0,0.0,4,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,étonné,étonner,7,Désignée,7,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.35,specificity_preserved
spacy,étonnés,étonner,5,Désignée,5,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.25,specificity_preserved
spacy,étrange,étrange,8,Désignée,8,Surprise,-0.0,0.0,10,Surprise,-0.0,0.0,0.0,False,0.8,specificity_preserved
spacy,vexé,vexé,4,Désignée,4,Embarras,1.0,1.0,4,Embarras,1.0,1.0,0.0,False,1.0,specificity_preserved
spacy,victoire,victoire,17,Suggérée,17,Joie,0.6723,0.6723,17,Joie,0.6723,0.6723,0.0,False,1.0,specificity_preserved
spacy,vie,vie,28,Suggérée,28,Joie,1.8064,0.9032,28,Joie,1.8064,0.9032,0.0,False,1.0,specificity_preserved
spacy,échec,échec,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,succès,succès,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,suicider,suicider,3,Comportementale,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,suivie,suivie,4,Suggérée,4,Admiration,2.0,1.0,4,Admiration,2.0,1.0,0.0,False,1.0,specificity_preserved
spacy,super,super,10,Désignée,10,Joie,1.4855,0.9372,10,Joie,1.4855,0.9372,0.0,False,1.0,specificity_preserved
spacy,surprenant,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved
spacy,surprenante,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved
spacy,surpris,surpris,11,Désignée,11,Surprise,-0.0,0.0,16,Surprise,-0.0,0.0,0.0,False,0.6875,specificity_preserved
spacy,surprise,surprise,41,Désignée,41,Surprise,0.4448,0.2807,41,Surprise,0.4448,0.2807,0.0,False,1.0,specificity_preserved
spacy,sexuellement,sexuellement,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,silence,silence,9,Comportementale,9,Tristesse,2.0588,0.8867,9,Tristesse,2.0588,0.8867,0.0,False,1.0,specificity_preserved
spacy,soleil,soleil,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,soupire,soupire,7,Comportementale,7,Tristesse,1.6645,0.8322,7,Tristesse,1.6645,0.8322,0.0,False,1.0,specificity_preserved
spacy,réussite,réussite,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,sécheresse,sécheresse,6,Suggérée,6,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,rêve,rêve,12,Suggérée,12,Joie,1.585,0.6826,12,Joie,1.585,0.6826,0.0,False,1.0,specificity_preserved
spacy,cause,cause,4,Suggérée,4,Joie,1.5,0.9464,4,Joie,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,champs,champ,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,chance,chance,13,Suggérée,13,Joie,1.6692,0.8346,13,Joie,1.6692,0.8346,0.0,False,1.0,specificity_preserved
spacy,chien,chien,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved
spacy,blagues,blague,5,Désignée,5,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.8333,specificity_preserved
spacy,plaisir,plaisir,26,Désignée,26,Joie,-0.0,0.0,26,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,bloquant,bloquer,4,Comportementale,4,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.2,specificity_preserved
spacy,bloquent,bloquer,4,Comportementale,4,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.2,specificity_preserved
spacy,bloquer,bloquer,5,Comportementale,5,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved
spacy,bloqué,bloquer,5,Comportementale,5,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved
spacy,rêver,rêver,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,sacré,sacrer,3,Montrée,3,Admiration,0.9183,0.9183,3,Admiration,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,sale,sale,9,Montrée,9,Dégoût,0.9911,0.9911,9,Dégoût,0.9911,0.9911,0.0,False,1.0,specificity_preserved
spacy,révolte,révolte,9,Comportementale,9,Colère,0.5033,0.5033,9,Colère,0.5033,0.5033,0.0,False,1.0,specificity_preserved
spacy,sécurité,sécurité,4,Suggérée,4,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,sûr,sûr,8,Montrée,8,Joie,1.0613,0.6696,8,Joie,1.0613,0.6696,0.0,False,1.0,specificity_preserved
spacy,beau,beau,14,Suggérée,14,Joie,1.2871,0.812,14,Joie,1.2871,0.812,0.0,False,1.0,specificity_preserved
spacy,beaucoup,beaucoup,7,Suggérée,7,Colère,2.2359,0.963,7,Colère,2.2359,0.963,0.0,False,1.0,specificity_preserved
spacy,beaux,beal,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,billes,bille,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved
spacy,assez,assez,26,Suggérée,26,Colère,0.9294,0.5864,26,Colère,0.9294,0.5864,0.0,False,1.0,specificity_preserved
spacy,tas,tas,5,Montrée,5,Dégoût,1.9219,0.961,5,Dégoût,1.9219,0.961,0.0,False,1.0,specificity_preserved
spacy,tellement,tellement,3,Montrée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved
spacy,temps,temps,9,Suggérée,9,Joie,2.1133,0.9101,9,Joie,2.1133,0.9101,0.0,False,1.0,specificity_preserved
spacy,tempête,tempête,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,tensions,tension,9,Désignée,9,Colère,-0.0,0.0,9,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,terrorisme,terrorisme,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,terroristes,terroriste,7,Suggérée,7,Colère,1.4488,0.9141,7,Colère,1.4488,0.9141,0.0,False,1.0,specificity_preserved
spacy,bande,bande,11,Montrée,11,Colère,0.994,0.994,11,Colère,0.994,0.994,0.0,False,1.0,specificity_preserved
spacy,star,star,8,Suggérée,8,Admiration,1.75,0.875,8,Admiration,1.75,0.875,0.0,False,1.0,specificity_preserved
spacy,stop,stop,7,Montrée,7,Colère,0.5917,0.5917,7,Colère,0.5917,0.5917,0.0,False,1.0,specificity_preserved
spacy,stressé,stresser,3,Désignée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved
spacy,bombardements,bombardement,3,Suggérée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved
spacy,bonbons,bonbon,3,Montrée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,bonheur,bonheur,14,Désignée,14,Joie,-0.0,0.0,14,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,bouche,bouche,4,Comportementale,4,Admiration,2.0,1.0,4,Admiration,2.0,1.0,0.0,False,1.0,specificity_preserved
spacy,boum,boum,3,Montrée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved
spacy,bravo,bravo,5,Montrée,5,Fierté,1.371,0.865,5,Fierté,1.371,0.865,0.0,False,1.0,specificity_preserved
spacy,brice,brice,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved
spacy,bée,bée,3,Comportementale,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved
