marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
prison,4,4,8,prison,no_match,,,False,,,,
préoccupation,4,4,8,preoccupation,exact,préoccupation,peur,True,,,,
rare,3,5,8,rare,no_match,,,False,,,,
reprochaient,4,4,8,reprochaient,no_match,,,False,,,,
revendication,4,4,8,revendication,no_match,,,False,,,,
rigoler,6,2,8,rigoler,exact,rigoler,joie,True,,,,
rigolo,5,3,8,rigolo,exact,rigolo,joie,True,,,,
réaliser,4,4,8,realiser,no_match,,,False,,,,
rêver,3,5,8,rever,no_match,,,False,révérence,admiration,medium,truncated_prefix_marker
soleil,4,4,8,soleil,no_match,,,False,,,,
sou,8,0,8,sou,no_match,,,False,,,,
souci,4,4,8,souci,exact,souci,peur,True,,,,
soupirer,1,7,8,soupirer,no_match,,,False,,,,
stage,4,4,8,stage,no_match,,,False,,,,
surtout,4,4,8,surtout,no_match,,,False,,,,
sympa,4,4,8,sympa,exact,sympa,amour,True,,,,
tempête,3,5,8,tempete,no_match,,,False,,,,
timidement,4,4,8,timidement,exact,timidement,peur,True,,,,
traité,0,8,8,traite,no_match,,,False,,,,
vieux,4,4,8,vieux,no_match,,,False,,,,
élire,4,4,8,elire,no_match,,,False,,,,
émotion,4,4,8,emotion,exact,émotion,non_specifiee,True,,,,
étonnement,4,4,8,etonnement,exact,étonnement,surprise,True,,,,
alarmant,4,3,7,alarmant,exact,alarmant,peur,True,,,,
applaudir,2,5,7,applaudir,exact,applaudir,admiration,True,,,,
bel,7,0,7,bel,no_match,,,False,,,,
brûler,3,4,7,bruler,no_match,,,False,,,,
ca,7,0,7,ca,no_match,,,False,,,,
choquant,2,5,7,choquant,no_match,,,False,,,,
comprendre,3,4,7,comprendre,no_match,,,False,,,,
demande,7,0,7,demande,no_match,,,False,,,,
discrimination,3,4,7,discrimination,no_match,,,False,,,,
drole,3,4,7,drole,exact,drôle,joie,True,,,,
fermer,4,3,7,fermer,no_match,,,False,,,,
fierter,7,0,7,fierter,repaired_high,,,False,fierté,fierte,high,inflected_or_extended_marker
fierté,0,7,7,fierte,exact,fierté,fierte,True,,,,
laisse,6,1,7,laisse,no_match,,,False,,,,
montrer,1,6,7,montrer,no_match,,,False,,,,
ouvrir,3,4,7,ouvrir,no_match,,,False,,,,
parle,6,1,7,parle,no_match,,,False,,,,
persécution,3,4,7,persecution,no_match,,,False,,,,
plaisante,7,0,7,plaisante,repaired_high,,,False,plaisant,amour,high,inflected_or_extended_marker
préoccuper,4,3,7,preoccuper,exact,préoccuper,peur,True,,,,
r,4,3,7,r,no_match,,,False,,,,
risquer,4,3,7,risquer,no_match,,,False,,,,
sauter,3,4,7,sauter,no_match,,,False,,,,
soupire,7,0,7,soupire,no_match,,,False,,,,
tenter,3,4,7,tenter,exact,tenter,desir,True,,,,
torturer,4,3,7,torturer,no_match,,,False,,,,
truquer,4,3,7,truquer,no_match,,,False,,,,
état,3,4,7,etat,exact,état,non_specifiee,True,,,,
abri,3,3,6,abri,no_match,,,False,,,,
admiration,3,3,6,admiration,exact,admiration,admiration,True,,,,
affaire,3,3,6,affaire,no_match,,,False,,,,
agir,3,3,6,agir,no_match,,,False,,,,
aide,3,3,6,aide,no_match,,,False,,,,
aider,3,3,6,aider,no_match,,,False,,,,
alarme,3,3,6,alarme,exact,alarme,peur,True,,,,
alerte,3,3,6,alerte,exact,alerte,peur,True,,,,
amusent,2,4,6,amusent,repaired_high,,,False,amusement,joie,high,shared_long_stem_edit_distance
augmenter,3,3,6,augmenter,no_match,,,False,,,,
avance,2,4,6,avance,no_match,,,False,,,,
baise,2,4,6,baise,no_match,,,False,,,,
banal,3,3,6,banal,no_match,,,False,,,,
blesser,5,1,6,blesser,no_match,,,False,,,,
bonbon,3,3,6,bonbon,no_match,,,False,,,,
bouder,2,4,6,bouder,exact,bouder,colere,True,,,,
boum,3,3,6,boum,no_match,,,False,,,,
bée,3,3,6,bee,no_match,,,False,,,,
champ,3,3,6,champ,no_match,,,False,,,,
chienne,3,3,6,chienne,no_match,,,False,,,,
chier,3,3,6,chier,no_match,,,False,,,,
chouette,3,3,6,chouette,no_match,,,False,,,,
cible,3,3,6,cible,no_match,,,False,,,,
coeur,3,3,6,coeur,no_match,,,False,,,,
combat,3,3,6,combat,no_match,,,False,,,,
commettre,3,3,6,commettre,no_match,,,False,,,,
complètement,3,3,6,completement,no_match,,,False,,,,
connasse,3,3,6,connasse,no_match,,,False,,,,
connaître,3,3,6,connaitre,no_match,,,False,,,,
consterner,3,3,6,consterner,exact,consterner,tristesse,True,,,,
corps,3,3,6,corps,no_match,,,False,,,,
couleur,3,3,6,couleur,no_match,,,False,,,,
coupe,3,3,6,coupe,no_match,,,False,,,,
cour,3,3,6,cour,no_match,,,False,,,,
courir,3,3,6,courir,no_match,,,False,,,,
course,3,3,6,course,no_match,,,False,,,,
cu,3,3,6,cu,no_match,,,False,,,,
cul,3,3,6,cul,no_match,,,False,,,,
degouter,4,2,6,degouter,exact,dégoûter,degout,True,,,,
discriminer,3,3,6,discriminer,no_match,,,False,,,,
doigt,3,3,6,doigt,no_match,,,False,,,,
drame,3,3,6,drame,exact,drame,tristesse,True,,,,
décider,3,3,6,decider,no_match,,,False,,,,
déclarer,3,3,6,declarer,no_match,,,False,,,,
décourage,3,3,6,decourage,repaired_high,,,False,décourager,tristesse,high,truncated_prefix_marker
dégoût,3,3,6,degout,exact,dégoût,degout,True,,,,
désespérer,3,3,6,desesperer,exact,désespérer,tristesse,True,,,,
déçue,6,0,6,decue,no_match,,,False,déçu,deplaisir,medium,same_prefix_fuzzy
dîner,3,3,6,diner,no_match,,,False,,,,
effet,3,3,6,effet,no_match,,,False,,,,
emploi,3,3,6,emploi,no_match,,,False,,,,
enfin,3,3,6,enfin,no_match,,,False,,,,
envie,3,3,6,envie,exact,envie,desir,True,,,,
esprit,3,3,6,esprit,no_match,,,False,,,,
exiger,3,3,6,exiger,no_match,,,False,,,,
extraordinaire,3,3,6,extraordinaire,no_match,,,False,,,,
facile,3,3,6,facile,no_match,,,False,,,,
facilement,3,3,6,facilement,no_match,,,False,,,,
fake,3,3,6,fake,no_match,,,False,,,,
finir,4,2,6,finir,no_match,,,False,,,,
fière,3,3,6,fiere,no_match,,,False,fierté,fierte,medium,same_prefix_fuzzy
formidable,3,3,6,formidable,no_match,,,False,,,,
frustrer,6,0,6,frustrer,exact,frustrer,deplaisir,True,,,,
gagne,6,0,6,gagne,no_match,,,False,,,,
gloire,2,4,6,gloire,exact,gloire,admiration,True,,,,
graisse,3,3,6,graisse,no_match,,,False,,,,
gâteau,3,3,6,gateau,no_match,,,False,,,,
gêner,5,1,6,gener,no_match,,,False,,,,
gêné,2,4,6,gene,no_match,,,False,,,,
habit,3,3,6,habit,no_match,,,False,,,,
hein,3,3,6,hein,no_match,,,False,,,,
homme,2,4,6,homme,no_match,,,False,,,,
icône,3,3,6,icone,no_match,,,False,,,,
illégal,3,3,6,illegal,no_match,,,False,,,,
inattendu,3,3,6,inattendu,no_match,,,False,,,,
incapable,3,3,6,incapable,no_match,,,False,,,,
insister,3,3,6,insister,no_match,,,False,,,,
insuffisant,2,4,6,insuffisant,no_match,,,False,,,,
insulté,0,6,6,insulte,no_match,,,False,,,,
interdire,2,4,6,interdire,no_match,,,False,,,,
inventer,3,3,6,inventer,no_match,,,False,,,,
jeu,3,3,6,jeu,no_match,,,False,,,,
jeune,3,3,6,jeune,no_match,,,False,,,,
lettre,3,3,6,lettre,no_match,,,False,,,,
liberté,3,3,6,liberte,no_match,,,False,,,,
lutter,3,3,6,lutter,no_match,,,False,,,,
magnifique,3,3,6,magnifique,no_match,,,False,,,,
maîtrise,3,3,6,maitrise,no_match,,,False,,,,
mec,3,3,6,mec,no_match,,,False,,,,
mesure,3,3,6,mesure,no_match,,,False,,,,
million,3,3,6,million,no_match,,,False,,,,
minable,3,3,6,minable,no_match,,,False,,,,
misère,3,3,6,misere,exact,misère,tristesse,True,,,,
mobiliser,4,2,6,mobiliser,no_match,,,False,,,,
mondial,3,3,6,mondial,no_match,,,False,,,,
monstre,3,3,6,monstre,exact,monstre,peur,True,,,,
muslim,3,3,6,muslim,no_match,,,False,,,,
mystérieux,3,3,6,mysterieux,no_match,,,False,,,,
mère,3,3,6,mere,no_match,,,False,,,,
médaill,6,0,6,medaill,no_match,,,False,,,,
national,3,3,6,national,no_match,,,False,,,,
nom,3,3,6,nom,no_match,,,False,,,,
noël,3,3,6,noel,no_match,,,False,,,,
ntm,3,3,6,ntm,no_match,,,False,,,,
nuage,3,3,6,nuage,no_match,,,False,,,,
nul,3,3,6,nul,no_match,,,False,,,,
négatif,1,5,6,negatif,no_match,,,False,,,,
obliger,2,4,6,obliger,no_match,,,False,,,,
organiser,3,3,6,organiser,no_match,,,False,,,,
original,3,3,6,original,no_match,,,False,,,,
oublier,3,3,6,oublier,no_match,,,False,,,,
ours,3,3,6,ours,no_match,,,False,,,,
paix,3,3,6,paix,exact,paix,apaisement,True,,,,
papa,3,3,6,papa,no_match,,,False,,,,
parfait,2,4,6,parfait,no_match,,,False,,,,
paris,3,3,6,paris,no_match,,,False,,,,
partager,3,3,6,partager,no_match,,,False,,,,
partout,3,3,6,partout,no_match,,,False,,,,
party,3,3,6,party,no_match,,,False,,,,
pavé,3,3,6,pave,no_match,,,False,,,,
payer,3,3,6,payer,no_match,,,False,payer la tête,mepris,medium,truncated_prefix_marker
pied,3,3,6,pied,no_match,,,False,,,,
polluer,5,1,6,polluer,no_match,,,False,,,,
pollution,3,3,6,pollution,no_match,,,False,,,,
précipiter,3,3,6,precipiter,no_match,,,False,,,,
pur,3,3,6,pur,no_match,,,False,,,,
putain,3,3,6,putain,no_match,,,False,,,,
pyjama,3,3,6,pyjama,no_match,,,False,,,,
pénible,3,3,6,penible,no_match,,,False,,,,
question,3,3,6,question,no_match,,,False,,,,
raciste,3,3,6,raciste,no_match,,,False,,,,
raison,3,3,6,raison,no_match,,,False,,,,
relation,3,3,6,relation,no_match,,,False,relaxation,apaisement,medium,same_prefix_fuzzy
religion,3,3,6,religion,no_match,,,False,,,,
remettre,3,3,6,remettre,no_match,,,False,,,,
revenir,3,3,6,revenir,no_match,,,False,,,,
ri,3,3,6,ri,no_match,,,False,,,,
rigole,1,5,6,rigole,repaired_high,,,False,rigoler,joie,high,truncated_prefix_marker
rond,4,2,6,rond,no_match,,,False,,,,
rouler,3,3,6,rouler,no_match,,,False,,,,
rupture,3,3,6,rupture,no_match,,,False,,,,
récupérer,3,3,6,recuperer,no_match,,,False,,,,
réussite,3,3,6,reussite,no_match,,,False,,,,
sacrer,3,3,6,sacrer,no_match,,,False,,,,
santé,3,3,6,sante,no_match,,,False,,,,
satisfait,2,4,6,satisfait,exact,satisfait,joie,True,,,,
scène,3,3,6,scene,no_match,,,False,,,,
sexuellement,3,3,6,sexuellement,no_match,,,False,,,,
siffler,3,3,6,siffler,no_match,,,False,,,,
spectacle,3,3,6,spectacle,no_match,,,False,,,,
stupéfait,2,4,6,stupefait,no_match,,,False,,,,
succès,3,3,6,succes,no_match,,,False,,,,
suicider,3,3,6,suicider,no_match,,,False,,,,
suivre,1,5,6,suivre,no_match,,,False,,,,
supprimer,3,3,6,supprimer,no_match,,,False,,,,
table,3,3,6,table,no_match,,,False,,,,
tel,3,3,6,tel,no_match,,,False,,,,
tellement,3,3,6,tellement,no_match,,,False,,,,
terrorisme,3,3,6,terrorisme,repaired_high,,,False,terroriser,peur,high,shared_long_stem_edit_distance
toit,3,3,6,toit,no_match,,,False,,,,
toucher,3,3,6,toucher,no_match,,,False,,,,
train,3,3,6,train,no_match,,,False,,,,
travers,3,3,6,travers,no_match,,,False,,,,
tribunal,3,3,6,tribunal,no_match,,,False,,,,
trois,3,3,6,trois,no_match,,,False,,,,
trésor,3,3,6,tresor,no_match,,,False,,,,
tâche,3,3,6,tache,no_match,,,False,,,,
téléphone,3,3,6,telephone,no_match,,,False,,,,
vache,3,3,6,vache,no_match,,,False,,,,
vexé,4,2,6,vexe,exact,vexé,embarras,True,,,,
vidéo,3,3,6,video,no_match,,,False,,,,
viol,3,3,6,viol,no_match,,,False,,,,
voiture,3,3,6,voiture,no_match,,,False,,,,
échec,3,3,6,echec,no_match,,,False,,,,
électricité,2,4,6,electricite,no_match,,,False,,,,
éliminer,3,3,6,eliminer,no_match,,,False,,,,
épidémie,2,4,6,epidemie,no_match,,,False,,,,
évacuer,3,3,6,evacuer,no_match,,,False,,,,
agace,2,3,5,agace,no_match,,,False,,,,
amusante,0,5,5,amusante,repaired_high,,,False,amusant,joie,high,inflected_or_extended_marker
armer,2,3,5,armer,no_match,,,False,,,,
avouer,4,1,5,avouer,no_match,,,False,,,,
baisser,4,1,5,baisser,no_match,,,False,,,,
battu,5,0,5,battu,no_match,,,False,,,,
blagu,5,0,5,blagu,no_match,,,False,,,,
braconnage,2,3,5,braconnage,no_match,,,False,,,,
changer,1,4,5,changer,no_match,,,False,,,,
chant,3,2,5,chant,no_match,,,False,,,,
chauffer,3,2,5,chauffer,no_match,,,False,,,,
crasseux,3,2,5,crasseux,no_match,,,False,,,,
croit,5,0,5,croit,no_match,,,False,,,,
célébré,5,0,5,celebre,no_match,,,False,,,,
danseuse,0,5,5,danseuse,no_match,,,False,,,,
dictateur,2,3,5,dictateur,no_match,,,False,,,,
difficulté,2,3,5,difficulte,no_match,,,False,,,,
dispute,3,2,5,dispute,exact,dispute,colere,True,,,,
dénonce,5,0,5,denonce,no_match,,,False,,,,
désolé,2,3,5,desole,no_match,,,False,,,,
détester,3,2,5,detester,exact,détester,ressentiment,True,,,,
déçu,5,0,5,decu,exact,déçu,deplaisir,True,,,,
embêter,4,1,5,embeter,exact,embêter,deplaisir,True,,,,
ensemble,2,3,5,ensemble,no_match,,,False,,,,
fabuleux,2,3,5,fabuleux,no_match,,,False,,,,
force,2,3,5,force,no_match,,,False,,,,
foutre,2,3,5,foutre,no_match,,,False,,,,
grèv,5,0,5,grev,no_match,,,False,,,,
gueul,5,0,5,gueul,no_match,,,False,,,,
harcèlement,0,5,5,harcelement,no_match,,,False,,,,
harcèlemer,5,0,5,harcelemer,no_match,,,False,,,,
impatiente,2,3,5,impatiente,no_match,,,False,,,,
impos,5,0,5,impos,no_match,,,False,,,,
inquiétant,0,5,5,inquietant,exact,inquiétant,peur,True,,,,
inquiétante,5,0,5,inquietante,repaired_high,,,False,inquiétant,peur,high,inflected_or_extended_marker
jalou,0,5,5,jalou,repaired_high,,,False,jaloux,jalousie,high,truncated_prefix_marker
joli,1,4,5,joli,no_match,,,False,,,,
malheureux,3,2,5,malheureux,exact,malheureux,tristesse,True,,,,
maltraitance,2,3,5,maltraitance,no_match,,,False,,,,
marié,2,3,5,marie,no_match,,,False,,,,
mordre,2,3,5,mordre,no_match,,,False,,,,
niqu,5,0,5,niqu,no_match,,,False,,,,
nique,0,5,5,nique,no_match,,,False,,,,
parvenir,3,2,5,parvenir,no_match,,,False,,,,
pauvreté,1,4,5,pauvrete,no_match,,,False,,,,
perdu,5,0,5,perdu,no_match,,,False,,,,
pire,2,3,5,pire,no_match,,,False,,,,
protesté,0,5,5,proteste,no_match,,,False,,,,
rat,4,1,5,rat,no_match,,,False,,,,
rater,1,4,5,rater,no_match,,,False,,,,
rebeller,3,2,5,rebeller,no_match,,,False,,,,
redoute,5,0,5,redoute,repaired_high,,,False,redouter,peur,high,truncated_prefix_marker
revendiquer,1,4,5,revendiquer,no_match,,,False,,,,
riant,1,4,5,riant,no_match,,,False,,,,
réconforter,3,2,5,reconforter,exact,réconforter,apaisement,True,,,,
réfugié,2,3,5,refugie,no_match,,,False,,,,
répondre,3,2,5,repondre,no_match,,,False,,,,
sauver,3,2,5,sauver,no_match,,,False,,,,
énerve,0,5,5,enerve,exact,énervé,colere,True,,,,
étoile,2,3,5,etoile,no_match,,,False,,,,
éviter,3,2,5,eviter,no_match,,,False,,,,
aaaah,2,2,4,aaaah,no_match,,,False,,,,
abandonner,2,2,4,abandonner,no_match,,,False,,,,
abord,2,2,4,abord,no_match,,,False,,,,
abriter,2,2,4,abriter,no_match,,,False,,,,
absolument,2,2,4,absolument,no_match,,,False,,,,
accepter,2,2,4,accepter,no_match,,,False,,,,
admirable,2,2,4,admirable,exact,admirable,admiration,True,,,,
adorer,1,3,4,adorer,exact,adorer,amour,True,,,,
affoler,3,1,4,affoler,exact,affoler,peur,True,,,,
agressif,2,2,4,agressif,no_match,,,False,,,,
ambiance,2,2,4,ambiance,no_match,,,False,,,,
amoureux,2,2,4,amoureux,exact,amoureux,amour,True,,,,
amusé,0,4,4,amuse,repaired_high,,,False,amuser,joie,high,truncated_prefix_marker
anéanti,2,2,4,aneanti,no_match,,,False,,,,
anéantir,2,2,4,aneantir,no_match,,,False,,,,
applaudi,4,0,4,applaudi,repaired_high,,,False,applaudir,admiration,high,truncated_prefix_marker
applaudissement,2,2,4,applaudissement,exact,applaudissement,admiration,True,,,,
archi,2,2,4,archi,no_match,,,False,,,,
arthur,2,2,4,arthur,no_match,,,False,,,,
asseoir,2,2,4,asseoir,no_match,,,False,,,,
automobile,2,2,4,automobile,no_match,,,False,,,,
autour,2,2,4,autour,no_match,,,False,,,,
aventure,2,2,4,aventure,no_match,,,False,,,,
bagraa,2,2,4,bagraa,no_match,,,False,,,,
ballet,2,2,4,ballet,no_match,,,False,,,,
bang,2,2,4,bang,no_match,,,False,,,,
banquier,2,2,4,banquier,no_match,,,False,,,,
barrage,2,2,4,barrage,no_match,,,False,,,,
barricade,2,2,4,barricade,no_match,,,False,,,,
bas,2,2,4,bas,no_match,,,False,,,,
bataille,2,2,4,bataille,no_match,,,False,,,,
berne,2,2,4,berne,no_match,,,False,,,,
besoin,2,2,4,besoin,no_match,,,False,,,,
beurk,2,2,4,beurk,no_match,,,False,,,,
bisou,3,1,4,bisou,exact,bisou,amour,True,,,,
bizarre,2,2,4,bizarre,no_match,,,False,,,,
blocage,2,2,4,blocage,no_match,,,False,,,,
bloquant,0,4,4,bloquant,no_match,,,False,,,,
bombe,2,2,4,bombe,no_match,,,False,,,,
bord,2,2,4,bord,no_match,,,False,,,,
bougie,2,2,4,bougie,no_match,,,False,,,,
boulette,2,2,4,boulette,no_match,,,False,,,,
bouqin,2,2,4,bouqin,no_match,,,False,,,,
bouquin,2,2,4,bouquin,no_match,,,False,,,,
bras,2,2,4,bras,no_match,,,False,,,,
bronze,2,2,4,bronze,no_match,,,False,,,,
bruit,2,2,4,bruit,no_match,,,False,,,,
brusquement,2,2,4,brusquement,no_match,,,False,,,,
buffet,2,2,4,buffet,no_match,,,False,,,,
burk,2,2,4,burk,no_match,,,False,,,,
bébé,2,2,4,bebe,no_match,,,False,,,,
bégayer,2,2,4,begayer,no_match,,,False,,,,
bêbête,2,2,4,bebete,no_match,,,False,,,,
caillou,2,2,4,caillou,no_match,,,False,,,,
calme,2,2,4,calme,exact,calme,apaisement,True,,,,
capable,2,2,4,capable,no_match,,,False,,,,
carrément,0,4,4,carrement,no_match,,,False,,,,
carrémer,4,0,4,carremer,no_match,,,False,,,,
carte,2,2,4,carte,no_match,,,False,,,,
cas,2,2,4,cas,no_match,,,False,,,,
causer,2,2,4,causer,no_match,,,False,,,,
cesser,2,2,4,cesser,no_match,,,False,,,,
chagrin,2,2,4,chagrin,exact,chagrin,tristesse,True,,,,
chaud,2,2,4,chaud,no_match,,,False,,,,
chic,2,2,4,chic,no_match,,,False,,,,
chocolat,2,2,4,chocolat,no_match,,,False,,,,
chorégraphie,2,2,4,choregraphie,no_match,,,False,,,,
chouine,2,2,4,chouine,no_match,,,False,,,,
ciel,2,2,4,ciel,no_match,,,False,,,,
clin,2,2,4,clin,no_match,,,False,,,,
compte,2,2,4,compte,no_match,,,False,,,,
compter,2,2,4,compter,no_match,,,False,,,,
condamné,4,0,4,condamne,exact,condamné,culpabilite,True,,,,
conduite,2,2,4,conduite,no_match,,,False,,,,
confisquer,3,1,4,confisquer,no_match,,,False,,,,
confronter,2,2,4,confronter,no_match,,,False,,,,
contemple,2,2,4,contemple,no_match,,,False,,,,
contente,2,2,4,contente,repaired_high,,,False,contenter,joie,high,truncated_prefix_marker
contrôle,2,2,4,controle,no_match,,,False,,,,
contrôler,2,2,4,controler,no_match,,,False,,,,
convulsion,2,2,4,convulsion,no_match,,,False,,,,
courant,2,2,4,courant,no_match,,,False,courage,audace,medium,shared_long_stem_edit_distance
court,2,2,4,court,no_match,,,False,,,,
couverture,2,2,4,couverture,no_match,,,False,,,,
crash,2,2,4,crash,no_match,,,False,,,,
croustillant,2,2,4,croustillant,no_match,,,False,,,,
cuisiner,2,2,4,cuisiner,no_match,,,False,,,,
cyberharcèlement,2,2,4,cyberharcelement,no_match,,,False,,,,
cyclone,2,2,4,cyclone,no_match,,,False,,,,
cérémonie,2,2,4,ceremonie,no_match,,,False,,,,
degeulasse,2,2,4,degeulasse,no_match,,,False,,,,
degoute,2,2,4,degoute,exact,dégoûté,degout,True,,,,
dernier,2,2,4,dernier,no_match,,,False,,,,
descendu,0,4,4,descendu,no_match,,,False,,,,
descendue,0,4,4,descendue,no_match,,,False,,,,
dessus,2,2,4,dessus,no_match,,,False,,,,
dette,2,2,4,dette,no_match,,,False,,,,
discours,2,2,4,discours,no_match,,,False,,,,
ditribution,2,2,4,ditribution,no_match,,,False,,,,
divin,2,2,4,divin,no_match,,,False,,,,
divise,2,2,4,divise,no_match,,,False,,,,
dollar,2,2,4,dollar,no_match,,,False,,,,
doute,2,2,4,doute,no_match,,,False,,,,
dramatique,2,2,4,dramatique,exact,dramatique,tristesse,True,,,,
drapeau,2,2,4,drapeau,no_match,,,False,,,,
durer,1,3,4,durer,no_match,,,False,,,,
débile,2,2,4,debile,no_match,,,False,,,,
déchiré,2,2,4,dechire,no_match,,,False,,,,
décidément,2,2,4,decidement,no_match,,,False,,,,
décrire,2,2,4,decrire,no_match,,,False,,,,
décès,2,2,4,deces,no_match,,,False,,,,
défiler,3,1,4,defiler,no_match,,,False,,,,
dégoûtant,1,3,4,degoutant,exact,dégoûtant,degout,True,,,,
délicieux,2,2,4,delicieux,exact,délicieux,joie,True,,,,
dénigrer,2,2,4,denigrer,no_match,,,False,,,,
dénonçaient,0,4,4,denoncaient,no_match,,,False,,,,
désastre,2,2,4,desastre,no_match,,,False,,,,
désespéré,2,2,4,desespere,exact,désespéré,tristesse,True,,,,
désolée,2,2,4,desolee,no_match,,,False,,,,
détourne,2,2,4,detourne,no_match,,,False,,,,
détruite,4,0,4,detruite,no_match,,,False,,,,
effondrement,1,3,4,effondrement,no_match,,,False,,,,
effrayé,2,2,4,effraye,repaired_high,,,False,effrayer,peur,high,truncated_prefix_marker
elisa,2,2,4,elisa,no_match,,,False,,,,
embouteillage,2,2,4,embouteillage,no_match,,,False,,,,
embrasser,2,2,4,embrasser,exact,embrasser,amour,True,,,,
endommager,2,2,4,endommager,no_match,,,False,,,,
endroit,2,2,4,endroit,no_match,,,False,,,,
engager,2,2,4,engager,no_match,,,False,,,,
engouement,2,2,4,engouement,exact,engouement,amour,True,,,,
ennui,2,2,4,ennui,exact,ennui,tristesse,True,,,,
entier,2,2,4,entier,no_match,,,False,enticher,amour,medium,same_prefix_fuzzy
entrez,1,3,4,entrez,no_match,,,False,,,,
esclavage,2,2,4,esclavage,no_match,,,False,,,,
espoir,2,2,4,espoir,exact,espoir,desir,True,,,,
espèce,2,2,4,espece,no_match,,,False,,,,
estomac,2,2,4,estomac,no_match,,,False,,,,
euh,2,2,4,euh,no_match,,,False,,,,
europe,2,2,4,europe,no_match,,,False,,,,
exceptionnelle,4,0,4,exceptionnelle,no_match,,,False,,,,
expliquer,2,2,4,expliquer,no_match,,,False,,,,
explosion,2,2,4,explosion,no_match,,,False,,,,
exprimer,2,2,4,exprimer,no_match,,,False,,,,
falsifier,3,1,4,falsifier,no_match,,,False,,,,
façon,2,2,4,facon,no_match,,,False,,,,
fils,2,2,4,fils,no_match,,,False,,,,
fin,2,2,4,fin,no_match,,,False,,,,
financier,2,2,4,financier,no_match,,,False,,,,
flavia,2,2,4,flavia,no_match,,,False,,,,
fleur,2,2,4,fleur,no_match,,,False,,,,
folâtre,2,2,4,folatre,exact,folâtre,joie,True,,,,
fouiller,2,2,4,fouiller,no_match,,,False,,,,
foutu,2,2,4,foutu,no_match,,,False,,,,
fracture,2,2,4,fracture,no_match,,,False,,,,
français,2,2,4,francais,no_match,,,False,,,,
frein,2,2,4,frein,no_match,,,False,,,,
frere,2,2,4,frere,no_match,,,False,,,,
frimer,2,2,4,frimer,no_match,,,False,,,,
frr,2,2,4,frr,no_match,,,False,,,,
frustrant,0,4,4,frustrant,exact,frustrant,deplaisir,True,,,,
fun,2,2,4,fun,no_match,,,False,,,,
funéraille,2,2,4,funeraille,no_match,,,False,,,,
fuyaient,2,2,4,fuyaient,no_match,,,False,,,,
fâcher,3,1,4,facher,exact,fâcher,colere,True,,,,
gagnera,0,4,4,gagnera,no_match,,,False,,,,
gaie,2,2,4,gaie,no_match,,,False,,,,
gain,2,2,4,gain,no_match,,,False,,,,
gamin,2,2,4,gamin,no_match,,,False,,,,
garder,2,2,4,garder,no_match,,,False,,,,
gars,2,2,4,gars,no_match,,,False,,,,
gaîment,2,2,4,gaiment,no_match,,,False,,,,
gentil,2,2,4,gentil,no_match,,,False,,,,
gilet,2,2,4,gilet,no_match,,,False,,,,
grogner,4,0,4,grogner,exact,grogner,comportement,True,,,,
grogné,0,4,4,grogne,repaired_high,,,False,grogner,comportement,high,truncated_prefix_marker
grommèle,2,2,4,grommele,repaired_high,,,False,grommeler,colere,high,truncated_prefix_marker
guele,2,2,4,guele,no_match,,,False,,,,
guiness,2,2,4,guiness,no_match,,,False,,,,
gêne,2,2,4,gene,no_match,,,False,,,,
habiter,2,2,4,habiter,no_match,,,False,,,,
hallucinant,2,2,4,hallucinant,no_match,,,False,,,,
heurt,2,2,4,heurt,no_match,,,False,,,,
hip,2,2,4,hip,no_match,,,False,,,,
historique,2,2,4,historique,no_match,,,False,,,,
homosexualité,2,2,4,homosexualite,no_match,,,False,,,,
honteux,2,2,4,honteux,exact,honteux,embarras,True,,,,
hostile,2,2,4,hostile,exact,hostile,ressentiment,True,,,,
hourrah,2,2,4,hourrah,repaired_high,,,False,hourra,admiration,high,inflected_or_extended_marker
hum,2,2,4,hum,no_match,,,False,,,,
humain,2,2,4,humain,no_match,,,False,,,,
hymne,2,2,4,hymne,no_match,,,False,,,,
hôtel,2,2,4,hotel,no_match,,,False,,,,
idiot,2,2,4,idiot,no_match,,,False,,,,
idol,4,0,4,idol,no_match,,,False,,,,
idole,0,4,4,idole,no_match,,,False,,,,
illégalement,2,2,4,illegalement,no_match,,,False,,,,
immobile,2,2,4,immobile,no_match,,,False,,,,
immonde,2,2,4,immonde,exact,immonde,degout,True,,,,
impressionné,0,4,4,impressionne,no_match,,,False,,,,
inaction,2,2,4,inaction,no_match,,,False,,,,
incendie,2,2,4,incendie,no_match,,,False,,,,
inclinée,2,2,4,inclinee,no_match,,,False,,,,
incurable,2,2,4,incurable,no_match,,,False,,,,
indice,2,2,4,indice,no_match,,,False,,,,
indignation,2,2,4,indignation,exact,indignation,colere,True,,,,
indigné,1,3,4,indigne,exact,indigné,colere,True,,,,
information,2,2,4,information,no_match,,,False,,,,
insecte,2,2,4,insecte,no_match,,,False,,,,
insécurité,1,3,4,insecurite,exact,insécurité,peur,True,,,,
interrogation,2,2,4,interrogation,no_match,,,False,,,,
intriguer,4,0,4,intriguer,no_match,,,False,,,,
jalousie,2,2,4,jalousie,exact,jalousie,jalousie,True,,,,
jaune,2,2,4,jaune,no_match,,,False,,,,
