marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
dégoûtée,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoûtée,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
délic,1,0,1,1,délice,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
délic,1,0,1,2,délicieux,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
délic,1,0,1,3,délicieusement,joie,truncated_prefix_marker,medium,0.5263,9,5,0.5263
détent,1,0,1,1,détente,apaisement,truncated_prefix_marker,high,0.9231,1,6,0.9231
détent,1,0,1,2,détendu,apaisement,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
effrai,1,0,1,1,effroi,peur,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
effraie,0,1,1,1,effrayer,peur,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
effrayante,0,1,1,1,effrayant,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
engueule,0,1,1,1,engueuler,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
engueule,0,1,1,2,engueulade,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
enthousiasm,1,0,1,1,enthousiasme,joie,truncated_prefix_marker,high,0.9565,1,11,0.9565
enthousiasm,1,0,1,2,enthousiasmer,joie,truncated_prefix_marker,high,0.9167,2,11,0.9167
enthousiasm,1,0,1,3,enthousiasmant,joie,truncated_prefix_marker,high,0.88,3,11,0.88
enthousiasm,1,0,1,4,enthousiaste,joie,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
entraine,1,0,1,1,entrain,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
entrainer,0,1,1,1,entrain,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
espèr,1,0,1,1,espérer,desir,truncated_prefix_marker,high,0.8333,2,5,0.8333
espèr,1,0,1,2,espérance,desir,truncated_prefix_marker,medium,0.7143,4,5,0.7143
exaspéré,0,1,1,1,exaspérer,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
fâchée,0,1,1,1,fâché,colere,inflected_or_extended_marker,high,0.9091,1,5,0.9091
fâchée,0,1,1,2,fâcherie,colere,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
fâchée,0,1,1,3,fâcher,colere,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
fâchée,0,1,1,4,fâcheux,colere,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
félicitée,0,1,1,1,félicité,joie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
glorieur,0,1,1,1,glorieux,admiration,shared_long_stem_edit_distance,high,0.875,1,7,0.875
glorieuse,1,0,1,1,glorieux,admiration,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
glorieuse,1,0,1,2,glorieusement,admiration,truncated_prefix_marker,medium,0.8182,4,9,0.8182
hourrer,1,0,1,1,hourra,admiration,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
humiliée,0,1,1,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliée,0,1,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
indignée,0,1,1,1,indigné,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
indignée,0,1,1,2,indigner,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
inquiétée,0,1,1,1,inquiéter,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
inquiétée,0,1,1,2,inquiet,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
inquiétée,0,1,1,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8421,2,7,0.8421
irrespectueuse,1,0,1,1,irrespectueux,embarras,shared_long_stem_edit_distance,high,0.8889,2,12,0.8889
irrespectueuse,1,0,1,2,irrespectueusement,embarras,truncated_prefix_marker,high,0.875,4,14,0.875
irrespectueuse,1,0,1,3,irrespect,embarras,inflected_or_extended_marker,medium,0.7826,5,9,0.7826
isolent,0,1,1,1,isolement,tristesse,shared_long_stem_edit_distance,high,0.875,2,5,0.875
isolent,0,1,1,2,isolé,tristesse,inflected_or_extended_marker,high,0.8333,2,5,0.8333
isolent,0,1,1,3,isolant,tristesse,same_prefix_fuzzy,medium,0.8571,1,4,0.8571
isolent,0,1,1,4,isoler,tristesse,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
joviale,0,1,1,1,jovial,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
joviale,0,1,1,2,jovialité,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
joviale,0,1,1,3,jovialement,joie,truncated_prefix_marker,medium,0.7778,4,7,0.7778
lamente,0,1,1,1,lamenter,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
malheureuse,0,1,1,1,malheureux,tristesse,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
malheureuse,0,1,1,2,malheureusement,tristesse,truncated_prefix_marker,high,0.8462,4,11,0.8462
malheureuse,0,1,1,3,malheur,tristesse,inflected_or_extended_marker,medium,0.7778,4,7,0.7778
menacée,1,0,1,1,menace,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,1,0,1,2,menacé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,1,0,1,3,menacer,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
mécontente,0,1,1,1,mécontenter,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
mécontente,0,1,1,2,mécontent,colere,inflected_or_extended_marker,high,0.9474,1,9,0.9474
mécontente,0,1,1,3,mécontentement,colere,truncated_prefix_marker,high,0.8333,4,10,0.8333
méfiante,0,1,1,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiante,0,1,1,2,méfiance,peur,shared_long_stem_edit_distance,high,0.875,1,6,0.875
offensif,1,0,1,1,offense,embarras,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
offensif,1,0,1,2,offensé,embarras,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
offensif,1,0,1,3,offenser,embarras,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
offensive,0,1,1,1,offense,embarras,shared_long_stem_edit_distance,high,0.875,2,6,0.875
offensive,0,1,1,2,offensé,embarras,shared_long_stem_edit_distance,high,0.875,2,6,0.875
passionn,1,0,1,1,passionné,amour,truncated_prefix_marker,high,0.9412,1,8,0.9412
passionn,1,0,1,2,passion,amour,inflected_or_extended_marker,high,0.9333,1,7,0.9333
passionn,1,0,1,3,passionnel,amour,truncated_prefix_marker,high,0.8889,2,8,0.8889
passionn,1,0,1,4,passionner,amour,truncated_prefix_marker,high,0.8889,2,8,0.8889
passionn,1,0,1,5,passionnément,amour,truncated_prefix_marker,medium,0.7619,5,8,0.7619
pitier,1,0,1,1,pitie,empathie,inflected_or_extended_marker,high,0.9091,1,5,0.9091
pitier,1,0,1,2,pitié,empathie,inflected_or_extended_marker,high,0.9091,1,5,0.9091
plair,1,0,1,1,plaire,amour,truncated_prefix_marker,high,0.9091,1,5,0.9091
plair,1,0,1,2,plaisir,joie,same_prefix_fuzzy,medium,0.8333,2,4,0.8333
plaisent,0,1,1,1,plaisant,amour,same_prefix_fuzzy,medium,0.875,1,5,0.875
pleurai,1,0,1,1,pleurard,comportement,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
pleurais,0,1,1,1,pleurard,comportement,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
rabat,0,1,1,1,rabat-joie,tristesse,truncated_prefix_marker,medium,0.6667,5,5,0.6667
redoutables,1,0,1,1,redoutable,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
reposter,1,0,1,1,reposer,apaisement,shared_long_stem_edit_distance,high,0.9333,1,5,0.9333
reposter,1,0,1,2,reposé,apaisement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
reposter,1,0,1,3,repos,apaisement,inflected_or_extended_marker,medium,0.7692,3,5,0.7692
repostez,0,1,1,1,reposé,apaisement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
repostez,0,1,1,2,reposer,apaisement,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
repostez,0,1,1,3,repos,apaisement,inflected_or_extended_marker,medium,0.7692,3,5,0.7692
rigolant,0,1,1,1,rigolade,joie,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
rigolot,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
rigolot,0,1,1,2,rigoler,joie,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
rigolote,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
réjoui,0,1,1,1,réjouir,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
réjoui,0,1,1,2,réjouissant,joie,truncated_prefix_marker,medium,0.7059,5,6,0.7059
réjoui,0,1,1,3,réjouissance,joie,truncated_prefix_marker,medium,0.6667,6,6,0.6667
saute,1,0,1,1,saute d'humeur,comportement,truncated_prefix_marker,medium,0.5263,9,5,0.5263
soupçonnent,0,1,1,1,soupçonneux,peur,shared_long_stem_edit_distance,medium,0.8182,2,9,0.8182
stressée,0,1,1,1,stressé,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
stressée,0,1,1,2,stresser,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
stressée,0,1,1,3,stress,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
surprend,1,0,1,1,surprendre,surprise,truncated_prefix_marker,high,0.8889,2,8,0.8889
tente,1,0,1,1,tenter,desir,truncated_prefix_marker,high,0.9091,1,5,0.9091
tremblaient,0,1,1,1,tremblant,comportement,shared_long_stem_edit_distance,high,0.9,2,7,0.9
troublée,1,0,1,1,trouble,surprise,inflected_or_extended_marker,high,0.9333,1,7,0.9333
troublée,1,0,1,2,troubler,surprise,shared_long_stem_edit_distance,high,0.875,1,7,0.875
énervait,0,1,1,1,énervant,colere,shared_long_stem_edit_distance,high,0.875,1,6,0.875
épouvant,1,0,1,1,épouvante,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
épouvant,1,0,1,2,épouvanter,peur,truncated_prefix_marker,high,0.8889,2,8,0.8889
épouvant,1,0,1,3,épouvantail,peur,truncated_prefix_marker,high,0.8421,3,8,0.8421
épouvant,1,0,1,4,épouvantable,peur,truncated_prefix_marker,medium,0.8,4,8,0.8
épouvant,1,0,1,5,épouvantement,peur,truncated_prefix_marker,medium,0.7619,5,8,0.7619
étonn,1,0,1,1,étonné,surprise,truncated_prefix_marker,high,0.9091,1,5,0.9091
étonn,1,0,1,2,étonner,surprise,truncated_prefix_marker,high,0.8333,2,5,0.8333
étonn,1,0,1,3,étonnant,surprise,truncated_prefix_marker,medium,0.7692,3,5,0.7692
étonn,1,0,1,4,étonnement,surprise,truncated_prefix_marker,medium,0.6667,5,5,0.6667
étonn,1,0,1,5,étonnamment,surprise,truncated_prefix_marker,medium,0.625,6,5,0.625
étonnerait,0,1,1,1,étonner,surprise,inflected_or_extended_marker,high,0.8235,3,7,0.8235
étonnerait,0,1,1,2,étonné,surprise,inflected_or_extended_marker,medium,0.75,4,6,0.75
