marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
montre,lemma,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
montre,word,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
devoir,lemma,3.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.4591479170272446,0.4217883392075883
cu,word,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
cu,lemma,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
mérite,lemma,6.0,0.0,2.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,12.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
faut,word,3.0,0.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
en,word,20.0,6.0,3.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,31.0,0.6451612903225806,0.1935483870967742,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,1.447640684443725,0.4184620030194337
ça,word,19.0,3.0,1.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,27.0,0.7037037037037037,0.1111111111111111,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.4413500852156318,0.4166436120461295
a,word,49.0,13.0,6.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,73.0,0.6712328767123288,0.1780821917808219,0.0821917808219178,0.0136986301369863,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,1.4400125903621221,0.4162569893285986
arrêter,word,6.0,3.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.4353713907745331,0.41491538177590553
faire,lemma,28.0,7.0,3.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,41.0,0.6829268292682927,0.17073170731707318,0.07317073170731707,0.024390243902439025,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,1.4304224979307762,0.41348483092555915
êtes,word,8.0,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.4182958340544896,0.40997943893834493
laisse,word,8.0,0.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,12.0,0.6666666666666666,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,1.4182958340544896,0.40997943893834493
en,lemma,31.0,9.0,3.0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.0,46.0,0.6739130434782609,0.1956521739130435,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,1.4178163443801126,0.4098408353388999
ca,word,13.0,2.0,0.0,0.0,0.0,4.0,0,0.0,1.0,0.0,0.0,20.0,0.65,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,1.4166422780956522,0.4095014540722967
ca,lemma,13.0,2.0,0.0,0.0,0.0,4.0,0,0.0,1.0,0.0,0.0,20.0,0.65,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,1.4166422780956522,0.4095014540722967
personne,lemma,4.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.4056390622295665,0.40632081138902837
cela,lemma,18.0,2.0,1.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,25.0,0.72,0.08,0.04,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.4015101887362598,0.4051272992897972
bon,lemma,13.0,2.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.0,1.4002582326102067,0.404765402809662
bon,word,13.0,2.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.0,1.4002582326102067,0.404765402809662
rien,word,22.0,2.0,0.0,2.0,0.0,9.0,0,0.0,0.0,0.0,0.0,35.0,0.6285714285714286,0.05714285714285714,0.0,0.05714285714285714,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.3968024277163564,0.4037664511682327
rien,lemma,22.0,2.0,0.0,2.0,0.0,9.0,0,0.0,0.0,0.0,0.0,35.0,0.6285714285714286,0.05714285714285714,0.0,0.05714285714285714,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.3968024277163564,0.4037664511682327
le,lemma,163.0,61.0,13.0,4.0,0.0,5.0,0,0.0,1.0,0.0,1.0,248.0,0.657258064516129,0.24596774193548387,0.05241935483870968,0.016129032258064516,0.0,0.020161290322580645,0.0,0.0,0.004032258064516129,0.0,0.004032258064516129,1.3923696025591625,0.40248507733407085
frr,word,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.3921472236645345,0.4024207954175184
frr,lemma,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.3921472236645345,0.4024207954175184
l,word,4.0,4.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921472236645345,0.4024207954175184
l,lemma,4.0,4.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921472236645345,0.4024207954175184
quoi,word,33.0,4.0,3.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,44.0,0.75,0.09090909090909091,0.06818181818181818,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,1.386252222251106,0.40071675785780203
quoi,lemma,33.0,4.0,3.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,44.0,0.75,0.09090909090909091,0.06818181818181818,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,1.386252222251106,0.40071675785780203
la,word,99.0,26.0,8.0,3.0,0.0,5.0,0,0.0,1.0,0.0,0.0,142.0,0.6971830985915493,0.18309859154929578,0.056338028169014086,0.02112676056338028,0.0,0.035211267605633804,0.0,0.0,0.007042253521126761,0.0,0.0,1.382970598123344,0.39976815574926994
le,word,25.0,15.0,3.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.0,0.5681818181818182,0.3409090909090909,0.06818181818181818,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3809168190768573,0.3991744804659019
jamais,word,4.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
arrêter,lemma,8.0,4.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,14.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
qu'il,word,4.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
falloir,lemma,4.0,0.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
trop,word,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.3787834934861753,0.39855781107455196
jamais,lemma,4.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
trop,lemma,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.3787834934861753,0.39855781107455196
ici,lemma,4.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
pouvoir,lemma,4.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
ici,word,4.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787834934861753,0.39855781107455196
et,word,57.0,16.0,2.0,2.0,0.0,4.0,0,0.0,0.0,1.0,0.0,82.0,0.6951219512195121,0.1951219512195122,0.024390243902439025,0.024390243902439025,0.0,0.04878048780487805,0.0,0.0,0.0,0.012195121951219513,0.0,1.3761528484303978,0.3977973841183996
et,lemma,57.0,16.0,2.0,2.0,0.0,4.0,0,0.0,0.0,1.0,0.0,82.0,0.6951219512195121,0.1951219512195122,0.024390243902439025,0.024390243902439025,0.0,0.04878048780487805,0.0,0.0,0.0,0.012195121951219513,0.0,1.3761528484303978,0.3977973841183996
juif,lemma,10.0,3.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,15.0,0.6666666666666666,0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.3752793655393791,0.39754489093821566
que,word,37.0,11.0,6.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,56.0,0.6607142857142857,0.19642857142857142,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,1.3731888981717408,0.39694061035166606
que,lemma,37.0,11.0,6.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,56.0,0.6607142857142857,0.19642857142857142,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,1.3731888981717408,0.39694061035166606
plus,lemma,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
penser,lemma,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
ce,word,12.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
plus,word,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
qu'elle,word,3.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.3709505944546687,0.39629359547644394
j,lemma,3.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
j,word,3.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
cul,lemma,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
cul,word,3.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
aimer,lemma,6.0,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,10.0,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.3709505944546687,0.39629359547644394
ils,word,5.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,1.0,10.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,1.3609640474436813,0.3934068359991974
il,word,10.0,8.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,20.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.3609640474436813,0.3934068359991974
juive,word,7.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,10.0,0.7,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.3567796494470397,0.3921972737190533
ou,word,7.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3567796494470397,0.3921972737190533
laisse,lemma,9.0,0.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,13.0,0.6923076923076923,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,1.3520301017579528,0.3908243465412189
dit,word,5.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3516441151533922,0.39071277139041055
ce,lemma,13.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,0.6190476190476191,0.19047619047619047,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3396642639295127,0.38724981777706563
tes,word,6.0,4.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3221793455166666,0.3821955428728739
à,lemma,18.0,4.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,25.0,0.72,0.16,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.32151018873626,0.38200211318436617
fait,word,7.0,0.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.6363636363636364,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.3092966682370037,0.3784716140025187
fou,word,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,8.0,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.2987949406953985,0.3754359339546668
sur,word,5.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
même,word,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.2987949406953985,0.3754359339546668
même,lemma,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.2987949406953985,0.3754359339546668
sur,lemma,5.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987949406953985,0.3754359339546668
vouloir,lemma,16.0,7.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,25.0,0.64,0.28,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,1.2977968115985956,0.37514740994065665
à,word,17.0,3.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,23.0,0.7391304347826086,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.295659529821394,0.3745295969549375
personne,word,6.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,10.0,0.6,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.295461844238322,0.3744724530062012
si,word,23.0,1.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,31.0,0.7419354838709677,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,1.2912382460759644,0.3732515593369628
si,lemma,23.0,1.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,31.0,0.7419354838709677,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,1.2912382460759644,0.3732515593369628
c,lemma,23.0,10.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,0.6216216216216216,0.2702702702702703,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283474826759087,0.3710074278804967
c,word,23.0,10.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,0.6216216216216216,0.2702702702702703,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283474826759087,0.3710074278804967
gros,word,13.0,15.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,30.0,0.43333333333333335,0.5,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.2832547532764529,0.3709438123774619
ou,lemma,8.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.2776134368191154,0.3693131062155174
ton,lemma,45.0,8.0,3.0,0.0,2.0,1.0,0,1.0,0.0,0.0,0.0,60.0,0.75,0.13333333333333333,0.05,0.0,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0,0.0,1.2754193149918713,0.3686788627706048
te,lemma,35.0,10.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,51.0,0.6862745098039216,0.19607843137254902,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,1.273330694591412,0.36807511607730203
bande,lemma,8.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,15.0,0.5333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.272905595320056,0.3679522348302597
t'es,word,8.0,6.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,15.0,0.5333333333333333,0.4,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.272905595320056,0.3679522348302597
tous,word,8.0,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.5,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271782221599798,0.36762750700092317
.,punctuation,15.0,2.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,25.0,0.6,0.08,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.2597218324096136,0.3641412726943364
on,lemma,52.0,11.0,3.0,1.0,0.0,2.0,0,0.0,0.0,1.0,0.0,70.0,0.7428571428571429,0.15714285714285714,0.04285714285714286,0.014285714285714285,0.0,0.02857142857142857,0.0,0.0,0.0,0.014285714285714285,0.0,1.2545472933662447,0.3626454954644898
gens,word,8.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2516291673878228,0.36180196788536356
gens,lemma,8.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2516291673878228,0.36180196788536356
te,word,32.0,9.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,46.0,0.6956521739130435,0.1956521739130435,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,1.2511853253400387,0.3616736687609083
bande,word,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,19.0,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.2448406699719212,0.3598396520588766
votre,lemma,18.0,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2.0,0.0,25.0,0.72,0.16,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,1.2415101887362598,0.35887692707893515
fou,lemma,6.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,9.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.224394445405986,0.35392936770586797
julien,word,13.0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215533232382473,0.35136790270226037
julien,lemma,13.0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215533232382473,0.35136790270226037
gros,lemma,24.0,20.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,46.0,0.5217391304347826,0.43478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.208830175294948,0.3494302846694561
les,word,39.0,20.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,62.0,0.6290322580645161,0.3225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,1.2030794001711504,0.3477679378571023
!,punctuation,22.0,4.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,32.0,0.6875,0.125,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.1994602933016414,0.3467217813584418
savoir,lemma,9.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198183947911799,0.3463528348000054
on,word,44.0,11.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,60.0,0.7333333333333333,0.18333333333333332,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.1898301534882716,0.3439380466658731
fatima,word,8.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.188721875540867,0.3436176824934946
fatimer,lemma,8.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.188721875540867,0.3436176824934946
vie,lemma,18.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,25.0,0.72,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.1771245697587873,0.34026530931184235
vie,word,18.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,25.0,0.72,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.1771245697587873,0.34026530931184235
dire,lemma,18.0,3.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,24.0,0.75,0.125,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.176065103715944,0.3399590549441781
brice,word,19.0,2.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,25.0,0.76,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.1754312795575996,0.33977583867393024
faire,word,20.0,6.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,0.7142857142857143,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166342889840669,0.33714870487889637
ta,word,32.0,4.0,2.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,41.0,0.7804878048780488,0.0975609756097561,0.04878048780487805,0.0,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,1.1624300533985716,0.3360176414923512
