corpus,file_id,unit_id,type,start_idx,end_idx,text_span,mode,categorie1,categorie2,remarque
LitteratureJeunesse,Morgenstern_Anna,a5_1618518329717,SitEmo,3326,3333,sourire,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618518543568,SitEmo,3855,3860,boude,Comportementale,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618519347319,SitEmo,4612,4620,surprise,Designee,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618519443993,SitEmo,4925,4927,LA,Montree,Joie,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1618519797258,Autre,5086,5093,déteste,,,,haine
LitteratureJeunesse,Morgenstern_Anna,a5_1618520279210,SitEmo,5478,5487,décourage,Designee,Tristesse,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1618520555542,SitEmo,5955,5991,ne parvient pas à retenir ses larmes,Comportementale,Tristesse,Embarras,
LitteratureJeunesse,Morgenstern_Anna,a5_1618520560604,SitEmo,5995,6011,détourne la tête,Comportementale,Tristesse,Embarras,
LitteratureJeunesse,Morgenstern_Anna,a5_1618521139922,SitEmo,6217,6226,trop émue,Designee,Embarras,Joie,
LitteratureJeunesse,Morgenstern_Anna,a5_1618522452452,SitEmo,7067,7074,grognon,Designee,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618522800554,SitEmo,8588,8597,n’ose pas,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618522866003,SitEmo,8648,8657,préoccupé,Suggeree,Peur,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618522970788,SitEmo,9019,9033,un peu paniqué,Designee,Peur,Surprise,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523126990,SitEmo,9314,9333,se mettre à pleurer,Comportementale,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523293562,SitEmo,9657,9662,ravie,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523342524,SitEmo,9680,9690,scandalisé,Designee,Colere,Surprise,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523767302,SitEmo,9795,9803,n’ose pa,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523959582,SitEmo,10275,10282,étonnés,Designee,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524059790,SitEmo,10376,10391, toute surprise,Designee,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524173286,SitEmo,10534,10543,bafouille,Comportementale,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524195666,SitEmo,10549,10557,troublée,Designee,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524350130,SitEmo,10924,10930,Beurk ,Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524413971,SitEmo,11516,11521,ravie,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621362978288,SitEmo,470,503,a reçu une proposition de travail,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621363145618,SitEmo,612,630,c’est bien son nom,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621363745271,SitEmo,635,655,a inventé un logicie,Suggeree,Joie,Fierte,
LitteratureJeunesse,Morgenstern_Anna,a5_1621363817186,SitEmo,671,729,doit l’installer sur des ordinateurs partout dans le monde,Suggeree,Joie,Fierte,
LitteratureJeunesse,Morgenstern_Anna,a5_1621363911211,Autre,730,796,Mais alors comment font les parents Arthur avec tous ces enfants ?,,,,curiosité
LitteratureJeunesse,Morgenstern_Anna,a5_1621364034562,SitEmo,804,823,ingénieux ingénieur,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364143439,SitEmo,930,960,n’a jamais réussi à construire,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364585970,SitEmo,1046,1066,a changé les couches,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364591303,SitEmo,1093,1110, s’est occupée de,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364595329,SitEmo,1145,1159,a pris soin de,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364601815,SitEmo,1180,1191,en charge d,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364610048,SitEmo,1202,1212,veille sur,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621364613601,SitEmo,1237,1249,garde un œil,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621365566680,SitEmo,1353,1386,le plus récent d’une longue série,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621365710037,Autre,1488,1512,"n’aime pas se lever tôt,",,,,detester
LitteratureJeunesse,Morgenstern_Anna,a5_1621365790127,SitEmo,1409,1427,fait souvent appel,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621365911283,SitEmo,1546,1596,la tâche d’habiller et de nourrir toute la fratrie,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621366122631,SitEmo,1649,1675,a beaucoup plus de devoirs,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621366261102,SitEmo,1692,1737,continue à surveiller ceux des autres enfants,Suggeree,Degout,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367427454,SitEmo,1867,1885,n’a pas de devoirs,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367508364,SitEmo,1899,1922,allergique aux acariens,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367586131,SitEmo,2011,2031,a du mal à respirer.,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367641488,SitEmo,1931,1968,"toujours en train d’éternuer, renifle",Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367662790,SitEmo,1976,2006,les yeux et le nez qui coulent,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621367945567,SitEmo,2069,2096,chasse la moindre poussière,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621368057379,SitEmo,2102,2135,la petite chambre presque stérile,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621368596009,SitEmo,2391,2445,Elle ne parle pas et passe son temps à écrire des poèm,Suggeree,Peur,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621368667859,SitEmo,2454,2472,s’ennuie à l’école,Designee,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621369078797,Autre,2520,2532,Heureusement,,,,soulagement
LitteratureJeunesse,Morgenstern_Anna,a5_1621369192661,SitEmo,2520,2532,Heureusement,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621369320361,SitEmo,2571,2614,Flavia réussira-t-elle à apprendre à lire ?,Suggeree,Peur,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621369391601,SitEmo,2641,2645,trop,Montree,Peur,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621369901142,SitEmo,2770,2777,Il faut,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370014319,SitEmo,2804,2805,!,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370078394,SitEmo,2703,2723,depuis la maternelle,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370080873,SitEmo,2724,2725,!,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370237924,SitEmo,2731,2756,organise une pyjama party,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370573974,SitEmo,2839,2871,l’occasion de faire connaissance,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370637125,SitEmo,2911,2935,ne se lie pas facilement,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621370926528,SitEmo,3225,3232,timides,Designee,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371299619,SitEmo,3570,3576,gronde,Comportementale,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371318842,Autre,3557,3566,encourage,,,,soutien
LitteratureJeunesse,Morgenstern_Anna,a5_1621371507329,SitEmo,3817,3836,raconte des blagues,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371661488,SitEmo,3867,3874,comme s,Suggeree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371742910,SitEmo,3997,4018,se dépêchent de dîner,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371932854,SitEmo,4176,4196,le sourire de Martin,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371935931,SitEmo,4198,4213,la pyjama party,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621371938226,SitEmo,4217,4253,sa dernière conversation avec Sophie,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621372170199,Autre,4342,4347,adore,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621372234112,Autre,4494,4498,aime,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1618519214182,Autre,4258,4301,le stage de radio qu’elles aimeraient faire,,,,envie
LitteratureJeunesse,Morgenstern_Anna,a5_1621372598350,SitEmo,4943,4945,LA,Montree,Joie,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621372600497,SitEmo,4941,4942,!,Montree,Joie,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621372602640,SitEmo,4952,4953,!,Montree,Joie,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621441734552,SitEmo,5028,5062,ait été élue déléguée de la classe,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621441845319,Autre,5166,5170,aime,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621441954612,SitEmo,5152,5161,une brute,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442012887,SitEmo,5064,5078,Malheureusemen,Montree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618520059140,SitEmo,5427,5436, forcer à,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442644657,SitEmo,5336,5343,ordonne,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442903164,SitEmo,5395,5421,Cette tâche supplémentaire,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442983251,SitEmo,5381,5393,les disputes,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443234635,SitEmo,5524,5530,timide,Designee,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443276910,SitEmo,5538,5546,réservée,Designee,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443370584,SitEmo,5548,5561,Heureuse ment,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443541056,SitEmo,5627,5635,agréable,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443721769,SitEmo,5852,5882,la première punition de sa vie,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443776305,SitEmo,5795,5812,qui ne permet pas,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443823417,SitEmo,5820,5834,de s’expliquer,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621443962477,SitEmo,5756,5766,confisquée,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621444174515,SitEmo,5909,5948,arrive en retard pour récupérer Gabriel,Suggeree,Tristesse,Embarras,
LitteratureJeunesse,Morgenstern_Anna,a5_1621444482294,Autre,6083,6105,avec un gentil sourire,,,,empathie
LitteratureJeunesse,Morgenstern_Anna,a5_1621444823519,SitEmo,6256,6263,maudite,Montree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445013428,SitEmo,6273,6290,semble plus douce,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445252011,SitEmo,6442,6449,Désolée,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445640020,SitEmo,6580,6591,Toi d’abord,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445806720,Autre,6903,6911,aimerait,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621445815839,SitEmo,6912,6927,aller à la fête,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446007343,Autre,7008,7030,se dépêcher d’expédier,,,,"empressement, stresse"
LitteratureJeunesse,Morgenstern_Anna,a5_1621446301210,SitEmo,7574,7601,s’en vont main dans la main,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446433758,SitEmo,7690,7699,se presse,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446492053,SitEmo,7774,7798,"Il est là, à l’attendre.",Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446502745,SitEmo,7852,7891,le garçon le plus craquant de sa classe,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446508711,SitEmo,7799,7826,Ils font le chemin ensemble,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446575482,SitEmo,8074,8093,Un coup du destin ?,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446590249,SitEmo,8114,8141,ne se confie pas facilement,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446610279,SitEmo,8164,8176,son problème,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446613140,SitEmo,8155,8163,pourtant,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446676664,SitEmo,8147,8154,raconte,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446697917,SitEmo,8195,8205,Mais vas-y,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446700123,SitEmo,8206,8207,!,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446797419,SitEmo,8453,8466,les problèmes,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446815835,SitEmo,8498,8515,un pays en guerre,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446827392,SitEmo,8527,8550,dans des embouteillages,Suggeree,Tristesse,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446885312,SitEmo,8750,8785,n’a pas l’occasion de lui demander ,Suggeree,Tristesse,Embarras,
LitteratureJeunesse,Morgenstern_Anna,a5_1621447687397,Autre,8302,8313,l’encourage,,,,soutien
LitteratureJeunesse,Morgenstern_Anna,a5_1618523170041,SitEmo,9387,9394,renifle,Comportementale,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621448351606,Autre,8823,8830,Alors ?,,,,curiosité
LitteratureJeunesse,Morgenstern_Anna,a5_1621448379894,SitEmo,8865,8886,Je ne sais pas encore,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621448899178,SitEmo,8979,9003,Qu’est-ce qui se passe ?,Montree,Surprise,Peur,
LitteratureJeunesse,Morgenstern_Anna,a5_1621448977340,SitEmo,9118,9121,Aïe,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449002251,SitEmo,9122,9123,!,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449019800,SitEmo,9124,9136,Ça tombe mal,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449050219,SitEmo,9151,9152,!,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449128006,Autre,9158,9164,promis,,,,devoir
LitteratureJeunesse,Morgenstern_Anna,a5_1621449263809,SitEmo,9278,9304,dit vite au revoir à Billy,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449355373,Autre,9403,9460,"Si je ne peux pas venir à la fête, la fête viendra à moi.",,,,détermination
LitteratureJeunesse,Morgenstern_Anna,a5_1621449433132,SitEmo,9492,9538,dormir dans une chambre avec toutes ces filles,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449541213,Autre,9548,9560,est folle du,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621449611565,SitEmo,9585,9624,il y a toujours du bruit et de l’action,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449718426,SitEmo,9639,9640,!,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449743825,SitEmo,9633,9638,super,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450056508,Autre,9759,9767,aimerait,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621450196174,SitEmo,9702,9751,qu’Anna est trop gentille avec sa drôle de famill,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450447676,SitEmo,9805,9848,Le soir de la pyjama party arrive très vite,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450489832,Autre,10101,10131,Il voudrait être un grand chef,,,,envie
LitteratureJeunesse,Morgenstern_Anna,a5_1621450528007,SitEmo,10197,10204,Soudain,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450538196,SitEmo,10250,10267,le joyeux tumulte,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450583539,SitEmo,10325,10336,It’s Martin,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450585476,SitEmo,10336,10337, ,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450587362,SitEmo,10339,10361,And his little brother,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450589596,SitEmo,10361,10363, !,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450640805,SitEmo,10368,10375,accourt,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450750149,SitEmo,10502,10503,…,Montree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450823417,SitEmo,10585,10597,Avec plaisir,Designee,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450858722,SitEmo,10707,10728,le regard soupçonneux,Comportementale,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450938453,SitEmo,10742,10777,"Nous, on a des pâtes tous les soirs",Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450961638,SitEmo,10881,10882,!,Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450977606,SitEmo,10930,10931,!,Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450989814,SitEmo,10932,10979,"Les citrouilles, c’est pour la déco d’Halloween",Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451014667,SitEmo,11017,11043,ils mangent n’importe quoi,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451017889,SitEmo,11044,11045,!,Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451031395,SitEmo,10981,11014,Les Arthur sont vraiment bizarres,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451120298,SitEmo,11131,11168,mais il y a toujours une bonne sauce.,Montree,Fierte,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451131291,SitEmo,11170,11185,C’est délicieux,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451133372,SitEmo,11186,11187,!,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451170578,SitEmo,11200,11229,dévorant la part de son frère,Comportementale,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451219146,SitEmo,11304,11308,Mais,Montree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451232612,SitEmo,11277,11301,préfère se gaver de pain,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621453544061,SitEmo,10641,10666,Les parents sont d’accord,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621453551159,SitEmo,10686,10700,peut commencer,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455006052,SitEmo,11756,11779,elle était trop stupide,Suggeree,Tristesse,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455072830,SitEmo,11834,11862,le spectacle peut avoir lieu,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455115520,SitEmo,11972,11997,a composé pour l’occasion,Suggeree,Joie,Fierte,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455194527,SitEmo,12070,12085,Avec maladresse,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455245825,SitEmo,12092,12114,tente un tour de magie,Suggeree,Embarras,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455267883,SitEmo,12119,12123,rate,Suggeree,Embarras,Tristesse,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455340128,SitEmo,12135,12148,applaudissent,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455406981,SitEmo,12325,12337,d’admiration,Designee,Admiration,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455521126,SitEmo,12345,12382,voudrait rester avec eux toute sa vie,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621455592441,Autre,12397,12403,n’aime,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621455617566,Autre,12443,12451,aimerait,,,,envie
LitteratureJeunesse,Morgenstern_Anna,a5_1621456650061,SitEmo,11723,11745,on ne lui demande rien,Montree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621457205486,Autre,12613,12655,un petit bisou tendre au coin de la bouche,,,,affection
LitteratureJeunesse,Morgenstern_Anna,a5_1621457233810,Autre,12695,12733,aimerait un jour recevoir un tel bisou,,,,envie
LitteratureJeunesse,Morgenstern_Anna,a5_1621529947601,SitEmo,10417,10423,étonné,Designee,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621530409536,SitEmo,10822,10829,Même si,Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621530682296,SitEmo,11047,11050,Ici,Montree,Fierte,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621530746090,SitEmo,11052,11060,rétorque,Comportementale,Fierte,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621531054188,SitEmo,11334,11349,il doit y avoir,Montree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621531384459,SitEmo,11646,11666,il faut tout d’abord,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621531570436,SitEmo,11747,11755,comme si,Montree,Tristesse,Colere,
LitteratureJeunesse,Morgenstern_Anna,a5_1621532115420,Autre,12135,12148,applaudissent,,,,pitié
LitteratureJeunesse,Morgenstern_Anna,a5_1621532249472,Autre,12345,12382,voudrait rester avec eux toute sa vie,,,,envie
LitteratureJeunesse,Morgenstern_Anna,a5_1621532466767,SitEmo,12480,12508,cette maison peuplée et gaie,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621532574125,SitEmo,12515,12546,il doit ramener son petit frère,Suggeree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442259458,SitEmo,5171,5178,surtout,Montree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621442862612,Autre,5373,5380,déteste,,,,haine
LitteratureJeunesse,Morgenstern_Anna,a5_1621712217607,SitEmo,1305,1310,aussi,Suggeree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a3_1622312717106,Autre,9467,9472,adore,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a3_1622312838895,Autre,11531,11536,adore,,,,amour
LitteratureJeunesse,Morgenstern_Anna,a5_1621362609389,SitEmo,162,179,il ne suffi t pas,Montree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524269794,SitEmo,10822,10879,"Même si on me payait dix mille euros, je n’y goûterais pa",Montree,Degout,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450562360,SitEmo,10275,10294,"étonnés, se taisent",Comportementale,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618524513082,SitEmo,12320,12338,béat d’admiration.,Comportementale,Admiration,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450655925,SitEmo,10406,10423,son regard étonné,Comportementale,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618523230529,SitEmo,9626,9638, C’est super,Montree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618521374441,SitEmo,6253,6272,la maudite punition,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1618518074554,SitEmo,3197,3232,se font des sourires un peu timides,Comportementale,Joie,Embarras,
LitteratureJeunesse,Morgenstern_Anna,a5_1621362681921,SitEmo,252,253,…,Montree,Tristesse,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621372360812,SitEmo,4599,4620,"se réveille, surprise",Comportementale,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445182091,SitEmo,6369,6391,réveille tout le monde,Suggeree,Colere,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621445564066,SitEmo,6517,6532,ma pyjama party,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621446517710,SitEmo,7896,7917,ce qui est incroyable,Montree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621449425845,SitEmo,9467,9488,adore aller chez Anna,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621450683568,SitEmo,10239,10267,interrompt le joyeux tumulte,Suggeree,Surprise,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621451398367,SitEmo,11531,11567,adore les spectacles chez les Arthur,Suggeree,Joie,Aucune,
LitteratureJeunesse,Morgenstern_Anna,a5_1621457122599,SitEmo,12442,12474, aimerait traîner plus longtemps,Suggeree,Tristesse,Aucune,
